_phrase_,grammar_symbol,value
"('COLISTIN',)",drug_name,drug_name
"('PRAVASTATIN', 'ACCORD', '10MG')",drug_name,drug_name
"('OSAVER', '40', 'MG')",drug_name,drug_name
"('ALFARE', '(DS24)', '(vadaku)')",drug_name,drug_name
"('NOVOSEVEN',)",drug_name,drug_name
"('INFRAGIL', 'PEKANA')",drug_name,drug_name
"('CLOPIDOGREL', 'KRKA', 'D.D')",drug_name,drug_name
"('AMPRIL', '2,5', 'MG')",drug_name,drug_name
"('FEXERIC',)",drug_name,drug_name
"('SIMVASTATIN', 'AUROBINDO')",drug_name,drug_name
"('DOCITON',)",drug_name,drug_name
"('FEMARA',)",drug_name,drug_name
"('EUVAX-B',)",drug_name,drug_name
"('COVEREX',)",drug_name,drug_name
"('NITROMINT', 'SPRAY')",drug_name,drug_name
"('EPIMAXAN',)",drug_name,drug_name
"('BOCEPREVIR',)",drug_name,drug_name
"('CAPTOPRIL', 'STADA', '12,5')",drug_name,drug_name
"('PACLITAXEL', 'SANDOZ')",drug_name,drug_name
"('OLANZAPINE', '1A', 'PHARMA', '10MG')",drug_name,drug_name
"('ENBREL',)",drug_name,drug_name
"('NASONEX',)",drug_name,drug_name
"('Resonium', 'Na')",drug_name,drug_name
"('ECHOVIST', '200')",drug_name,drug_name
"('BUDESONIDE/FORMOTEROL', 'TEVA', 'PHARMA', 'B.V.')",drug_name,drug_name
"('TRUVADA',)",drug_name,drug_name
"('CELANID',)",drug_name,drug_name
"('AMMONIUM', 'CAUSTICUM')",drug_name,drug_name
"('PIPERACILLIN/TAZOBACTAM', 'SANDOZ', '4000MG/500MG')",drug_name,drug_name
"('BETACORTON',)",drug_name,drug_name
"('TRILEPTAL', '300')",drug_name,drug_name
"('MONTELUKAST', 'GSK', '10', 'MG')",drug_name,drug_name
"('GENTAMED',)",drug_name,drug_name
"('MILGAMMA', 'N')",drug_name,drug_name
"('PROVOKIT', '0,33%')",drug_name,drug_name
"('ROXERA',)",drug_name,drug_name
"('DETTOL', 'MED')",drug_name,drug_name
"('DILUENT', 'FOR', 'ACAM2000')",drug_name,drug_name
"('RISTEMPA',)",drug_name,drug_name
"('DICLOFENAC-', 'RATIOPHARM', '25')",drug_name,drug_name
"('TASMAR',)",drug_name,drug_name
"('ASTMIR',)",drug_name,drug_name
"('NEMIROSTAD',)",drug_name,drug_name
"('TASIGNA',)",drug_name,drug_name
"('VERTIMED', '24MG')",drug_name,drug_name
"('GINKORGEL',)",drug_name,drug_name
"('DEPAKINE', 'CHRONO', '300', 'mg')",drug_name,drug_name
"('PROTAPHANE', 'NOVOLET')",drug_name,drug_name
"('KLORPROMAN', '25mg')",drug_name,drug_name
"('FEMOSTON', 'CONTI', '0,5', 'MG/2,5', 'MG')",drug_name,drug_name
"('SONATA', '10', 'MG', 'HARD', 'CAPSULES')",drug_name,drug_name
"('POTABA',)",drug_name,drug_name
"('BYOL', '5MG')",drug_name,drug_name
"('ROSATUM', 'HEILSALBE')",drug_name,drug_name
"('DILRENE', '300', 'MG', 'S.R.')",drug_name,drug_name
"('DROSIOL', '0,03', 'MG/3', 'MG')",drug_name,drug_name
"('FOMEPIZOLE',)",drug_name,drug_name
"('TESTIM', '50', 'MG', 'GEL')",drug_name,drug_name
"('GLYCOPHOS',)",drug_name,drug_name
"('RISPOLEPT', 'CONSTA', '50MG')",drug_name,drug_name
"('DOPPELHERZ', 'ENERGIE-TONIKUM')",drug_name,drug_name
"('SOLU-CORTEF',)",drug_name,drug_name
"('CLADOSOL', '100MG')",drug_name,drug_name
"('OLANZAPIN-RATIOPHARM',)",drug_name,drug_name
"('OMEPRAZOLE-RATIOPHARM',)",drug_name,drug_name
"('STREPTOKINASE', 'BRAUN', '750', '000')",drug_name,drug_name
"('MONTELUKAST', 'PORTFARMA', '4MG')",drug_name,drug_name
"('IMATINIB', 'ZENTIVA', '100', 'MG')",drug_name,drug_name
"('ALUTARD', 'SQ', 'HOUSE', 'DUST', 'MITES')",drug_name,drug_name
"('SIMVASTATIN', 'NYCOMED', '20MG')",drug_name,drug_name
"('ACTRAPID',)",drug_name,drug_name
"('MELADININE',)",drug_name,drug_name
"('TRIJODTHYRONIN',)",drug_name,drug_name
"('MST', 'CONTINUS')",drug_name,drug_name
"('FERRUM', 'PHOSPHORICUM', 'COMP', '(INFLUDORON)')",drug_name,drug_name
"('DAQUIRAN',)",drug_name,drug_name
"('TRACHILID',)",drug_name,drug_name
"('CORYOL', '3,125')",drug_name,drug_name
"('SKF', '207')",drug_name,drug_name
"('DERMOVATE',)",drug_name,drug_name
"('AZITHROMYCIN', 'SANDOZ', '500MG')",drug_name,drug_name
"('POLYGLYCIN',)",drug_name,drug_name
"('MIBG-T', '(I131)', 'INJECTION')",drug_name,drug_name
"('NACLOF',)",drug_name,drug_name
"('AXANUM',)",drug_name,drug_name
"('ACICLOVIR', 'ACTAVIS')",drug_name,drug_name
"('CILOSTAZOL', 'EVOLAN')",drug_name,drug_name
"('FENTANYL', 'TAIFUN')",drug_name,drug_name
"('AMLOCARD', '10MG')",drug_name,drug_name
"('CAPREOMYCIN',)",drug_name,drug_name
"('OXALIPLATIN', 'REGIOMEDICA', '5MG/ML')",drug_name,drug_name
"('PREGABALIN', 'MYLAN')",drug_name,drug_name
"('OLMESARTAN', 'MEDOXOMIL', 'TEVA', '10MG')",drug_name,drug_name
"('SINEX',)",drug_name,drug_name
"('ANALGIN', '500', 'TFT')",drug_name,drug_name
"('LEVOMEPROMAZIN-NEURAXPHARM',)",drug_name,drug_name
"('GLUCOSE', '20%')",drug_name,drug_name
"('CORSODYL', 'GEEL')",drug_name,drug_name
"('STODAL',)",drug_name,drug_name
"('GEMCITABINE', 'HOSPIRA', '38', 'MG/ML')",drug_name,drug_name
"('CAPECITABINE', 'MEDAC')",drug_name,drug_name
"('MEDITSIINILINE', 'DILÄMMASTIKOKSIID')",drug_name,drug_name
"('NIFEDIPIN',)",drug_name,drug_name
"('PYRIDOXIN', 'HCL')",drug_name,drug_name
"('SYCARA',)",drug_name,drug_name
"('FLUVASTATIN', 'ACTAVIS', '40MG')",drug_name,drug_name
"('CACTUS', 'COMPOSITUM', 'AMPULEN')",drug_name,drug_name
"('DONEPEZIL', 'GENERICON', '5', 'MG')",drug_name,drug_name
"('VENORUTON',)",drug_name,drug_name
"('VIGICORD', '10', 'MG')",drug_name,drug_name
"('NEBIVOLOL-RATIOPHARM', '5', 'MG')",drug_name,drug_name
"('EPIPEN', 'JR', 'auto-inj.')",drug_name,drug_name
"('RANITIDIN-', 'RATIOPHARM', '150')",drug_name,drug_name
"('LEVOFLOXACIN', 'ALCHEMIA')",drug_name,drug_name
"('ACTONEL', '35', 'MG', 'OAW')",drug_name,drug_name
"('SOMATROPIN', 'BIOPARTNERS')",drug_name,drug_name
"('PRESTARIUM', 'ARGININE', '10MG')",drug_name,drug_name
"('INCIVO',)",drug_name,drug_name
"('HEPATECT',)",drug_name,drug_name
"('ENYGLID',)",drug_name,drug_name
"('MYRIN',)",drug_name,drug_name
"('NEXMEZOL', '40', 'MG')",drug_name,drug_name
"('Vision', 'Blue')",drug_name,drug_name
"('TRAVOPROST', 'PORTFARMA')",drug_name,drug_name
"('ZELOTRIN',)",drug_name,drug_name
"('RELEFACT', 'LHRH')",drug_name,drug_name
"('AGEN', '10MG')",drug_name,drug_name
"('5-NOK',)",drug_name,drug_name
"('KALETRA',)",drug_name,drug_name
"('FLUXEMED', '20MG')",drug_name,drug_name
"('EPLERENONE', 'ACCORD')",drug_name,drug_name
"('DIOPPEX',)",drug_name,drug_name
"('DIRONORM',)",drug_name,drug_name
"('IASIBON',)",drug_name,drug_name
"('CAPECITABINE', 'ACTAVIS')",drug_name,drug_name
"('COLECALCIFEROL', 'RADAYDRUG', '1000', 'RÜ')",drug_name,drug_name
"('ERIDANUS',)",drug_name,drug_name
"('BENDAMUSTINE', 'ACTAVIS')",drug_name,drug_name
"('IMIPRAMINE', 'ALPHARMA', 'TABLETS', '25', 'MG')",drug_name,drug_name
"('TAVEGYL',)",drug_name,drug_name
"('VALTREX',)",drug_name,drug_name
"('GRACIAL',)",drug_name,drug_name
"('MEXOLAN',)",drug_name,drug_name
"('TIENAM', 'I.V.', '500', 'MG/500', 'MG')",drug_name,drug_name
"('METFORAL', '1000', 'MG')",drug_name,drug_name
"('BENZBROMARON-RPH',)",drug_name,drug_name
"('ADICLAIR',)",drug_name,drug_name
"('VARITECT',)",drug_name,drug_name
"('DIAMOX',)",drug_name,drug_name
"('PROFAMID',)",drug_name,drug_name
"('LINDYNETTE', '20')",drug_name,drug_name
"('PLENDIL',)",drug_name,drug_name
"('SINEMET', 'CR', '50/200', 'MG')",drug_name,drug_name
"('POSTINOR-DUO',)",drug_name,drug_name
"('AMINOPHYLLIN',)",drug_name,drug_name
"('TOPIMARK', '50', 'MG')",drug_name,drug_name
"('HYLASE', 'DESSAU')",drug_name,drug_name
"('CICLOTAU',)",drug_name,drug_name
"('AMLODIGAMMA', '10MG')",drug_name,drug_name
"('DHC', 'CONTINUS')",drug_name,drug_name
"('SYCREST',)",drug_name,drug_name
"('F-18-FLUOROCHOLINE',)",drug_name,drug_name
"('DILSATAN',)",drug_name,drug_name
"('VIGAMOX',)",drug_name,drug_name
"('ERYHEXAL',)",drug_name,drug_name
"('PIRACETAM-GRINDEKS',)",drug_name,drug_name
"('PEDIAVEN', 'G25')",drug_name,drug_name
"('SILDENAFIL', 'SANDOZ', '50', 'MG')",drug_name,drug_name
"('DUOPLAVIN',)",drug_name,drug_name
"('OCTANINE',)",drug_name,drug_name
"('NUTRIFLEX', 'SPECIAL', '(V', '90', '70/240)')",drug_name,drug_name
"('BITTNERI', 'PALSAM')",drug_name,drug_name
"('LIGNOSPAN', '2%', 'SPECIAL')",drug_name,drug_name
"('AMRAP',)",drug_name,drug_name
"('CANDESARTAN', 'HCT', 'TEVA')",drug_name,drug_name
"('AGRETA',)",drug_name,drug_name
"('MILUPA', 'PKU', '1-mix')",drug_name,drug_name
"('SEROQUEL', 'XR')",drug_name,drug_name
"('ALMOTRIPTAN', 'ZENTIVA', '12,5', 'MG')",drug_name,drug_name
"('MYCOSYST',)",drug_name,drug_name
"('NATRII', 'THIOSULFAS')",drug_name,drug_name
"('ACOMPLIA',)",drug_name,drug_name
"('LORMED', '7,5', 'MG')",drug_name,drug_name
"('FLUDARABINE', 'EBEWE', '25MG/ML')",drug_name,drug_name
"('DORZOLAMIDE', 'ACTAVIS')",drug_name,drug_name
"('ZENADEA', '2MG/0,03MG')",drug_name,drug_name
"('OLICLINOMEL', 'N4-550', 'E')",drug_name,drug_name
"('MAXIMUM', 'STRENGTH', 'TYLENOL', 'SINUS', 'MEDICATION')",drug_name,drug_name
"('VENLAFAXIN', 'MEDOCHEMIE', 'XR', '150', 'MG')",drug_name,drug_name
"('ZADITEN',)",drug_name,drug_name
"('VINCRISTINE', 'KOCAK')",drug_name,drug_name
"('WATER', 'FOR', 'INJECTIONS')",drug_name,drug_name
"('MAXIDEX',)",drug_name,drug_name
"('LEFLUNOMIDE', 'TEVA')",drug_name,drug_name
"('ERYTHROMYCIN', 'NYCOMED')",drug_name,drug_name
"('NOVOMIX', '30', 'FLEXPEN')",drug_name,drug_name
"('VOLTAROL',)",drug_name,drug_name
"('HALOTANE', 'RHODIA')",drug_name,drug_name
"('GRAZAX',)",drug_name,drug_name
"('VITAMIN', 'C')",drug_name,drug_name
"('INFRACYANINE',)",drug_name,drug_name
"('BYETTA',)",drug_name,drug_name
"('CYCLOFERON',)",drug_name,drug_name
"('OPTAFLU',)",drug_name,drug_name
"('NIFEDIPIN-RATIOPHARM', '10', 'KAPSLID')",drug_name,drug_name
"('TESSYRON',)",drug_name,drug_name
"('PROFASI',)",drug_name,drug_name
"('LAMEPIL', '100', 'MG')",drug_name,drug_name
"('XYLOPROCT',)",drug_name,drug_name
"('RINGER', 'LACTATE', 'BAXTER')",drug_name,drug_name
"('ORFIRIL', '300', 'RETARD')",drug_name,drug_name
"('GENTAMICIN', 'KRKA')",drug_name,drug_name
"('NOVORAPID', 'INNOLET')",drug_name,drug_name
"('FUROSEMIDE',)",drug_name,drug_name
"('VITAMIN', 'E', '200-SLOVAKOFARMA')",drug_name,drug_name
"('ASPIRIN',)",drug_name,drug_name
"('DIGOXIN', 'TFT')",drug_name,drug_name
"('APOVIT', 'C-VITAMIIN')",drug_name,drug_name
"('LIVIAL',)",drug_name,drug_name
"('OMIPRO',)",drug_name,drug_name
"('FORTUM',)",drug_name,drug_name
"('METOPROLOL', 'POLPHARMA', '50')",drug_name,drug_name
"('CO-NORTIVAN', '160/12,5MG')",drug_name,drug_name
"('AZIMEPHA', '500', 'MG')",drug_name,drug_name
"('ATACAND',)",drug_name,drug_name
"('GLICLADA',)",drug_name,drug_name
"('DYMISTA',)",drug_name,drug_name
"('GABAGAMMA', '100MG')",drug_name,drug_name
"('MIZOLLEN',)",drug_name,drug_name
"('NEURODORON',)",drug_name,drug_name
"('FLUOXETIN', '1A', 'PHARMA', '20', 'MG')",drug_name,drug_name
"('ORAQIX',)",drug_name,drug_name
"('TAMSUPROST',)",drug_name,drug_name
"('IMATINIB', 'AMOMED')",drug_name,drug_name
"('ADAPTOL',)",drug_name,drug_name
"('CIMZIA',)",drug_name,drug_name
"('GALANTAMINE', 'TEVA')",drug_name,drug_name
"('MAXELLAX', '13,7', 'G')",drug_name,drug_name
"('PROTHROMPLEX',)",drug_name,drug_name
"('VASOPIRIN', '100MG')",drug_name,drug_name
"('IBEROGAST',)",drug_name,drug_name
"('IBUPROFEN-GRINDEKS',)",drug_name,drug_name
"('FLUDITEC',)",drug_name,drug_name
"('NOVOMIX', '30', 'PENFILL')",drug_name,drug_name
"('ZONISAMIDE', 'MYLAN')",drug_name,drug_name
"('NOLIPREL', 'FORTE', 'ARGININE')",drug_name,drug_name
"('ROPISON', '1', 'MG')",drug_name,drug_name
"('XATRAL', 'SR')",drug_name,drug_name
"('VERMOX', '100', 'MG')",drug_name,drug_name
"('MONTELUKAST', 'GSK', '4', 'MG')",drug_name,drug_name
"('ACETERIN', '1mg/ml')",drug_name,drug_name
"('DUTREBIS',)",drug_name,drug_name
"('FLUVASTATIN', 'ACTAVIS', '20MG')",drug_name,drug_name
"('VIPROSAL', 'B')",drug_name,drug_name
"('EVISTA',)",drug_name,drug_name
"('PREMIA', '0,3')",drug_name,drug_name
"('SIMEPAR', 'FORTE', '140', 'MG')",drug_name,drug_name
"('AETHOXYSCLEROL',)",drug_name,drug_name
"('ARIPIPRAZOLE', 'PHARMATHEN')",drug_name,drug_name
"('DESLORATADINE', 'SOPHARMA')",drug_name,drug_name
"('IDFLU',)",drug_name,drug_name
"('NOVYNETTE', 'PLUS')",drug_name,drug_name
"('GERNEBCIN',)",drug_name,drug_name
"('PHOXILIUM',)",drug_name,drug_name
"('CARVETREND', '25', 'MG')",drug_name,drug_name
"('ESPRAMAG', '40MG')",drug_name,drug_name
"('COLDREX', 'MAXGRIP', 'LEMON')",drug_name,drug_name
"('VANTAVO',)",drug_name,drug_name
"('LEVETIRACETAM', 'HOSPIRA')",drug_name,drug_name
"('NEBIVOLOL-TEVA',)",drug_name,drug_name
"('ALLERGOVIT',)",drug_name,drug_name
"('AUROBIN',)",drug_name,drug_name
"('UPSAVIT', 'VITAMIN', 'C')",drug_name,drug_name
"('ARNETIN',)",drug_name,drug_name
"('UNASYN',)",drug_name,drug_name
"('FULVESTRANT', 'TEVA')",drug_name,drug_name
"('PROPOFOL',)",drug_name,drug_name
"('VEPESID', 'K')",drug_name,drug_name
"('MILUPA', 'BASIC', 'P')",drug_name,drug_name
"('DUAVIVE',)",drug_name,drug_name
"('GLICLADA', '30', 'MG')",drug_name,drug_name
"('GEMCITABINE', 'TEVA')",drug_name,drug_name
"('RISPERIDON', 'SANDOZ')",drug_name,drug_name
"('SOLPADEINE',)",drug_name,drug_name
"('ECHOVIST-200',)",drug_name,drug_name
"('EREMFAT', '150')",drug_name,drug_name
"('LEKOKLAR', '250', 'MG')",drug_name,drug_name
"('AMYVID',)",drug_name,drug_name
"('TOREM',)",drug_name,drug_name
"('STEOVESS',)",drug_name,drug_name
"('INFANRIX-IPV+HIB',)",drug_name,drug_name
"('VALACICLOVIR', '1A', 'PHARMA', '500MG')",drug_name,drug_name
"('OPGENRA',)",drug_name,drug_name
"('CISPLATIN', 'NEOCORP')",drug_name,drug_name
"('GLYCOPYRRONIUM', 'BROMIDE', '0,5MG/ML', 'AND', 'NEOSTIGMINE', 'METILSULFATE', '2,5MG/ML')",drug_name,drug_name
"('ZERBAXA',)",drug_name,drug_name
"('NORMEG', '250', 'MG')",drug_name,drug_name
"('HEPATITIS', 'B', 'IMMUNOGLOBULIN', 'P', 'BEHRING')",drug_name,drug_name
"('YOHIMBIN', 'SPIEGEL')",drug_name,drug_name
"('TELMISARTAN', 'TEVA', 'PHARMA')",drug_name,drug_name
"('NERALGO-RHEM-INJEEL',)",drug_name,drug_name
"('GRINDEVITS', 'RAUALISANDIGA')",drug_name,drug_name
"('AGROPYRON', 'GLOBULI', 'VELATI')",drug_name,drug_name
"('CO-RAMICOR', '2,5', 'MG/12,5', 'MG')",drug_name,drug_name
"('AMISULPRIDE', 'ACTAVIS')",drug_name,drug_name
"('NICORETTE', 'MICROTAB', 'LEMON', '2', 'MG')",drug_name,drug_name
"('OMEPRAZOLE', 'STADA', '40', 'MG')",drug_name,drug_name
"('AMIKIN',)",drug_name,drug_name
"('OCTREOSCAN',)",drug_name,drug_name
"('VALSARTAN', 'ACTAVIS', '80', 'MG')",drug_name,drug_name
"('KOVALTRY',)",drug_name,drug_name
"('BECLONASAL', 'FORTE', 'AQUA')",drug_name,drug_name
"('PRINDEX', 'PLUS', '4MG/1,25', 'MG')",drug_name,drug_name
"('PEVARYL',)",drug_name,drug_name
"('AUFBAUKALK', '2')",drug_name,drug_name
"('TAFLOTAN',)",drug_name,drug_name
"('MACI',)",drug_name,drug_name
"('SUBCUVIA',)",drug_name,drug_name
"('ASMENOL',)",drug_name,drug_name
"('POTASSIUM', 'IODIDE', 'G.L.', 'PHARMA')",drug_name,drug_name
"('XILIARX',)",drug_name,drug_name
"('NIFEDIPIN-RATIOPHARM', '20')",drug_name,drug_name
"('OLMESARTAN', 'MEDOXOMIL', 'APOTEX', '10', 'MG')",drug_name,drug_name
"('PEMETREXED', 'ACTAVIS')",drug_name,drug_name
"('KLOTRIMASOOL', 'GSK')",drug_name,drug_name
"('GLIMEPIRIDE', 'SANDOZ', '1MG')",drug_name,drug_name
"('CAUSTINERF', 'ARSENICAL')",drug_name,drug_name
"('LOQUEN',)",drug_name,drug_name
"('VANCOMYCIN', 'CNP', '500', 'MG')",drug_name,drug_name
"('OCTAPLAS', '0')",drug_name,drug_name
"('MK-0518',)",drug_name,drug_name
"('CHIBROXIN',)",drug_name,drug_name
"('STANDACILLIN',)",drug_name,drug_name
"('TOBRADEX',)",drug_name,drug_name
"('IBANDRONIC', 'ACID', 'ACTAVIS', '50MG')",drug_name,drug_name
"('IRBESARTAN', 'LICONSA', '75', 'MG')",drug_name,drug_name
"('Meningococcal', 'A+C')",drug_name,drug_name
"('ISENTRESS',)",drug_name,drug_name
"('BECLOMET',)",drug_name,drug_name
"('NOAX', '50', 'MG')",drug_name,drug_name
"('ORFIRIL', 'LONG', '500', 'MG')",drug_name,drug_name
"('ALTARGO',)",drug_name,drug_name
"('PENTOSANPOLYSULFAT', 'SP', '54')",drug_name,drug_name
"('IMODIUM', 'PLUS')",drug_name,drug_name
"('EFFERALGAN', '500MG')",drug_name,drug_name
"('PIPERACILLIN/TAZOBACTAM', 'FRESENIUS', 'KABI')",drug_name,drug_name
"('OZAPEX',)",drug_name,drug_name
"('CELEBREX',)",drug_name,drug_name
"('ATROPIN', 'SULPHATE')",drug_name,drug_name
"('Suukaudsed', 'kardiovaskulaarsüsteemi', 'toimivad', 'preparaadid')",drug_name,drug_name
"('PEDIAVEN', 'G15')",drug_name,drug_name
"('OFLOXIN', '200')",drug_name,drug_name
"('MILGAMMA', '100')",drug_name,drug_name
"('FERRUM-HOMACCORD', 'AMPULEN')",drug_name,drug_name
"('LISIGAMMA', '20MG')",drug_name,drug_name
"('ULUNAR', 'BREEZHALER')",drug_name,drug_name
"('VAMIN', '18', 'ELECTROLYTE-FREE')",drug_name,drug_name
"('SOMNOLS',)",drug_name,drug_name
"('HAPNIK',)",drug_name,drug_name
"('FARLUTAL',)",drug_name,drug_name
"('FULCIN',)",drug_name,drug_name
"('GLUCOSE', 'FRESENIUS', '20%')",drug_name,drug_name
"('MESPORIN', '500', 'I.M.')",drug_name,drug_name
"('BRONCOPHEN',)",drug_name,drug_name
"('CAPIVIT', 'A+E', 'FORTE')",drug_name,drug_name
"('PREDSOL-N',)",drug_name,drug_name
"('FRAGMIN',)",drug_name,drug_name
"('CURAM', '312,5', 'MG/5ML')",drug_name,drug_name
"('PIROXICAM', 'TFT')",drug_name,drug_name
"('CINACALCET', 'ACCORD')",drug_name,drug_name
"('TOPILEX', '200', 'MG')",drug_name,drug_name
"('MAREVAN',)",drug_name,drug_name
"('COMBIGAN',)",drug_name,drug_name
"('BORTEZOMIB', 'ACCORD')",drug_name,drug_name
"('CARBOPLATIN', 'EBEWE')",drug_name,drug_name
"('OXYCONTIN', '40', 'MG')",drug_name,drug_name
"('WAMLOX',)",drug_name,drug_name
"('MINAYEIGHT', '0,03', 'MG/3', 'MG')",drug_name,drug_name
"('ARICEPT',)",drug_name,drug_name
"('TRIVERAM', '20MG/10MG/5MG')",drug_name,drug_name
"('SOTALEX', 'MITE')",drug_name,drug_name
"('METFORMIN', 'SANDOZ', '500', 'MG')",drug_name,drug_name
"('SAIZEN', '8', 'MG/ML')",drug_name,drug_name
"('THERAFLU', 'ND')",drug_name,drug_name
"('VALGANCICLOVIR', 'AUROBINDO')",drug_name,drug_name
"('ACC', '200', 'MG')",drug_name,drug_name
"('THIOGAMMA',)",drug_name,drug_name
"('ACYCLOVIR', 'STADA')",drug_name,drug_name
"('NICORETTE', 'COOLMINT')",drug_name,drug_name
"('FLUSAMER',)",drug_name,drug_name
"('GLIMEPIRIDE', 'WINTHROP', '2', 'MG')",drug_name,drug_name
"('ARIXTRA',)",drug_name,drug_name
"('SIBUTRAMINE', 'TEVA')",drug_name,drug_name
"('FLIXOTIDE', 'DISKUS', '250', 'MCG')",drug_name,drug_name
"('VIDEX', 'EC')",drug_name,drug_name
"('CLOTRIMAZOL', 'SANDOZ', '20MG/G')",drug_name,drug_name
"('LEVODONNA',)",drug_name,drug_name
"('FLUVASTATIN', 'ACCORD')",drug_name,drug_name
"('BINOCRIT',)",drug_name,drug_name
"('HYPERICUM-FIX',)",drug_name,drug_name
"('TULIP', '10', 'MG')",drug_name,drug_name
"('ESCITALOPRAM', 'ALVOGEN', '20', 'MG')",drug_name,drug_name
"('UPSTINON',)",drug_name,drug_name
"('BLEOLEM',)",drug_name,drug_name
"('DOLGIT',)",drug_name,drug_name
"('TRAMADOLOR', 'ID', '100MG')",drug_name,drug_name
"('OLTAR', '1MG')",drug_name,drug_name
"('SYNFLORIX',)",drug_name,drug_name
"('THIOPENTONE',)",drug_name,drug_name
"('ESMOCARD', 'LYO')",drug_name,drug_name
"('GEROLAMIC',)",drug_name,drug_name
"('INSULIN', 'HUMAN', 'WINTHROP', 'RAPID', 'SOLOSTAR')",drug_name,drug_name
"('CYSTONE',)",drug_name,drug_name
"('ALVESCO', '80', 'INHALAATOR')",drug_name,drug_name
"('COLISTIN/NORMA',)",drug_name,drug_name
