,0,1
313,ning,23
314,obstruktsioon,23
315,manus,23
316,kilpnääre,23
317,02,23
318,taastuma,23
319,01,23
320,2013.,23
321,juht,22
322,peopesa,22
323,aurama,22
324,üksik,22
325,virvendusarütmia,22
326,kirjeldama,22
327,klass,22
328,kass,22
329,36,22
330,kodune,22
331,12,22
332,tuhar,22
333,difuusne,21
334,operatsioon,21
335,tuumor,21
336,kardiovaskulaarhaigus,21
337,faas,21
338,tekkene,21
339,nahk,21
340,2001,21
341,väljenduma,21
342,kaelaosa,21
343,hapnikravi,21
344,elektriline,21
345,suitsetaja,21
346,mina,20
347,toksiline,20
348,sünnitamine,20
349,sidekirme,20
350,põletikuline,20
351,vigastuma,20
352,meditsiiniline,20
353,16,20
354,seniilne,20
355,maks,20
356,neerupuudulikkus,20
357,kodutolmulest,20
358,artriit,20
359,ravima,20
360,eesmine,20
361,tagumine,20
362,tase,20
363,III-IV,20
364,2011.,20
365,haavand,20
366,ema,20
367,primaarne,19
368,kool,19
369,testimine,19
370,haab,19
371,sünnitusjärgne,19
372,haru,19
373,sensomotoorne,19
374,müoopia,19
375,lühinägevus,19
376,arter,19
377,35,19
378,37,19
379,varb,19
380,5.,19
381,tee,18
382,uinumine,18
383,säilitamine,18
384,raskekujuline,18
385,üks,18
386,epilepsia,18
387,pöörel,18
388,eksudatiivne,18
389,leid,18
390,valusündroom,18
391,emakakael,18
392,reiearter,18
393,nihe,18
394,2012.,18
395,levi,18
396,menisk,18
397,15.,18
398,dermatiit,17
399,jääkglaukoom,17
400,läbima,17
401,mediaalne,17
402,tuumakae,17
403,kuiv,17
404,peaaju,17
405,2014.,17
406,negatiivne,17
407,diagnoos,17
408,kompressioonmurd,17
409,alaäge,17
410,hematoom,17
411,asendusravi,17
412,põhjustama,17
413,vigastus,17
414,unearter,17
415,4.,17
416,verevalum,17
417,tänama,16
418,emakakae,16
419,sport,16
420,kehakultuuriväljak,16
421,hiline,16
422,rohke,16
423,lihasevalu,16
424,seniildegeneratsioon,16
425,gastriit,16
426,funktsionaalne,16
427,eluavaldus,16
428,algus,16
429,küünarliiges,16
430,kontrollima,16
431,kesksagar,16
432,väike,16
433,liigesevalu,16
434,mitte,16
435,päev,16
436,õlavarr,16
437,indutseerima,16
438,periood,16
439,veritsus,16
440,taastama,16
441,südamehaigus,16
442,side,16
443,parees,16
444,kand,15
445,hulgimurd,15
446,sagedane,15
447,patsient,15
448,majapidamisseade,15
449,motoorne,15
450,redel,15
451,koljusisene,15
452,kontroll,15
453,sõitja,15
454,magamine,15
455,keha,15
456,harv,15
457,peanahk,15
458,kinnitama,15
459,2002,15
460,isheemiline,15
461,püsiobstruktsioon,15
462,2009.,15
463,kahjustus,15
464,episood,15
465,väljasurve,15
466,haav,15
467,põndapealisepõletik,15
468,neuralgia,15
469,trauma,15
470,vasempoolne,15
471,plastika,15
472,12.,15
473,34,15
474,06,15
475,koksartroos,15
476,ortopeediline,15
477,herpesviirusnakkus,14
478,herpes,14
479,bakteriaalne,14
480,pära,14
481,osteoporoos,14
482,genotüüp,14
483,nägu,14
484,pikaajaline,14
485,takistama,14
486,sisemine,14
487,puhkamine,14
488,söömine,14
489,vatsake,14
490,kaasnev,14
491,tuhmumine,14
492,teine,14
493,kuulmislang,14
494,kollateraalside,14
495,soon,14
496,aura,14
497,klassikaline,14
498,müokard,14
499,paraparees,14
500,august,14
501,pöörajalihane,14
502,õietolm,14
503,keisrilõige,14
504,histoloogiline,14
505,sulguma,14
506,erosioon,14
507,all,14
508,hooldamine,14
509,suur,14
510,verekaotus,14
511,geen,14
512,karpaaltunnel,14
513,eessein,14
514,1997,14
515,30,14
516,retsidiiv,14
517,pars,14
518,tupp,14
519,metastaas,14
520,15,14
521,bronhiit,14
522,patoloogia,14
523,halvatu,14
524,köha,14
525,liigeseimplantaat,14
526,oluline,13
527,pärilik,13
528,fokaalne,13
529,limapaunade-kõõluste-liigesekihn,13
530,koosesinev,13
531,nagu,13
532,luu,13
533,reumaatiline,13
534,tuharseis,13
535,11.,13
536,mutatsioon,13
537,1999,13
538,dieet,13
539,jäse,13
540,madal,13
541,hüpertensioon,13
542,sage,13
543,šunt,13
544,18,13
545,mittereumaatiline,13
546,tüsistama,13
547,medikamentoosne,13
548,ka,13
549,21,13
550,selg,13
551,hetk,13
552,22,13
553,totaalne,13
554,ülasagar,13
555,külv,13
556,09,13
557,varvas,13
558,14.,13
559,küün,13
560,närv,13
561,rinnaosa,12
562,kahtlustama,12
563,kui,12
564,2006.,12
565,valikuline,12
566,raskuma,12
567,ekseem,12
568,ülajäse,12
569,väga,12
570,läbi,12
571,ehitis,12
572,progresseeruma,12
573,koer,12
574,diabeet,12
575,obstruktiivne,12
576,pöid,12
577,2007.,12
578,veri,12
579,praegu,12
580,tõenäoline,12
581,stentima,12
582,kompenseerima,12
583,stentimine,12
584,2000,12
585,vähene,12
586,0.,12
587,19,12
588,6.,12
589,haaratus,12
590,esimene,12
591,pidev,12
592,nina,11
593,käitumishäire,11
594,kõõlus,11
595,marrastuma,11
596,reaktsioon,11
597,pindluumurd,11
598,neuropaatia,11
599,vahetu,11
600,polüartriit,11
601,allsein,11
602,püsima,11
603,enneaegne,11
604,läätsetu,11
605,traumajärgne,11
606,digima,11
607,kae,11
608,üliraske,11
609,ahenemine,11
610,kasutamine,11
611,1996,11
612,skolioos,11
613,kate,11
614,2003,11
615,munajuha,11
616,ajutüvi,11
617,tsentraalne,11
618,alustama,11
619,mistahes,11
620,juuni,11
621,08,11
622,mittetäielik,10
623,jämesoo,10
624,vililasestress,10
625,menetlus,10
626,ebaloomulik,10
627,hilisem,10
628,äpardus,10
629,õli,10
630,partsiaalne,10
631,druus,10
632,enam,10
633,reieluu,10
634,müokardiit,10
635,diagnoosima,10
636,kaasuma,10
637,ristluu,10
638,vähk,10
639,lümfoom,10
640,kaasuv,10
641,vahelduma,10
642,42,10
643,märts,10
644,aju,10
645,loomus,10
646,poolkera,10
647,kivi,10
648,spontaanne,10
649,sõlmelisus,10
650,põsk,10
651,polaarne,10
652,võrkkestaveresoon,10
653,uuring,10
654,osteoartroos,10
655,levima,10
656,26,10
657,vahemik,10
658,hemipleegia,10
659,eesasetsus,10
660,nõrkuma,10
661,2015.,10
662,heterosügoot,10
663,05,10
664,viirustüügas,9
665,soolatüügas,9
666,paikmesi,9
667,depressioon,9
668,üla,9
669,esine,9
670,rasedusaegne,9
671,menetluseaegne,9
672,stenokardia,9
673,sümptomaatiline,9
674,seroosne,9
675,nääre,9
676,kehatüvi,9
677,põletus,9
678,süda,9
679,radioloogiline,9
680,male,9
681,kiirguskeratoos,9
682,sarvestuma,9
683,reaktiivne,9
684,mai,9
685,soov,9
686,tõu,9
687,33,9
688,turse,9
689,50,9
690,dilatatsioon,9
691,lühike,9
692,atroofia,9
693,troofiline,9
694,õlavars,9
695,minimaalne,9
696,uurima,9
697,ateroskleroos,9
698,2008.,9
699,degeneratsioon,9
700,iseeneslik,9
701,arm,9
702,looma,9
703,kolle,9
704,seedetrakt,9
705,talumajapidamine,9
706,kurk,8
707,õlavarreluu,8
708,orgaaniline,8
709,käesolev,8
710,kesknärvisüsteem,8
711,lihtne,8
712,kõõlusepõletik,8
713,varem,8
714,teisene,8
715,tehislik,8
716,vitamiin,8
717,dieetravi,8
718,vaagen,8
719,mehhaaniline,8
720,sigmasoo,8
721,korrigeerima,8
722,interstitsiaalne,8
723,täiskasvanu,8
724,suurenemine,8
725,sõrmusrakuline,8
726,nimmevalu,8
727,tugev,8
728,hepatiit,8
729,rindkere,8
730,insult,8
731,pöial,8
732,1998,8
733,kaela-õlavööde,8
734,kokkupõrge,8
735,kitsenemine,8
736,virvendus,8
737,25,8
738,vahesein,8
739,23,8
740,endine,8
741,kolmiknärv,8
742,seos,8
743,peamine,8
744,20,8
745,1992,8
746,antikoagulant,8
747,kaasasündinud,8
748,liiteline,8
749,peapööritus,8
750,31,8
751,sagar,8
752,kude,8
753,uriin,8
754,rahutu,8
755,kaksik,8
756,kilpnäärmepõletik,7
757,tiiniga,7
758,eostumine,7
759,anomaalia,7
760,näol,7
761,sensoorne,7
762,nõustamine,7
763,reumatoidartriit,7
764,isheemiatõbi,7
765,vaegus,7
766,atakk,7
767,suhkurtõbi,7
768,kas,7
769,tald,7
770,takistuma,7
771,sõrmeliiges,7
772,tekkeaeg,7
773,kuni,7
774,kerge-keskmine,7
775,lümfisõlm,7
776,karpaalkanal,7
777,sõiduk,7
778,väline,7
779,randmeliiges,7
780,tarvitamine,7
781,kaugelenägevus,7
782,kõrreline,7
783,funktsioon,7
784,mittekontrollitu,7
785,lüli,7
786,1994,7
787,korduv,7
788,düstroofia,7
789,ülemine,7
790,pehme,7
791,insuliinravi,7
792,invasiivne,7
793,amputeerima,7
794,diskprotees,7
795,silmalaug,7
796,menstruatsioon,7
797,ebaregulaarne,7
798,mootorsõiduk,7
799,lülisambakanal,7
800,söögitoru,7
801,sapipõis,7
802,soo,7
803,raske,7
804,epileptiline,7
805,atüüpiline,7
806,..,7
807,õhkrind,7
808,moonutis,7
809,astigmatism,7
810,kompressioon,7
811,antikoagulantravi,7
812,tekkima,7
813,hälbeline,7
814,küünarvars,7
815,järg,7
816,healoom,7
817,septiline,7
818,šokk,7
819,bronh,7
820,17,7
821,isoleerima,7
822,46,7
823,liide,7
824,kopsuarter,7
825,üle,7
826,test,7
827,hingamistee,7
828,niudearter,7
829,süvaveen,7
830,valguma,7
831,kopsupõletik,7
832,keemiaravi,7
833,pikk,7
834,küünevigastus,7
835,kompima,7
836,2001.,7
837,nakkus,7
838,rohkem,7
839,tagasi,7
840,10.,7
841,protsess,7
842,07,7
843,silmamuna,7
844,membraan,7
845,saama,7
846,neelumandel,6
847,lampjalg,6
848,avalduma,6
849,küünar,6
850,regionaalne,6
851,põlveõnnal,6
852,limapaunatsüst,6
853,homosügoot,6
854,peensoo,6
855,kaelavalu,6
856,roie,6
857,ainu,6
858,lülimurd,6
859,ärkamine,6
860,limaskest,6
861,soovima,6
862,depressiivne,6
863,implantaat,6
864,erakorraline,6
865,isheemia,6
866,puukentsefaliit,6
867,liigtarvitamine,6
868,suu,6
869,söövitus,6
870,kolmas,6
871,2005.,6
872,keratoos,6
873,tsütoloogiline,6
874,surve,6
875,aprill,6
876,varane,6
877,mittediferentseerunu,6
878,MIC,6
879,opp,6
880,suverohttaim,6
881,konjunktiivikott,6
882,infusioon,6
883,transfusioon,6
884,ekstrasüstol,6
885,segu,6
886,emfüseem,6
887,biokeemiline,6
888,gangreen,6
889,väljuma,6
890,kandlus,6
891,75,6
892,ülalaug,6
893,deformeerima,6
894,200,6
895,konisatsioon,6
896,idiopaatiline,6
897,lobi,6
898,veebruar,6
899,kuuldeaparaat,6
900,defitsiit,6
901,teisiti,6
902,tema,6
903,ligament,6
904,kiiritusravi,6
905,suguline,6
906,ventilaatorravi,6
907,nabaväät,6
908,ülenev,6
909,postoperatiivne,6
910,ilmne,6
911,vahelduv,6
912,seljavalu,6
913,värske,6
914,võruketas,6
915,õmblus,6
916,hägusus,6
917,32,6
918,koliit,6
919,aneurüsm,6
920,eelnev,6
921,abaluu,6
922,müoomisõlm,6
923,48,6
924,proteesima,6
925,ulatuslik,6
926,hüperplastiline,6
927,viirusinfektsioon,6
928,tuvastama,6
929,222,6
930,volt,6
931,november,6
932,ulatuma,6
933,oss,6
934,pingepeavalu,6
935,radikaalne,6
936,2003.,6
937,non,6
938,hemorraagiline,6
939,ülaosa,6
940,väärtus,6
941,nimmepiirkond,6
942,mehepoolne,6
943,laps,6
944,koormus,6
945,postinfektsioosne,6
946,gaas,6
947,tahhükardia,6
948,pill,6
949,jaanuar,6
950,mürk,6
951,tsüstiline,6
952,oktoober,6
953,1995,6
954,suulaad,5
955,käitlus,5
956,nimme-ristluu,5
957,peensoolepõletik,5
958,meeleoluhäire,5
959,rangluumurd,5
960,kilpnäärmesõlm,5
961,kasutama,5
962,pimedus,5
963,silikoonõli,5
964,skriining,5
965,unehäire,5
966,CPAP-ravi,5
967,vanaeanägevus,5
968,tikkeljätk,5
969,kõõlusetupepõletik,5
970,sarkoom,5
971,punnsilmsus,5
972,venoosne,5
973,seadis,5
974,ninaneelunohu,5
975,mööduma,5
976,haarama,5
977,müoopiline,5
978,meditsiiniabi,5
979,õnnetu,5
980,varajane,5
981,operatsioonihaab,5
982,kolonisatsioon,5
983,mittespetsiifiline,5
984,alaseljavalu,5
985,veresoon,5
986,hüpertroofia,5
987,kriis,5
988,lootevesi,5
989,1999.,5
990,kuulmisnõrkus,5
991,kuulmine,5
992,valdav,5
993,soolehaigus,5
994,alkohol,5
995,silinderjas,5
996,lauservapõletik,5
997,temporaalne,5
998,norm,5
999,kõrgem,5
1000,leidma,5
1001,katkema,5
1002,1990,5
1003,vajama,5
1004,menetlusjärgne,5
1005,ainevahetushaigus,5
1006,seesmine,5
1007,südamerütmitus,5
1008,arütmia,5
1009,deformatsioon,5
1010,mellitu,5
1011,liigespuudulikkus,5
1012,punkt,5
1013,jalasäär,5
1014,pleuriit,5
1015,loode,5
1016,küünarvarr,5
1017,sittuma,5
1018,ühendumatu,5
1019,ebaliiges,5
1020,alkohoolne,5
1021,ootama,5
1022,küünarnukk,5
1023,lõikama,5
1024,arteriaalne,5
1025,heintaim,5
1026,kaelalüli,5
1027,kõhukinnisus,5
1028,irdumine,5
1029,süvenemine,5
1030,C-hepatiit,5
1031,ümber,5
1032,neerutsüst,5
1033,ishias,5
1034,ärritama,5
1035,kontaktdermatiit,5
1036,111,5
1037,ess,5
1038,säärearter,5
1039,võrkkestaarter,5
1040,blokaad,5
1041,kõnehäire,5
1042,sarvkestaarm,5
1043,elund,5
1044,27,5
1045,sidekude,5
1046,seljaaju,5
1047,lõtv,5
1048,kattuv,5
1049,munajuharasedus,5
1050,14,5
1051,insuliinsõltumatu,5
1052,neeruarter,5
1053,lootemuna,5
1054,taanduma,5
1055,melanoom,5
1056,lahkliha,5
1057,pitsumine,5
1058,kopssüda,5
1059,kuu,5
1060,7.,5
1061,8.,5
1062,roid,5
1063,teostama,5
1064,kõht,5
1065,organism,5
1066,pankreatiit,5
1067,glükoos,5
1068,sigmasool,5
1069,lahenema,5
1070,13,5
1071,kuues,5
1072,eemaldaja,5
1073,45,5
1074,tehtu,5
1075,väärarend,5
1076,histoloogia,5
1077,külg,5
1078,lapseiga,5
1079,silmaliigutaja,5
1080,maksahaigus,5
1081,neeruvähk,5
1082,LVI,5
1083,sepsis,5
1084,käärsoo,5
1085,lümfiturse,5
1086,põdemine,5
1087,toim,5
1088,pankreas,5
1089,1986,5
1090,kõik,4
1091,kaasaaitav,4
1092,suguelund,4
1093,ülaots,4
1094,päevane,4
1095,vililane,4
1096,südamelöögisagedus,4
1097,aparaat,4
1098,esinema,4
1099,põlvekedramurd,4
1100,kompleksne,4
1101,mittekosutav,4
1102,sõelluu-urkepõletik,4
1103,roidemurd,4
1104,hammas,4
1105,jooks,4
1106,primitiivne,4
1107,sapitee,4
1108,maksatsirroos,4
1109,kitsas,4
1110,puudulik,4
1111,tuharalihas,4
1112,normaalne,4
1113,luutihedus,4
1114,koolma,4
1115,liiklus,4
1116,tsirroos,4
1117,järk,4
1118,temp,4
1119,keskmise-rask,4
1120,käsivars,4
1121,häbe,4
1122,vesi,4
1123,paralüüs,4
1124,alg,4
1125,luululine,4
1126,tetraparees,4
1127,psüühika,4
1128,konjunktiiv,4
1129,röst,4
1130,rütmihäire,4
1131,vajalik,4
1132,psoriaas,4
1133,tasakaal,4
1134,põiehäire,4
1135,madalarõhk,4
1136,puue,4
1137,menopausijärgne,4
1138,närvisüsteem,4
1139,rakendus,4
1140,rauavaegus,4
1141,Mai,4
1142,silmanurk,4
1143,paranemisfaas,4
1144,43,4
1145,koldeline,4
1146,komponent,4
1147,aktiivsusaste,4
1148,loksumine,4
1149,kehapool,4
1150,221,4
1151,multiplex,4
1152,emakakeha,4
1153,tolmulest,4
1154,varaõitsev,4
1155,analüüs,4
1156,lokaliseerima,4
1157,papilloom,4
1158,MX,4
1159,süvaveenitromboos,4
1160,otsmik,4
1161,siirdamine,4
1162,süsteemne,4
1163,psühhootiline,4
1164,peetumine,4
1165,mees,4
1166,song,4
1167,läbimurre,4
1168,100,4
1169,kesk,4
1170,02.2012,4
1171,keskkõrvapõletik,4
1172,dekompenseerima,4
1173,teravili,4
1174,mehaaniline,4
1175,neerupealine,4
1176,klaaskehahemorraagia,4
1177,radiaalne,4
1178,muutuma,4
1179,kõhuvalu,4
1180,liighigistus,4
1181,pinge,4
1182,siirik,4
1183,stimulaator,4
1184,psüühikahäire,4
1185,limapaunapõletik,4
1186,eelnema,4
1187,lamatis,4
1188,2004.,4
1189,veen,4
1190,kogu,4
1191,rinnanibu,4
1192,55,4
1193,VIII,4
1194,välimine,4
1195,lülikeha,4
1196,tehissilm,4
1197,kusepõis,4
1198,protseduur,4
1199,ähvardama,4
1200,väikeaju,4
1201,neerukivi,4
1202,etioloogia,4
1203,mittetoksiline,4
1204,hüdrotsefaalia,4
1205,näonärv,4
1206,sügama,4
1207,sünkoop,4
1208,basaalganglion,4
1209,lõualuu,4
1210,mädane,4
1211,kopsuhaigus,4
1212,kooma,4
1213,algkoll,4
1214,viir,4
1215,norskamine,4
1216,verekülv,4
1217,pearinglus,4
1218,kõhunääre,4
1219,lõhustama,4
1220,tundlik,4
1221,mill,4
1222,dateerima,4
1223,käärsool,4
1224,väljutusjõud,4
1225,kube,4
1226,tingitud,4
1227,perekonnaanamnees,4
1228,paisuma,4
1229,variant,4
1230,postmenopaus,4
1231,ülekoormus,4
1232,prooviravi,4
1233,24,4
1234,imetamine,4
1235,paistetus,4
1236,reetina,4
1237,58,4
1238,naiseviljatu,4
1239,pind,4
1240,mõõdukalt,4
1241,kaebus,4
1242,kapillaarne,4
1243,-1,4
1244,plõksuma,4
1245,lang,4
1246,60,4
1247,mediaannärv,4
1248,koll,4
1249,esmakordne,4
1250,silmakoobas,4
1251,opitu,4
1252,1996.,4
1253,umbsoo,4
1254,operatsioonijärgne,4
1255,talumatu,4
1256,tundlikkus,4
1257,lülilibisemine,4
1258,naba,4
1259,pärima,4
1260,soonkest,4
1261,nõrkus,4
1262,degeneratsioonseisund,4
1263,munand,4
1264,nahaalune,4
1265,kopsuturse,4
1266,kasvajaline,4
1267,na,4
1268,vaheline,4
1269,keisrilõikesünnitus,4
1270,tolerantsus,4
1271,kompressioonfraktuur,4
1272,neel,4
1273,lihttuharseis,4
1274,korpus,4
1275,44,4
1276,vahendama,4
1277,siinus,4
1278,rinnalüli,4
1279,muruniiduk,4
1280,jalgrattur,4
1281,mootorrattur,4
1282,küüs,3
1283,liigunisus,3
1284,kõripõletik,3
1285,oidnääre,3
1286,seksuaalne,3
1287,suhtumine,3
1288,seksuaalnõustamine,3
1289,küünarluu,3
1290,reuma,3
1291,kergekujuline,3
1292,kurgumandlipõletik,3
1293,rinnaosa-nimme,3
1294,sõltuvus,3
1295,-2,3
1296,villiline,3
1297,noor,3
1298,vahetus,3
1299,puhune,3
1300,delta,3
1301,reieluukeha,3
1302,arvama,3
1303,ühekordne,3
1304,kontakt,3
1305,öö,3
1306,kaela-rinnaosa,3
1307,kõvasuulaad,3
1308,kaar,3
1309,man,3
1310,emakaväline,3
1311,liigesfunktsioon,3
1312,otsmikuurkepõletik,3
1313,alaselg,3
1314,organikahjustus,3
1315,Philadelphia,3
1316,viirusentsefaliit,3
1317,tupekönt,3
1318,tablettravi,3
1319,riskigrupp,3
1320,kõrgenema,3
1321,kolesterool,3
1322,II-aste,3
1323,varbaküüs,3
1324,sisenemine,3
1325,sealt,3
1326,väljumine,3
1327,isik,3
1328,morfoloogiline,3
1329,kurt,3
1330,rahetera,3
1331,liidus,3
1332,inaktiivne,3
1333,remissioonifaas,3
1334,grupp,3
1335,närvijuur,3
1336,spiraal,3
1337,kalduvus,3
1338,ristijätk,3
1339,lööv,3
1340,kodarluumurd,3
1341,tsükkel,3
1342,tükk,3
1343,vaagnaelund,3
1344,ep,3
1345,lähianamnees,3
1346,steriliseerimine,3
1347,viima,3
1348,frontaalne,3
1349,tõestama,3
1350,teadvushäire,3
1351,232,3
1352,raviasutus,3
1353,1998.,3
1354,kell,3
1355,katkemine,3
1356,jääkleid,3
1357,korvisangrebend,3
1358,ämbrisangrebend,3
1359,põdema,3
1360,suurvarb,3
1361,ealine,3
1362,lisa,3
1363,kukal,3
1364,põetu,3
1365,ristluu-õndraluu,3
1366,insuliin,3
1367,tagakapsel,3
1368,kopsutuberkuloos,3
1369,mikroglobuliin,3
1370,kõrgenemine,3
1371,150,3
1372,algav,3
1373,rõngas,3
1374,varjama,3
1375,kapp,3
1376,rauapuudus,3
1377,defekt,3
1378,trombemboolia,3
1379,aeglane,3
1380,kõndimine,3
1381,kofeiin,3
1382,hemorroid,3
1383,platsenta,3
1384,uriinikülv,3
1385,juus,3
1386,istmikunärvipõletik,3
1387,seenhaigus,3
1388,kerge-mõõdukas,3
1389,psoriaatiline,3
1390,juuli,3
1391,krambihoog,3
1392,05.2015,3
1393,02.,3
1394,tipp,3
1395,fraktuur,3
1396,XII,3
1397,mitteoluline,3
1398,somaatiline,3
1399,sõlmeline,3
1400,kõhuõõs,3
1401,organ,3
1402,huul,3
1403,liituma,3
1404,haavandiline,3
1405,peaseis-sünnitus,3
1406,29,3
1407,spontaanabort,3
1408,mass,3
1409,epiduraalne,3
1410,54,3
1411,kutsehaigus,3
1412,antibiootikum,3
1413,B-grupp,3
1414,seedimiselund,3
1415,õlakahjustus,3
1416,neelamishäire,3
1417,hukkuma,3
1418,skelett,3
1419,hospitaliseerimine,3
1420,doos,3
1421,lamerakk-kartsinoom,3
1422,kaks,3
1423,laperdus,3
1424,peaseis,3
1425,ajusild,3
1426,vastsündinu,3
1427,kehake,3
1428,tagajärg,3
1429,vedelik,3
1430,biopsia,3
1431,Ülemiste,3
1432,magu,3
1433,siinustahhükardia,3
1434,pärgarter,3
1435,interdigitaalne,3
1436,rögakülv,3
1437,reieluupea,3
1438,30%,3
1439,112,3
1440,hulgivigastus,3
1441,perforatsioon,3
1442,kämmal,3
1443,vaagnaosa,3
1444,Regio,3
1445,peavalusündroom,3
1446,280915,3
1447,röga,3
1448,emakainertsus,3
1449,saabuma,3
1450,071215,3
