,0,1
283,T3A,5
284,IIIAst,5
285,T2C,5
286,VASC,5
287,CHA2DS-VASc,5
288,HCV,5
289,CMO,5
290,C-T,5
291,Rö,5
292,v.a.,5
293,lat,5
294,DPL,5
295,C4,5
296,low,5
297,ast,5
298,HLE,5
299,NPDR,5
300,ICD,5
301,sündr,5
302,LOWN,5
303,Dx,5
304,RN,5
305,inh,5
306,C2,5
307,3p,5
308,6p,5
309,Kl,5
310,MRSA,5
311,IIIA,5
312,Th12,5
313,AVN,5
314,GBS,5
315,G4,5
316,F-P,5
317,U,5
318,gl,5
319,AS,5
320,H52,5
321,Us,5
322,x2,5
323,SR,5
324,TAP,5
325,IgE,5
326,2001a,5
327,rö,4
328,g,4
329,PTCA,4
330,BE,4
331,mk,4
332,NSIP,4
333,LGBP,4
334,CHA2DS2-VASC,4
335,T2B,4
336,CHADS,4
337,1B,4
338,STENOCARDIA,4
339,Id,4
340,Art,4
341,IIBst,4
342,TSH,4
343,EHRA2,4
344,veebr,4
345,S10,4
346,Dx-,4
347,M54,4
348,mm,4
349,a-v,4
350,yp,4
351,prk,4
352,T4,4
353,r,4
354,GRAV,4
355,HEBD,4
356,SL,4
357,Ps,4
358,N2,4
359,u,4
360,TNM,4
361,C5-6,4
362,PPROM,4
363,WHO,4
364,SSP,4
365,aFs,4
366,aCI,4
367,STD,4
368,SM,4
369,E78,4
370,abd,4
371,J34,4
372,J31,4
373,mts,4
374,Bil,4
375,Chl,4
376,MK,4
377,LGS,4
378,AT,4
379,BILAT,4
380,IVB,4
381,mg,4
382,ren,4
383,mmHg,4
384,nov,4
385,2010A,4
386,Sil,3
387,G25,3
388,M1B,3
389,Düstür,3
390,N 1,3
391,N3,3
392,IIICst,3
393,G3a,3
394,FET,3
395,STLI,3
396,PQ,3
397,MEN2A,3
398,PCIOL,3
399,SMA,3
400,CRVO,3
401,IIIBst,3
402,ACCP,3
403,int,3
404,Pk-,3
405,Th8,3
406,Fn,3
407,ESV,3
408,HbA1c,3
409,G3b,3
410,A2,3
411,k.a.,3
412,st .,3
413,CHA2,3
414,ECG,3
415,2x,3
416,Nov,3
417,CHA2DS2-VASc4,3
418,typ,3
419,Nx,3
420,C7-8,3
421,ko,3
422,EGFR,3
423,L-A,3
424,G,3
425,fn,3
426,ERCP,3
427,PSP,3
428,ras,3
429,M25,3
430,M79,3
431,M75,3
432,T1C,3
433,G64,3
434,pk-s,3
435,dets,3
436,20cm,3
437,I83,3
438,1D,3
439,H90,3
440,CNV,3
441,X2,3
442,id,3
443,PVM,3
444,sy,3
445,S10-s,3
446,B6,3
447,F,3
448,LBBB,3
449,MKF,3
450,73m2,3
451,SPL2,3
452,std,3
453,Cl,3
454,AKS,3
455,MAZE,3
456,CHADSVASc,3
457,1000ml,3
458,IVF-FET,3
459,VVIR,3
460,PERH,3
461,GFR,3
462,KMI-36,3
463,suulae- e,2
464,E05,2
465,act,2
466,2c0c1,2
467,E11,2
468,pT2,2
469,N0M0,2
470,tõt,2
471,tüs,2
472,GH,2
473,BLED3,2
474,HrHPV,2
475,3. st,2
476,6mm,2
477,IICst,2
478,C-PAP,2
479,vms,2
480,LÜMFANGIEKTAASIA,2
481,TCC,2
482,ant,2
483,kat,2
484,VES-d,2
485,GKS,2
486,hrHPV,2
487,R1,2
488,HYHA,2
489,PCI,2
490,fr,2
491,ca.,2
492,B1,2
493,R2,2
494,2A,2
495,düstr,2
496,V.,2
497,N2C,2
498,Nr,2
499,IPF,2
500,pN3,2
501,CHA2DS2-VASc5,2
502,ri,2
503,T1B,2
504,RC,2
505,HB,2
506,MODY2,2
507,PCO,2
508,dr.,2
509,TH,2
510,S6,2
511,nr.,2
512,H63D,2
513,LASIK,2
514,III-II,2
515,ACŠ,2
516,IVF-ICSI,2
517,PTK,2
518,r0,2
519,o,2
520,Lig,2
521,sek,2
522,MRD,2
523,hbd,2
524,näg,2
525,Th5,2
526,IIIC,2
527,vi,2
528,MTF,2
529,Str,2
530,C1-INH,2
531,I48,2
532,I50,2
533,mL,2
534,HLA-B27,2
535,Low,2
536,FDP,2
537,FDS,2
538,UIP,2
539,O,2
540,IIIB,2
541,5p,2
542,spt,2
543,EDC,2
544,394TT,2
545,IIB,2
546,48t->,2
547,150J,2
548,CG,2
549,31-A21,2
550,NV1,2
551,A1,2
552,KT-l,2
553,EPL,2
554,CHA,2
555,rc,2
556,L2-L3,2
557,CTEPH,2
558,dgn,2
559,J,2
560,TX,2
561,col,2
562,SV,2
563,VE,2
564,G2T3N0M0,2
565,G56,2
566,G47,2
567,J41,2
568,M81,2
569,lll,2
570,Gl,2
571,MCP,2
572,Min,2
573,CA-125,2
574,pT1N0M0,2
575,SVE,2
576,20210G,2
577,Al,2
578,ND4,2
579,K05,2
580,Th1,2
581,L2-3,2
582,M20,2
583,B35,2
584,FTA,2
585,:D,2
586,STARR,2
587,NILM,2
588,HCV-RNA,2
589,LCT,2
590,W01,2
591,ERHA,2
592,MT,2
593,K21,2
594,TB,2
595,MPVA,2
596,Z95,2
597,hCG,2
598,inc,2
599,S2-s,2
600,8n,2
601,T1A,2
602,3B,2
603,tr,2
604,3x,2
605,LS-d,2
606,GO,2
607,Yaz,2
608,L 2,2
609,F3,2
610,F4,2
611,CHA2DS2-VASC3,2
612,L 3,2
613,uln,2
614,ASK,2
615,TBC,2
616,ect,2
617,Veebr,2
618,Cic,2
619,II-I,2
620,2002a,2
621,düstür,2
622,N3A,2
623,GL,2
624,AB,2
625,HS,2
626,F1,2
627,Gen,2
628,Küünarluu- e,2
629,th,2
630,LA,2
631,T1N0M0,2
632,KN,2
633,SVT,2
634,MM,2
635,C6-C7,2
636,RS,2
637,syndr,2
638,pl,2
639,1. st,2
640,Sl,2
641,sh,2
642,RBBB,2
643,F02,2
644,Z,2
645,GDM,2
646,Rö-,2
647,HER,2
648,põl,2
649,S 1,2
650,Cor,2
651,MTS,2
652,VENTRIKULAARNE,2
653,EKSTRASÜSTOOLIA,2
654,PDR,2
655,Pes,2
656,lap,2
657,co,2
658,Ath,2
659,PT3,2
660,AKš,2
661,x1,2
662,NAS,2
663,kg,2
664,m2,2
665,CHADS-VASC,2
666,COLPITIS,2
667,MYCOTICA,2
668,R3,2
669,NDR,2
670,ALAT,2
671,ASAT,2
672,AK,2
673,POBA,2
674,3A,2
675,73m²,2
676,DOA,2
677,1991a,2
678,YAZ,2
679,HGSIL,2
680,I49,2
681,Sept,2
682,NB,2
683,Ves,2
684,VIN2,2
685,I-,2
686,jrg,2
687,Tri,2
688,Ov,2
689,kmi,2
690,aFS,2
691,th-l,2
692,2014A,2
693,PPI-ga,2
694,C12,2
695,M16,2
696,sub,2
697,Y96,2
698,vōi,1
699,F70,1
700,I11,1
701,epi,1
702,F71,1
703,an,1
704,OK2,1
705,I_II,1
706,igg,1
707,Hr,1
708,Def,1
709,PT4B,1
710,1MI,1
711,ha,1
712,ül,1
713,ris,1
714,T2A,1
715,C 5,1
716,tab,1
717,pT2N0M0G3,1
718,IIb--,1
719,IIIkl,1
720,gr-,1
721,Act,1
722,Fok,1
723,LTT,1
724,4. st,1
725,CPAP-,1
726,GMB,1
727,100mcg,1
728,SIADH,1
729,Th6,1
730,AKTH,1
731,AKŠ-,1
732,jal,1
733,Kl-lt,1
734,PD,1
735,si,1
736,nin,1
737,AKTH-,1
738,INTESTINAALNE,1
739,CORDARONE,1
740,2C,1
741,rei,1
742,Syndr,1
743,KV,1
744,CME,1
745,kud,1
746,65x,1
747,M1a,1
748,oof,1
749,tõ,1
750,FAI,1
751,cN1,1
752,ICH,1
753,FLT3,1
754,NPM1,1
755,BRCA2,1
756,3D,1
757,T2M1,1
758,III-IY,1
759,G40,1
760,LAVH,1
761,M1C,1
762,MR,1
763,KMI-34,1
764,igm,1
765,TIS,1
766,PCL,1
767,Pn,1
768,PFC,1
769,per,1
770,ut,1
771,b,1
772,PSOC,1
773,MLH1,1
774,55A,1
775,I19F,1
776,5mg,1
777,90ml,1
778,ACŠ-,1
779,sdr,1
780,Kodarluu- e,1
781,4bc1c1HEP,1
782,kb,1
783,15q11,1
784,CH2DS2-VASc,1
785,EPO,1
786,DVT,1
787,Nr.,1
788,Ant,1
789,CCSC,1
790,RR,1
791,AMC,1
792,SJM,1
793,nr,1
794,D4->,1
795,FGDS,1
796,I/V,1
797,IOL-i,1
798,CT-,1
799,Okt,1
800,A 6,1
801,QT,1
802,cl,1
803,DOPLER,1
804,Fa,1
805,MYHA,1
806,Utr,1
807,14TAVI,1
808,23mm,1
809,PKI-d,1
810,a-s,1
811,CHA2D2-VASc,1
812,1992a,1
813,MT-,1
814,LS,1
815,om,1
816,PT2,1
817,Mx,1
818,cn0m0,1
819,Cum,1
820,N1c,1
821,M2,1
822,nih,1
823,chONDROMALACIA,1
824,PATELLAE,1
825,seu,1
826,MIKROANGIOPAATILINE,1
827,gt,1
828,POPQ,1
829,FPT,1
830,Rh,1
831,PT2c,1
832,sünn,1
833,H 37,1
834,ÄLL,1
835,CR,1
836,HÜSTEROSKOOPIA,1
837,syn,1
838,DERMOIDTSÜST,1
839,Sp,1
840,CCP,1
841,14C6--,1
842,A422--,1
843,Th4,1
844,Bmi,1
845,IC1-,1
846,ile,1
847,2p,1
848,B_CLL,1
849,SLL,1
850,4RN,1
851,pT,1
852,cNOMO,1
853,POPQ3,1
854,xi,1
855,pT3N2M0,1
856,IIb,1
857,.-P,1
858,Sh,1
859,CA,1
860,aB,1
861,SPONTANEUS,1
862,MASTITIS,1
863,INFILTRATIVA,1
864,Nr2,1
865,4B,1
866,SIAD,1
867,3p3bp1PER,1
868,LYM,1
869,pTx,1
870,pN1b,1
871,tsüt,1
872,8cm,1
873,TFCC,1
874,l4-5,1
875,L1-L2,1
876,3507670IU,1
877,CT4B,1
878,BAL,1
879,EDG,1
880,cT3cN1M0,1
881,11näd,1
882,D152,1
883,PID,1
884,38n,1
885,RF-,1
886,pR,1
887,F508del,1
888,g46,1
889,pT3b,1
890,C7-Th1,1
891,C6-Th1,1
892,MGB,1
893,LCIS,1
894,F-T,1
895,34n,1
896,39h,1
897,post-LE,1
898,D46,1
899,mts-d,1
900,PCOS,1
901,CHADZVASC,1
902,GA,1
903,A6-r,1
904,2xBMS,1
905,LCX,1
906,C1-,1
907,A2-,1
908,SKG-s,1
909,DÜSTOOKIA,1
910,LUL,1
911,44Sh,1
912,22Sh,1
913,5x7mm,1
914,SAH,1
915,VZV,1
916,4cm,1
917,CHA2DS2-VAsc,1
918,6R->,1
919,2DS,1
920,2-VASc,1
921,270J,1
922,13n,1
923,HEMISFÄÄRIS,1
924,CHAD2,1
925,BLED1,1
926,46R,1
927,16R,1
928,BAL-st,1
929,SFA,1
930,CHADS2-VASc,1
931,RNP,1
932,pt,1
933,ABŠ,1
934,PRO,1
935,HGH,1
936,ACTH,1
937,HFSH,1
938,LH,1
939,AICA-ga,1
940,D38,1
941,4D,1
942,26R,1
943,A-D,1
944,CT3N0M0,1
945,gL,1
946,BAKTERIUURIA,1
947,SOFA,1
948,G5->,1
949,5x2,1
950,5-3cm,1
951,C242->,1
952,D332,1
953,DIP3,1
954,DPL6R,1
955,D111,1
956,DIP1,1
957,DPL1,1
958,4xDES,1
959,cT2N0M0,1
960,c_T3_c_N2_M0_G2_IIIA,1
961,vel,1
962,n0,1
963,TP,1
964,T2N1M1,1
965,abs,1
966,ö2011,1
967,L4-,1
968,1982a,1
969,14mm,1
970,W26,1
971,A1189V,1
972,PPL,1
973,ARPKD,1
974,Cu,1
975,DCSS,1
976,S1des,1
977,G7,1
978,N1A,1
979,ICHD-3b,1
980,Vm,1
981,1cm,1
982,II.,1
983,CHOLESYSTECTOMIAM,1
984,STT,1
985,mäu,1
986,G 30,1
987,I 8,1
988,1A,1
989,1MCP,1
990,nn,1
991,HCV-RnA,1
992,7n,1
993,+0p,1
994,3-5mm,1
995,iun,1
996,LSIL,1
997,sndr,1
998,AV,1
999,C5-C7,1
1000,4n,1
1001,Th-,1
1002,M47,1
1003,H01,1
1004,HAT,1
1005,SVES-d,1
1006,38x,1
1007,Ped,1
1008,T3N0M0,1
1009,L6,1
1010,ORGANLKAHJ,1
1011,J00,1
1012,J01,1
1013,H65,1
1014,H60,1
1015,M5,1
1016,W22,1
1017,UHD,1
1018,ASC-H,1
1019,ASC,1
1020,Yc,1
1021,SOC,1
1022,48W,1
1023,24W,1
1024,FU,1
1025,.-13910C,1
1026,F32,1
1027,BB,1
1028,TLIF,1
1029,TPF,1
1030,cN0M0,1
1031,E03,1
1032,E06,1
1033,6cm,1
1034,KARDIOSTIMULAATOR,1
1035,FII,1
1036,C50,1
1037,2p1,1
1038,pk-st,1
1039,LCL,1
1040,D4,1
1041,S-L,1
1042,UTR,1
1043,a-,1
1044,-2010A,1
1045,R82,1
1046,TR-AK,1
1047,TVT,1
1048,KMI-39,1
1049,M67,1
1050,K59,1
1051,2B,1
1052,sil,1
1053,T2nxM0,1
1054,Gl6,1
1055,abl,1
1056,VX,1
1057,s1,1
1058,UPPP,1
1059,MBT,1
1060,gün,1
1061,dysf,1
1062,HA,1
1063,d36,1
1064,JAL,1
1065,PERONEAALKÕÕLSUED,1
1066,IKD,1
1067,AD,1
1068,BA,1
1069,7mm,1
1070,S9-s,1
1071,tub,1
1072,c7,1
1073,HLEL5,1
1074,sen,1
1075,L 5,1
1076,OD-,1
1077,MPR,1
1078,M70,1
1079,sympth,1
1080,LCE,1
1081,M23,1
1082,K82,1
1083,AION,1
1084,kompl,1
1085,TAp,1
1086,urt,1
1087,c8,1
1088,PVA,1
1089,ll36,1
1090,IP,1
1091,ed,1
1092,HDL-,1
1093,T1B1,1
1094,IB1st,1
1095,A-b,1
1096,TK,1
1097,l4,1
1098,RADICULOPATHIA,1
1099,c6,1
1100,hav,1
1101,1999A,1
1102,2007A,1
1103,DSR,1
1104,rI,1
1105,AVM,1
1106,C5-C8,1
1107,Mod,1
1108,C5-C6,1
1109,H40,1
1110,POP-Q,1
1111,ts,1
1112,pT3NxMx,1
1113,IV-V,1
1114,KMK,1
1115,HASBLED1,1
1116,M17,1
1117,H81,1
1118,LIIGSEPÕLETIK,1
1119,CT3bN0M0,1
1120,Gl7,1
1121,can,1
1122,g83,1
1123,po,1
1124,HLAB27,1
1125,Dig,1
1126,GX,1
1127,STLI-d,1
1128,Lsch,1
1129,11p15,1
1130,P-R,1
1131,CAM,1
1132,BRCA1,1
1133,VRS-d,1
1134,PVD,1
1135,tk,1
1136,A4-1,1
1137,2013A,1
1138,52R,1
1139,TSERVIKOGEENNE,1
1140,CHA2DS2-VASc3,1
1141,M51,1
1142,Chr,1
1143,pef,1
1144,T3B,1
1145,Op-d,1
1146,h5,1
1147,B 2013,1
1148,FRC,1
1149,IgM,1
1150,J35,1
1151,I45,1
1152,X 3,1
1153,2a,1
1154,50mcg,1
1155,EKG-s,1
1156,V1-V3,1
1157,UV,1
1158,TCPC,1
1159,ENMG,1
1160,Mts,1
1161,J37,1
1162,L21,1
1163,va,1
1164,kor,1
1165,Od-,1
1166,eba,1
1167,rat,1
1168,TC,1
1169,PEF,1
1170,MDR,1
1171,kok,1
1172,R05,1
1173,M43,1
1174,Mcp,1
1175,PÕ,1
1176,pOst,1
1177,RBV,1
1178,AG-,1
1179,FN,1
1180,HPV16,1
1181,CSU,1
1182,MRI-s,1
1183,3. s,1
1184,LAHB,1
1185,PLC,1
1186,UH-,1
1187,GOLG,1
1188,KEKMINE,1
1189,TMT,1
1190,PAR,1
1191,CO2,1
1192,4mm,1
1193,M50,1
1194,R55,1
1195,R03,1
1196,T3N1bM0,1
1197,mCi,1
1198,PPH,1
1199,AVNRT,1
1200,CT2c,1
1201,PC,1
1202,Kir,1
1203,rec,1
1204,ACl,1
1205,TVT-0,1
1206,F2,1
1207,füs,1
1208,Th7,1
1209,H44,1
1210,POAG,1
1211,ke,1
1212,A-C,1
1213,ST2,1
1214,RISK2,1
1215,N2A,1
1216,M18,1
1217,ACP,1
1218,II--,1
1219,mts-st,1
1220,NSTEM,1
1221,700ml,1
1222,DES->,1
1223,KSÜLOOSNE,1
1224,ASTSIIT,1
1225,Pl,1
1226,A3,1
1227,2500ml,1
1228,IIIc,1
1229,PRADAXA,1
1230,12.06.-st,1
1231,Th3-12,1
1232,DS2,1
1233,HD,1
1234,1500ml,1
1235,000pg,1
1236,VPAP,1
1237,ng/mL,1
1238,ROSC,1
1239,T-l,1
1240,F-l,1
1241,800ml,1
1242,AVF,1
1243,GR,1
1244,EBV,1
1245,resp,1
1246,IIIb,1
1247,HASBLLED,1
1248,Ex,1
1249,vor,1
1250,CHADS-,1
1251,VAS,1
1252,PECCE,1
1253,EKG-ga,1
1254,SC,1
1255,ACS,1
1256,ob,1
1257,HLa,1
1258,b27,1
1259,PROXIM,1
1260,DIST,1
1261,I--,1
1262,CRT,1
1263,ss,1
1264,m47,1
1265,ICA,1
1266,Dgn,1
1267,Näd,1
1268,ng,1
1269,tei,1
1270,pT2N0M0,1
1271,III---II,1
1272,150J-,1
1273,NONQ,1
1274,Th5-Th10,1
1275,BVS,1
1276,br,1
1277,aTa,1
1278,A-v,1
1279,D7cm,1
1280,110kg,1
1281,160cm,1
1282,9x6,1
1283,IIST,1
1284,OKIII,1
1285,Y-90-ga,1
1286,LVAD-st,1
1287,FP,1
1288,mU/L,1
1289,COP,1
1290,GGT,1
1291,SPL1,1
1292,vv,1
1293,tib,1
1294,70J,1
1295,VES-e,1
1296,6R,1
1297,3LIMA-RIA,1
1298,at,1
1299,ICD-DDDR,1
1300,PAH,1
1301,ers,1
1302,PBC,1
1303,CREST,1
1304,L3L4,1
1305,obl,1
1306,DALM,1
1307,LAD-DES,1
1308,LCx,1
1309,Hgb,1
1310,g/l,1
1311,ENMG-,1
1312,01t,1
1313,AFA,1
1314,F508,1
1315,del,1
1316,BLED5,1
1317,1p,1
1318,0p,1
1319,EPB,1
1320,AbPL,1
1321,a-st,1
1322,44mm,1
1323,vit,1
1324,LVAD,1
1325,CHAD2DS2-VASC,1
1326,3h,1
1327,VFS-s,1
1328,Š,1
1329,70x,1
1330,GKK,1
1331,CDA2DS2-VASc4,1
1332,SKG-l,1
1333,HNPCC,1
1334,Ivf,1
1335,7x9,1
1336,CHA2-DS2-VASc,1
1337,GI,1
1338,SEKV,1
1339,HAS-BLED2,1
1340,BLED2,1
1341,No1,1
1342,Cox,1
1343,ü,1
1344,SSS,1
1345,EHRA3,1
1346,DS2-VASc,1
1347,sPAP,1
1348,DEXA-l,1
1349,NAFLD,1
1350,CHA2Ds2-VASC,1
1351,Dets,1
1352,PTKI,1
1353,T4A,1
1354,N1B,1
1355,CHA2DS,1
1356,LIMA-RIA,1
1357,1x,1
1358,73mL,1
1359,KMi,1
1360,NDU,1
1361,di,1
1362,Seq,1
1363,mes,1
1364,K25,1
1365,A44,1
1366,UAC,1
1367,2011A,1
1368,met,1
1369,2009A,1
1370,pro,1
1371,TEP-,1
1372,KMI-31,1
1373,op-,1
1374,d48,1
1375,PLT-465,1
1376,TESA,1
1377,Vit,1
1378,I-(,1
1379,pT2CpN0M0G2R1,1
1380,AHI12,1
1381,2. st,1
1382,Th2,1
1383,L3-4-5,1
1384,SCC,1
1385,Bak,1
1386,ÕÕDUKAS,1
1387,D421,1
1388,Fr-60X,1
1389,MEMBRI,1
1390,nov.,1
1391,C5-Th3,1
1392,Asümp,1
1393,HT,1
1394,TSH-4,1
1395,6näd,1
1396,PAROXYSMALSI,1
1397,A 040,1
1398,1E9,1
1399,PQ-104ms,1
1400,tu,1
1401,T-C,1
1402,4A,1
1403,IIi,1
1404,KMI35,1
1405,SpA,1
1406,G2-G3,1
1407,SUSP,1
1408,IFG,1
1409,C1,1
1410,ALAT-41,1
1411,U/l,1
1412,Hgb-116g,1
1413,VASc2,1
1414,WBC-3,1
1415,DS,1
1416,_VASc,1
1417,HASBLED2,1
1418,180o,1
1419,MP,1
1420,ves,1
1421,kasut,1
1422,16R-,1
1423,A112,1
1424,PT3N0M0,1
1425,max,1
1426,Hgb-117g,1
1427,0c,1
1428,L3-L5,1
1429,x2c,1
1430,WBC-11,1
1431,DDR,1
1432,nat,1
1433,MAREVAN,1
1434,OAB,1
1435,KMI32,1
1436,L5S1,1
1437,HP,1
1438,5E9,1
1439,CHA2ds2-VASC5,1
1440,HASBLED3,1
1441,ve,1
1442,D6---D44,1
1443,DPL4--,1
1444,RKT,1
1445,1.12.2014a,1
1446,ly,1
1447,prk-s,1
1448,Op-,1
1449,DDDR-ICD-CRT,1
1450,CHA2DS2-,1
1451,RK,1
1452,ODI,1
1453,6RR,1
1454,63R---111,1
1455,I-IIs,1
1456,A 4,1
1457,Tx,1
1458,KMI-40,1
1459,KMI-17,1
1460,EF-65-70%,1
1461,ad,1
1462,VT,1
1463,eem,1
1464,i-II,1
1465,HAE,1
1466,LDL,1
1467,W,1
1468,BIKUSPIIDNE,1
1469,Obl,1
1470,aug,1
1471,by-,1
1472,tbc,1
1473,tU,1
1474,TU,1
1475,D 214,1
1476,CSC,1
1477,PMVL,1
1478,BmI,1
1479,DISH,1
1480,KMI-16,1
1481,vm,1
1482,Des,1
1483,KMI31,1
1484,Apr,1
1485,RBC-5,1
1486,Hgb-172g,1
1487,HCT-51%,1
1488,CM,1
1489,C 33,1
1490,SPL4-1,1
1491,PLT-527,1
1492,2E9,1
1493,L-,1
1494,PTKA-d,1
1495,SSC,1
1496,GII-III,1
1497,GII,1
1498,A4-A1,1
1499,A6-A1,1
1500,100m,1
1501,D431-132,1
1502,D242-212,1
1503,Hgb-99g,1
1504,D1,1
1505,F10,1
1506,PIF,1
1507,CHA2DS2-VASC5,1
1508,Ren,1
1509,CRT-,1
1510,VESid,1
1511,CHAD2DS2,1
1512,pco,1
1513,D51R-111,1
1514,A125,1
1515,BMI-,1
1516,PR-106ms,1
1517,SAPERH,1
1518,von,1
1519,PET,1
1520,dis,1
1521,ga,1
1522,C6--,1
1523,R 3,1
1524,pk-,1
1525,MRT-,1
1526,Pk-(,1
1527,MRT,1
1528,PLT-464,1
1529,ACIOL,1
1530,D 5,1
1531,g/L,1
1532,G50,1
1533,2008-2009a,1
1534,kir,1
