,0,1,2
30,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega, 2 aste,keskmine risk",I00-I99,9
31,Düstür[e]oidne eksoftalm e punnsilmsus (E05.-+),H00-H59,9
32,I/v L3-L4,M00-M99,8
33,I/v L4-L5,M00-M99,8
34,L4 radikulopaatia paremal,M00-M99,8
35,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega III, (OK2, kõrge risk)",I00-I99,8
36,Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega Risk -3,I00-I99,8
37,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega,2 aste,riskiaste 2",I00-I99,8
38,"Pk ( 2006.a. gastrektoomia , koletsüstektoomia )",C00-D48,8
39,"Pk ( 2006 gastrektoomia , koletsüstektoomia )",C00-D48,8
40,L5 dex,M00-M99,8
41,. PTCA + stent ( 2011 ),Z00-Z99,8
42,Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta; 2,I00-I99,8
43,Kolangio- e spisoonekartsinoom 2c0c1 IV   2,C00-D48,7
44,"CHA2DS2-VASc 5, HAS BLED 2",I00-I99,7
45,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta OK 2, kõrge risk",I00-I99,7
46,Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta risk-2,I00-I99,7
47,Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega (OK 3 kõrge risk),I00-I99,7
48,Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta.riskiaste 2,I00-I99,7
49,Cicatrix uteri N 1,O00-O99,7
50,"Vasak põlv 19.06.14 ,parem põlv 30.06.15",Z00-Z99,7
51,"I-II aste, metaboolne sündroom; Riskiaste 2
I-II aste, metaboolne sündroom",I00-I99,7
52,P T3A N0 M0 G2,C00-D48,6
53,S1 dex,M00-M99,6
54,S1 radikulopaatia vasemal,M00-M99,6
55,PT4B N 1MI M0 IIIAst,C00-D48,6
56,P T2C NX M0 G2,C00-D48,6
57,Peaajuinfarkt (pea)ajuarterite emboolia tõttu (  jaan.  2014 ),I00-I99,6
58,Cicatrix uteri N1,O00-O99,6
59,- 04.2010 a.,I00-I99,6
60,Op. 2012,I00-I99,6
61,E11.8  Insuliinisõltumatu suhkurtõbi.,E00-E90,6
62,Adenocarcinoma  prostatae GS 3+3=6,C00-D48,5
63,CHA2DS2 VASc 4; HAS-BLED 2,I00-I99,5
64,Op. 12.03. 2013,M00-M99,5
65,S1 radikulopaatia vasakul,M00-M99,5
66,KMI 38,E00-E90,5
67,Autoimmuunne türeoidiit (2014),E00-E90,5
68,Op. 2005,E00-E90,5
69,P T2A N0 M0 G2,C00-D48,5
70,C 5-6  bilat.,M00-M99,5
71,"Follikulaarne, pT2 N0M0
Follikulaarne, pT2 N0M0",C00-D48,5
72,S1 dex.,M00-M99,5
73,Mõlema jala amputatsioon säärest 2014.a.,I00-I99,5
74,Cicatrix uteri N3,O00-O99,5
75,"2006a
2006a",I00-I99,5
76,"I aste (organkahjustuse I staadium, keskmine riskigrupp); Riskiaste 2
I aste (organkahjustuse I staadium, keskmine riskigrupp)",I00-I99,5
77,Op 2010,M00-M99,5
78,KMI 40,E00-E90,5
79,P T3 N0 M0 G2 R,C00-D48,5
80,2 st.,E00-E90,5
81,Parema rinna inv.duktaalkartsinoom; ÖR neg PR neg HER2 pos,C00-D48,4
82,3 soone koronaarhaigus,I00-I99,4
83,Südame isheemiatõbi.  (anterioorne 2011),I00-I99,4
84,S1 radikulopaatia paremal,M00-M99,4
85,L5 anterolistees,M00-M99,4
86,Adenocarcinoma  prostatae Gleason 3+4=7,C00-D48,4
87,DDDR 2005a,Z00-Z99,4
88,E pk pk pT2N0M0G3  I st.  IIb--IIIkl. gr- 1999.a.,C00-D48,4
89,"I-II aste , organkahjustus I,risk   aste 2",I00-I99,4
90,P T3 N0 M0 G2 R0,C00-D48,4
91,"CHA2DS2-VASC 4, HAS-BLED3",I00-I99,4
92,"Peaajuinfarkt (pea)ajuarterite täpsustamata sulguse või stenoosi tõttu 1996,1997",I00-I99,4
93,"BMI 34,5
BMI 34,5",E00-E90,4
94,A pahaloomuline kasvaja; p T2B N0 M0 G3,None,4
95,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta 2 st., ok 2, risk 2",I00-I99,4
96,"Vasak 4. st, parem 3. st",M00-M99,4
97,Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta  (Riskiaste2),I00-I99,4
98,L5 dex.,M00-M99,4
99,V.L5 (6mm),M00-M99,4
100,Kodarluu ala- [distaalse] otsa murd 14.01. 2015- Vasak,None,4
101,ILE 1995a ja 2009a.,M00-M99,4
102,A pahaloomuline kasvaja; p T1 N0 M0 G1,None,4
103,P T4B N3 M0 R0 IIICst,C00-D48,4
104,01.03 2012,I00-I99,4
105,A pahaloomuline kasvaja; p T1 NX M0 G3,None,4
106,Bariaatr. op. 8.01.15,E00-E90,4
107,L5 sin,M00-M99,4
108,P T4B N0 M0 R0 IICst,C00-D48,4
109,Op. 31.08.2 015 Vasak põlv,M00-M99,4
110,"Aterosklerootiline kardiovaskulaarhaigus (nii kirjeldatud)
PTKA+STENT 2011",I00-I99,4
111,L-thyroxinravil 100mcg päevas,E00-E90,4
112,Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta riskigr. 2,I00-I99,4
113,.St.post op.ravi Tartus-23.11.11a.,G00-G99,4
114,- 2012,I00-I99,4
115,Op. 2006( tabl. võttis kuni 2001),Z00-Z99,4
116,Äge seinaläbine [e transmuraalne] müokardi allseina infarkt 08.09. 2013,I00-I99,4
117,Reumaatiline aordi(klapi)stenoos bioprotees 2010,I00-I99,4
118,Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta II RISK 3,I00-I99,4
119,C282Y mutatsiooni homosügoot,E00-E90,4
120,Osaline soolestiku paralüüs (subileus) paravertebraalse tuumori survest närvikoele Th6-11,K00-K93,4
121,DDDR 13.10.09,Z00-Z99,4
122,Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega; 2,I00-I99,4
123,NSTEMI august 2014,I00-I99,4
124,"E pahaloomuline kasvaja
opereeritud aprill 2015",None,4
125,Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta; 3,I00-I99,4
126,Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta  2-3 st.,I00-I99,4
127,"1999 AKŠ- 1999, 2002",I00-I99,4
128,Pk 2013 op.,C00-D48,4
129,Tür[e]otoksikoos toksilise hulgisõlmelise struumaga ( PD 11/ 2007),E00-E90,4
130,Th 11 kompr. murd,M00-M99,4
131,"G3a; IIIAst
G3a",C00-D48,3
132,Müeliit C5 kõrgusel: spastiline tetraparees sin>dex,G00-G99,3
133,Adenocarcinoma prostatae GS 3+3=6,C00-D48,3
134,3 a genotüüp,A00-B99,3
135,Adenocarcinoma prostatae GS 4+4=8,C00-D48,3
136,PTaNoMo G1 TCC,C00-D48,3
137,1B genotüüp,A00-B99,3
138,L4 anterolistees,M00-M99,3
139,"L5, S1 radikulopaatia vasakul",M00-M99,3
140,"CHA2DS-VASc 3, HASBLED 2",I00-I99,3
141,L5 vertebrogeenne radikulopaatia vasakul,M00-M99,3
142,Adenokartsinoom G3,C00-D48,3
143,C7 paremal,M00-M99,3
144,"Madala astme aktiivsus, rö-st.2.",M00-M99,3
145,C T2 N0 M0 G3,C00-D48,3
146,Peaajuinfarkt (pea)ajuarterite emboolia tõttu ( 02.2013),I00-I99,3
147,P T3A N0 M0 G3,C00-D48,3
148,C6-7 sin,M00-M99,3
149,"CHAD2-VASC 0 HAS-BLED 1,  persisteeriv",I00-I99,3
150,Peaajuinfarkt (pea)ajuarterite täpsustamata sulguse või stenoosi tõttu  2014,I00-I99,3
151,P T2C N0 M0 G2,C00-D48,3
152,Neeru (v.a neeruvaagna) pahaloomuline kasvaja; Staadium arvel 03; p T3A N0 M0 G3,C00-D48,3
153,3. RÖ st.,M00-M99,3
154,Mõlema põlveliigese endoproteesid  (2005 ja 2008 ),M00-M99,3
155,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta OK 2, mõõdukas risk",I00-I99,3
156,Osteochondrosis et spondyloarthrosis reg. lumbalis. St. post spondylodesis (2012),M00-M99,3
157,"Pk, 2C, p T4B N0 M0 G2 II C st",C00-D48,3
158,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta, riskiaste 3",I00-I99,3
159,"C6,7 sin",M00-M99,3
160,CIN 2,N00-N99,3
161,Neeru (v.a neeruvaagna) pahaloomuline kasvaja; Staadium arvel 02; p T2 N0 M0 G3,C00-D48,3
162,L4 lüli degeneratiivne anterolistees lumbalgiaga.,M00-M99,3
163,P T2B N0 M0 G2,C00-D48,3
164,- 2011 A st.- gastrosk 22.10 2014. - söögit. dist.  errosioonid,K00-K93,3
165,DX - III st. Rö 06. 2013,M00-M99,3
166,Insuldi (täpsustamata kas hemorraagia või infarkt) jääknähud 1994 a.,I00-I99,3
167,/ ravitud ablasiooniga  korduvalt. 2007. 2009.a /,I00-I99,3
168,L5/S1 dex,M00-M99,3
169,C6 dex,M00-M99,3
170,Radikulopaatia L5 sin,M00-M99,3
171,HPV 16 + hrHPV,A00-B99,3
172,3a genotüüp,A00-B99,3
173,BMI 36,E00-E90,3
174,"Akt. madal, kulg krooniline,rö-st. 2.",M00-M99,3
175,C6 närvijuure sündroom paremal,M00-M99,3
176,Pk op.- resekts.  1999.-( gastrosk= N. 07.11. 2013 ),C00-D48,3
177,C6 vasakul,M00-M99,3
178,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta; II-aste , organkahjustus II, keskmine risk; Riskiaste 2
II-aste , organkahjustus II, keskmine risk",I00-I99,3
179,Kaela veres. dopl. 21.05. 2015- a. vertebr.bil. probl.,I00-I99,3
180,Staadium arvel 02; c T3 N0 M0 IIst,C00-D48,3
181,"CHA2DS2-VASc 2, HASBLED 1, EHRA 2",I00-I99,3
182,"CHAD2-VASC 2 HAS-BLED 3, fikseerunud",I00-I99,3
183,29.06. 2010- transmuraalne basaalne m.i.,I00-I99,3
184,"Pahaloomuline kasvaja; carcinoma squamocellulare cornescens; c T3 N1 M1 G2 IVst
carcinoma squamocellulare cornescens",None,3
185,P T2C N0 M0 G2 R1,C00-D48,3
186,2015 mai 3 šunti,Z00-Z99,3
187,: 2001,I00-I99,3
188,13.02. 2013 2 stenti koronaaridele.,Z00-Z99,3
189,"- paremal, opereeritud 2011, 2012",M00-M99,3
190,HPV 18,A00-B99,3
191,"1978, 2002",I00-I99,3
192,- op. 2007,M00-M99,3
193,"2013, anterioorne",I00-I99,3
194,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega 2 st., ok 3, risk 3",I00-I99,3
195,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega (organkahjustuse 3 astae, ülikõrge KV risk)",I00-I99,3
196,Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta;Riskiaste 2,I00-I99,3
197,Parema puusaliigese endoprotees 2006,Z00-Z99,3
198,Th 5-10 kompressioonmurd,M00-M99,3
199,Mai 2012,I00-I99,3
200,Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega risk 3,I00-I99,3
201,"2011.a. NSTEMI; 2014.a. STEMI, PTKA A osas
2011.a. NSTEMI; 2014.a. STEMI, PTKA A osas",I00-I99,3
202,Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega; Riskiaste 1,I00-I99,3
203,"Neeru (v.a neeruvaagna) pahaloomuline kasvaja
vasak neer, nefrektoomia 1990",C00-D48,3
204,Op. 20.01 15.a.,K00-K93,3
205,Vasaku rinna invasiivne duktaalkartsinoom ÖR pos PR pos HER2 neg,C00-D48,3
206,KMI 35,E00-E90,3
207,"DDD, 65x', sept 2015",Z00-Z99,3
208,NSTEMI 2014a,I00-I99,3
209,L5 ristijätke murd paremal,None,3
210,"Aordiklapi diskprotees 1998, mitraalklapi bioprotees 2010",Z00-Z99,3
211,2 ST.,E00-E90,3
212,/struuma op.2013/,E00-E90,3
213,PTKA+STENT  2009,Z00-Z99,3
214,"- opereeritud 2012, 2013",G00-G99,3
215,Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega2,I00-I99,3
216,PCI LAD DES 13.06.14,Z00-Z99,3
217,KMI 33,E00-E90,3
218,L4-5 sin et L5-S1 dex,M00-M99,3
219,"Radikulopaatia L5, S1 dex",M00-M99,3
220,2009 a.,I00-I99,3
221,Op. 06.06. 2012,K00-K93,3
222,Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega;Riskiaste 3,I00-I99,3
223,"Peaajuinfarkt (pea)ajuarterite emboolia tõttu 2011,2013",I00-I99,3
224,Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta. RISK 2,I00-I99,3
225,KMI 42,E00-E90,3
226,Vasak põlv 19.06.14,Z00-Z99,3
227,Peaajuinfarkt (pea)ajuarterite täpsustamata sulguse või stenoosi tõttu-1991,I00-I99,3
228,Insuldi (täpsustamata kas hemorraagia või infarkt) jääknähud 2002,I00-I99,3
229,"KMI 42
KMI 42",E00-E90,3
230,"1.tüübi diabeet, M.Addisoni , autoimmuunne türeoidiit",E00-E90,3
231,- 2,M00-M99,3
232,Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega  riskiaste 3,I00-I99,3
233,.St post fr condyli lat tibiae sin 2006a,S00-T98,3
234,"Müokardi infarkt 1998
müokardi infarkt 1998",I00-I99,3
235,"Fikseerunud, märts 2009
fikseerunud, märts 2009",I00-I99,3
236,"Neeru (v.a neeruvaagna) pahaloomuline kasvaja; opereeritud 2009.a
opereeritud 2009.a",C00-D48,3
237,KMI 43,E00-E90,3
238,L-thyroxin 50 mcg,E00-E90,3
239,Pertrohhanteerne [pöörlit läbiv] murd-2013,None,3
240,--  op-tud 2001,K00-K93,3
241,Peaajuinfarkt (pea)ajuarterite tromboosi tõttu  2011,I00-I99,3
242,Adenokartsinoom: c T3 N1 M1a IV a st.,C00-D48,2
243,Stenosis canalis lumbalis L3-L4,M00-M99,2
244,Grav. in h. 41+3,O00-O99,2
245,Grav 7 sept.,None,2
246,4 c 1 c X III st.,C00-D48,2
247,"HLA B27 negat. , segmentaarne spondüliit, kaasnevana suurte arterite vaskuliit
HLA B27 negat. , segmentaarne spondüliit, kaasnevana suurte arterite vaskuliit",M00-M99,2
248,1 soone koronaarhaigus,I00-I99,2
249,Child-Pugh B (9 punkti),K00-K93,2
250,"Mittediferentseerunud spondüloartropaatia: sakroiliit, entesopaatia, perifeerne artriit , HLA-B27neg",M00-M99,2
251,L4 radikulopaatia vasakul,M00-M99,2
252,. Inf myocardii pristinus ( anterioorne 2011 ),I00-I99,2
253,BMI 43,E00-E90,2
254,Sõrmusrakuline ca.c T3 c NX M1 IV st,C00-D48,2
255,Parema rinna inv.duktaalkartsinoom; ÖR neg PR neg HER2 neg,C00-D48,2
256,"HLA B27 negat. , segmentaarne spondüliit, kaasnevana suurte arterite vaskuliit",M00-M99,2
257,Sõrmusrakuline ca : c T3 cN1  M1 IVst.,C00-D48,2
258,B1 thymoma; Masaoka III,C00-D48,2
259,"L5 radikulopaatia vasakul, paranenud",M00-M99,2
260,"C6/7 diski mediolateraalne prolaps, vasakul",M00-M99,2
261,"CHA2DS2-VASc 3, HAS-BLED 1",I00-I99,2
262,"C7, C8 radikulopaatia vasemal.",M00-M99,2
263,Anaplastne astrotsütoom G3,C00-D48,2
264,L5 radikulopaatia paremal. ILE L4-5 dx järgne seisund,M00-M99,2
265,Grav. in h. 25+2,O00-O99,2
266,Parema rinna kartsinoom; ÖR pos PR neg HER2 neg,C00-D48,2
267,"CHAD2-VASC 2, HAS-BLED 0, paroksüsmaalne",I00-I99,2
268,Grav. in h. 42,O00-O99,2
269,".MI pristinus (1992,2000 iferioorne,anterolateraalne.)",I00-I99,2
270,Nimmestenoos kõrgusel i/v L4/5 ning ka L3/4 kombineeritud degeneratiivsetest muutustest,M00-M99,2
271,"FLT3 neg, NPM1 neg, 1.remissioon",C00-D48,2
272,BRCA2 geenimutatsiooni kandlus,Z00-Z99,2
273,Parema rinna inv.duktaalkartsinoom; ÖR pos PR pos HER2 neg Ki67 15%,C00-D48,2
274,L4/L5 kõrgusel,M00-M99,2
275,Aterosklerootiline südamehaigus (19.02.16 SKG 3D A(221) Di1(3) OM1(4) D(232) DIP(1) DPL(3) K:-),I00-I99,2
276,C T2M1 IV st,C00-D48,2
277,S1 vasemal,M00-M99,2
278,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega 2 ST., OK 2, RISK 2",I00-I99,2
279,Muu täpsustatud lülivaheketta nihe [väljasurve] L4/5 et L5/S1,M00-M99,2
280,E pk op. 13.01. 2014,C00-D48,2
281,- parema reieluu murd 2012,M00-M99,2
282,"PQ 0,23''",I00-I99,2
283,HPV 16 positiivne,A00-B99,2
284,P T2 N0 M0 G2 R2 IIst,C00-D48,2
285,L4/5 vasakul,M00-M99,2
286,"Medulaarne, MEN2A
medulaarne, MEN2A",C00-D48,2
287,I-aste riski aste 1.,I00-I99,2
288,- L5/S1 vasakpoolne prolaps,M00-M99,2
289,"Dex operata; yc T0 N0 M0
dex operata",C00-D48,2
290,L-Thyroxinravil 75 mcg päevas,E00-E90,2
291,I pahaloomuline kasvaja; Staadium arvel 04,None,2
292,/(vasaku põlve 2.astme artroos ),M00-M99,2
293,Staadium arvel 01,C00-D48,2
294,G40.2   . Paikmega seotud (fokaalne; partsiaalne)  osaliste hoogudega epileptilised sündroomid,None,2
295,"Radiculopathia L5, S1 dex",M00-M99,2
296,Staadium arvel 2A,C00-D48,2
297,Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta II  RISK 2,I00-I99,2
298,BMI 37,E00-E90,2
299,Lootel diagnoositud trisoomia 21,Z00-Z99,2
300,"CHA2DS2-VASc 1, HAS-BLED 2 fikseerunud.",I00-I99,2
301,CHAD2-VASC 2 HAS-BLED 2,I00-I99,2
302,A pahaloomuline kasvaja; p T1 NX MX G3,None,2
303,S1 sin.,M00-M99,2
304,L5 ET S1 sin.,M00-M99,2
305,Op. 02.01. 2014.,M00-M99,2
306,Muu spondüloos radikulopaatiaga L5 dex,M00-M99,2
307,Vasaku põlve põrutus. sidemete venitus.-2010.a.,S00-T98,2
308,"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega; II aste, organkahjustus II, kõrge risk; Riskiaste 2
II aste, organkahjustus II, kõrge risk",I00-I99,2
309,"II siirdamine 1998 .a.
II siirdamine 1998 .a.",Z00-Z99,2
310,Muude täpsustatud b-rühma vitamiinide vaegus; B12,E00-E90,2
311,C T3 NX M1C IVst,C00-D48,2
312,"Kahepoolne, vasakul opereeritud 2013",G00-G99,2
313,L5 bilat radikulopaatia,M00-M99,2
314,Autoimmuunne tür[e]oidiit (TPO-AK 200),E00-E90,2
315,"KMI-34
KMI-34",E00-E90,2
316,Anamneesis aordi anerüsmi ruptuur 2012,I00-I99,2
317,Staadium arvel 02,C00-D48,2
318,"Kaelaosas, i/v C3-C4",M00-M99,2
319,"CHADS2-VASC 4, HAS-BLED 4, teadmata ajast",I00-I99,2
320,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta OK 2,mõõdukas risk",I00-I99,2
321,Vasaku jala 1. varvas,M00-M99,2
322,S1 paremal,M00-M99,2
323,Op. 19.11. 2010,M00-M99,2
324,S1 bil,M00-M99,2
325,P T3A N2C M0 R0 IIIBst,C00-D48,2
326,20.01 2010 bioprotee Nr 23,Z00-Z99,2
327,E pk pT2N1aM0 st III,C00-D48,2
328,Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta RISK 3,I00-I99,2
329,Gleason 3+3=6,C00-D48,2
330,Vanus 50 a,N00-N99,2
331,"L4, 5 radikulopaatia vasemal.",M00-M99,2
332,Parema käe 3 sõrm,M00-M99,2
333,A kartsinoom in situ; p TIS N0 M0 0isst,C00-D48,2
334,Kell 12,K00-K93,2
335,"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta
2 aste",I00-I99,2
336,L-thyroxini 75 mcg päevas,E00-E90,2
337,"C6, 7 vasemal",M00-M99,2
338,6 raseduse katkemist-peetumist,N00-N99,2
339,III st.( artr. op. vasakul  - 08.03.07.a. ),M00-M99,2
340,"Inferoseptaalne, veebruar 2015",I00-I99,2
341,"L4 , 5 radikulopaatia vasemal.",M00-M99,2
342,P T2B NX MX G1,C00-D48,2
343,- op. 18.08. 2015 PFC Sigma - arthropl. totalis sin.,M00-M99,2
344,"Kopsutuberk. põdenud 1953 aastal,5 aastat vas. poolne õhkrind ravi
kopsutuberk. põdenud 1953 aastal,5 aastat vas. poolne õhkrind ravi",A00-B99,2
345,Pk- ca mammae dx. st.III c p T2 (3) pN3 M0 op. 12.11. 2013,C00-D48,2
346,"KMI 39,21",E00-E90,2
347,Artroskoopia 2012a,M00-M99,2
348,"Adenocarcinoma prostatae; c T2C N0 M0 G1 IIBst
Adenocarcinoma prostatae",C00-D48,2
349,Op.ravi 17.10.14,K00-K93,2
350,Pahaloomuline kasvaja; G3,C00-D48,2
351,"Vasaku rinna kartsinoom ÖRpos, PRpos, HER2 neg; yc T0 N0 M1 IVst
Vasaku rinna kartsinoom ÖRpos, PRpos, HER2 neg",C00-D48,2
352,BMI 33.38,E00-E90,2
353,--opereeritud   - p 2009. ja 2012.a.,M00-M99,2
354,S1 rdikulopaatia vasemal,M00-M99,2
355,"Torakaal- [rinna]lülimurd, kinnine / Th 7/",S00-T98,2
356,Th8 kompressioonmurd,M00-M99,2
357,"CHA2DS-VASc 2, HASBLED 2 paroksüsm",I00-I99,2
358,"CHA2DS2-VASc5, HAS BLED 2",I00-I99,2
359,L5 paremal,M00-M99,2
360,L-thyroxini 100 mcg päevas,E00-E90,2
361,S1 anterolistees,Q00-Q99,2
362,"L4 anterolistees nimmekanali ahenemisega, ilma klaudikatsioonita",M00-M99,2
363,2005 VI ja X kompr. murd,M00-M99,2
364,C T3 NX M0 G2,C00-D48,2
365,"C7,8 sin",M00-M99,2
366,"2009,stentitud 2011",I00-I99,2
367,E pahaloomuline kasvaja; Staadium arvel 02,C00-D48,2
368,Op. 16.12. 2014,M00-M99,2
369,I pahaloomuline kasvaja; Staadium arvel 01,C00-D48,2
370,Endoproteesid        p-2005.  2006.a.     v-2010,M00-M99,2
371,Pärilik mittepolüpoosne jämesoolevähk ehk Lynchi sündroom; MLH1 geeni heterosügootne mutatsioon c.55A>T (p.I19F).,Z00-Z99,2
372,"Krooniline kulg, akt 1, RÖ st. 3-4, funkts. häire 3., parem",M00-M99,2
373,C5 radikulopaatia paremal.,M00-M99,2
374,"2 st., ok 2, risk 2",I00-I99,2
375,BMI 44.18,E00-E90,2
376,A pahaloomuline kasvaja; p TA NX M0 G1,None,2
377,Cicatrix N 1,Z00-Z99,2
378,Vanus > 43,N00-N99,2
379,"HAR Livial 2,5mg päevas",N00-N99,2
380,"CHA2DS2-VASc 2, HASBLED 1, EHRA2",I00-I99,2
381,Persisteeriv; CHA2DS2-VASc 3; HAS-BLED 2,I00-I99,2
382,"Krooniline kulg, akt 1, RÖ st. 3-4, funkts. puud. 3, parema",M00-M99,2
383,"Parema rinna invasiivne duktaalkartsinoom ÖR pos, PR pos, HER2 neg",C00-D48,2
384,- 90ml,N00-N99,2
385,"Äge subendokardiaalne müokardiinfarkt - NSTEMI, esmane 10.08.15.",I00-I99,2
386,Adenocarcinoma  prostatae Gleason 3+3=6,C00-D48,2
387,L5 - S1,M00-M99,2
388,C7 sin,M00-M99,2
389,III(KMI 40),E00-E90,2
390,Peaajuinfarkt (pea)ajuarterite emboolia tõttu ( 02.2012),I00-I99,2
391,: S1,M00-M99,2
392,1 st.,M00-M99,2
393,Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta ACŠ- 2009,I00-I99,2
394,Grav. in hebd. 5,Z00-Z99,2
395,C7 dex.,M00-M99,2
396,S1 diskogeenne radikulopaatia vasakul,M00-M99,2
397,"Beeta2 mikroglobuliini taseme kõrgenemine
beeta2 mikroglobuliini taseme kõrgenemine",Z00-Z99,2
398,"C6,7 radikulopaatia vasemal.",M00-M99,2
399,"Helicobacter pylori eradikatsioon 2015, H. pylori negatiivne",K00-K93,2
400,L-thyroxinravil 150 mcg päevas,E00-E90,2
401,Fractura compressiva L1,M00-M99,2
402,Grav. in hebd. 39+1,O00-O99,2
403,"Dekompenseeritud (HbA1c 11,1%)",O00-O99,2
404,Vasakpoolne hemikolektoomia  2014,K00-K93,2
405,HLA B27 pos,M00-M99,2
406,C7 radikulopaatia vasakul,M00-M99,2
407,3 sõrm parem käsi,M00-M99,2
408,"C6,7 dex",M00-M99,2
409,- 1 st.,M00-M99,2
410,BMI 34.39,E00-E90,2
