,0,1,2
102,. Insuff. cordis chr. ( NYHA II ).,I00-I99,1
103,NYHA III-->II aste,I00-I99,1
104,NYHA II aste,I00-I99,1
105,- II st. NYHA,I00-I99,1
106,. Insuff. cordis chr. biventricularis ( NYHA III---II ).,I00-I99,1
107,NYHA III -> I,I00-I99,1
108,NYHA II (-),I00-I99,1
109,NYHA II- III,I00-I99,1
110,<br />III NYHA,I00-I99,1
111,Krooniline südamepuudulikkus NYHA III,I00-I99,1
112,"Dekompensatsioon, NYHA III-> II",I00-I99,1
113,IV st NYHA,I00-I99,1
114,II st NYHA.,I00-I99,1
115,NYHA IV -> II,I00-I99,1
116,"Dekompensatsioon (kopsuturse), III st. NYHA",I00-I99,1
117,"Dekompensatsioon, NYHA IV",I00-I99,1
118,"NYHA II, min. pleuraefusioon",I00-I99,1
119,NYHA  II- III st,I00-I99,1
120,III NYHA j.,I00-I99,1
121,II-III  NYHA,I00-I99,1
122,-II NYHA,I00-I99,1
123,III  NYHA,I00-I99,1
124,/3 NYHA/,I00-I99,1
125,Krooniline südamepuudulikkus NYHA I,I00-I99,1
126,NYHA III- IV Kardiaalastma.,I00-I99,1
127,II   NYHA,I00-I99,1
128,I -II NYHA,I00-I99,1
129,III -> II NYHA,I00-I99,1
130,I I NYHA,I00-I99,1
131,. Insuff. cordis chr. II NYHA j.,I00-I99,1
132,II-I NYHA,I00-I99,1
133,NYHA  III,I00-I99,1
134,III -II NYHA,I00-I99,1
