,analysis_name,analysis_substrate,parameter_code,parameter_name,unit,count,System,Pleural,Pericardial,SerPla,VenoseBlood,CapillaryBlood,ArterialBlood,CSF,Blood,Plasma,Serum,Urine
99,Bordetella pertussise vastane IgG,nan,S-B_pertussis_IgG,S-B pertussis IgG,-,1,,False,False,False,False,False,False,False,False,False,True,False
102,Immuunuuringud,nan,10476,S-Digox(Digoksiin),ng/ml,4,,False,False,False,False,False,False,False,False,False,True,False
103,fPSA Vaba prostataspetsiifiline antigeen seerumis,nan,S-fPSA,fPSA/PSA,%,2,,False,False,False,False,False,False,False,False,False,True,False
106,20 toiduallergeeni,nan,S-Food_IgE,tomat,-,8,,False,False,False,False,False,False,False,False,False,True,False
108,Kaltsium (ioniseeritud),nan,S-iCa,S-iCa,mmol/L,75,,False,False,False,False,False,False,False,False,False,True,False
111,Etanool vereplasmas,nan,P-EtOH,P-EtOH,o/oo,1,,False,False,False,False,False,False,False,False,True,False,False
113,Aluseline fosfataas seerumis,nan,nan,S-ALP,U/L,76,,False,False,False,False,False,False,False,False,False,True,False
115,Türeoidperoksüdaasivastane IgG seerumis,nan,S-TPO_IgG,S-TPO IgG,IU/ml,15,,False,False,False,False,False,False,False,False,False,True,False
116,Silelihaskoe vastased antikehad,nan,S-aSMA,S-aSMA,-,2,,False,False,False,False,False,False,False,False,False,True,False
117,D-hepatiidi viiruse RNA veres,nan,B-HDV_RNA,B-HDV RNA,,2,,False,False,False,False,False,False,False,True,False,False,False
122,Kliinilise keemia uuringud,nan,639,S-IgM(Immuunglobuliin M),g/l,69,,False,False,False,False,False,False,False,False,False,True,False
124,Tsütomegaloviiruse DNA hulk veres,nan,B-CMV_DNA_QN,B-CMV DNA QN,copies/mL,1,,False,False,False,False,False,False,False,True,False,False,False
128,Chlamydia pneumoniae vastased IgG antikehad,nan,S-aCpnG,Väärtus,EIU,62,,False,False,False,False,False,False,False,False,False,True,False
130,Vere automaatuuring 3-osalise leukogrammiga,nan,B1-A3Diff,GR%,%,13,,False,False,False,False,False,False,False,True,False,False,False
132,Vere automaatuuring 5-osalise leukogrammiga,nan,B1-CBC+Diff,MONO% Monotsüütide suhtarv,%,3,,False,False,False,False,False,False,False,True,False,False,False
134,adenokortikotroopne hormoon plasmas,nan,P-ACTH,P-ACTH,-,2,,False,False,False,False,False,False,False,False,True,False,False
136,Chlamydophila pneumoniae vastane IgA seerumis,nan,S-C_pneumoniae_IgA,S-C pneumoniae IgA,EIU,17,,False,False,False,False,False,False,False,False,False,True,False
138,Biokeemia analüüs,nan,S-Bil-conj(bilirubiinkonjugeeritud),S-Bil-conj (bilirubiin konjugeeritud),,7,,False,False,False,False,False,False,False,False,False,True,False
139,Kliinilise keemia uuringud,nan,110,fS-Crea 7(Kreatiniin),µmol/l,1,,False,False,False,False,False,False,False,False,False,True,False
142,Hematoloogia labori analüüsid,nan,214,MONO,x 10 9/L,38,,False,False,False,False,False,False,False,True,False,False,False
143,Epstein-Barr viiruse vastane IgM IgG seerumis,nan,S-EBV_IgMG,Epstein-Barr viiruse tuuma vastane antikeha seerumis,-,1,,False,False,False,False,False,False,False,False,False,True,False
144,Gram-positiivsete bakterite DNA veres (real-time PCR-meetodil,nan,B-Gpos_DNA,E.faecium,-,45,,False,False,False,False,False,False,False,True,False,False,False
150,Immuunmeetoditel uuringud,seerum,S-TrM-WB/TreponemapallidumvastIgMseerumis/kinnitav,S-TrM-WB / Treponema pallidum vast IgM seerumis/ kinnitav,,3,,False,False,False,False,False,False,False,False,False,True,False
151,Treponema pallidum mittespetsiifilised antikehad,nan,S-RPR,S-RPR,-,2,,False,False,False,False,False,False,False,False,False,True,False
154,Hemoglobiini fraktsioonid venoosses veres,nan,B-Hb-Fr,tHb,g/l,3,,False,False,False,False,False,False,False,True,False,False,False
156,Immuunmeetoditel põhinevad uuringud,nan,824,S-Prol(Prolaktiin),mU/l,21,,False,False,False,False,False,False,False,False,False,True,False
157,Hematoloogilised uuringud,nan,37,1 PLCR,,6,,False,False,False,False,False,False,False,True,False,False,False
158,Immuunmeetoditel uuringud,seerum,f25/spIgEtomatisuhtes,f25 / sp IgE tomati suhtes,,6,,False,False,False,False,False,False,False,False,False,True,False
163,Kliinilise keemia uuringud,nan,108,fS-Gluc(Gl�koos seerumis),mmol/l,2,,False,False,False,False,False,False,False,False,False,True,False
164,Hemogramm patoloogiline (mikroskoopia),nan,B-Hemo-p,Segmenttuumsed neutrofiilid,%,1,,False,False,False,False,False,False,False,True,False,False,False
166,"Maksa autoimmuunhaigustega seotud IgA, IgM, IgG seerumis",nan,S-Liver_IgAMG,LKMA IgAMG,-,82,,False,False,False,False,False,False,False,False,False,True,False
169,Hematoloogilised uuringud,nan,4598,Neutrofiilide abs ar,x 10 9/L,1,,False,False,False,False,False,False,False,True,False,False,False
170,S-Urea,nan,nan,nan,,4,,False,False,False,False,False,False,False,False,False,True,False
171,Doonorvere sobivusproov geeltehnikaga,nan,B-XmB-g,4.sobivusproov,-,1,,False,False,False,False,False,False,False,True,False,False,False
175,Hematoloogilised uuringud,nan,8560,HGB,g/dl,19,,False,False,False,False,False,False,False,True,False,False,False
180,Echinococcus-vastane IgE,nan,S-p2_IgE,S-p2 IgE,,3,,False,False,False,False,False,False,False,False,False,True,False
183,Hemogramm viieosalise leukogrammiga,nan,B-CBC-Diff,B-LYMPH#,10^9/L,670,,False,False,False,False,False,False,False,True,False,False,False
185,+Valkude fraktsioonid seerumis elektroforeetiliselt,nan,S-Prot_fr,Albumiin,-,2,,False,False,False,False,False,False,False,False,False,True,False
188,Hemogramm viieosalise leukogrammiga,nan,B-CBC-5Diff,nan,pg,106,,False,False,False,False,False,False,False,True,False,False,False
191,Üksikallergeeni f49 (õun) vastased IgE antikehad seerumis,nan,S-af49,nan,kU/l,8,,False,False,False,False,False,False,False,False,False,True,False
193,Hematoloogilised uuringud,nan,607,7 B-Hb(Hemoglobiin veres),g/l,1,,False,False,False,False,False,False,False,True,False,False,False
196,Prolaktiin,nan,S-Prol,S-Prol,.,19,,False,False,False,False,False,False,False,False,False,True,False
199,Kliiniline vere ja glükohemoglobiini analüüs,nan,Lümfoomirakud,Lümfoomi rakud,,1,,False,False,False,False,False,False,False,True,False,False,False
200,Elektroforeetiline uuring,nan,S-b1-glBeeta-1globuliinid,S-b1-gl Beeta-1 globuliinid,,1,,False,False,False,False,False,False,False,False,False,True,False
202,Vere automaatuuring leukogrammita,nan,B-CBC,WBC,10^9/L,287,,False,False,False,False,False,False,False,True,False,False,False
206,Vere automaatuuring 5-osalise leukogrammiga ja retikulotsüütidega,nan,B-CBC+Diff,PDW,fL,1,,False,False,False,False,False,False,False,True,False,False,False
207,Erütrotsütaarsete antikehade sõeltest geeltehnikaga,nan,B-aRBC,C II,-,48,,False,False,False,False,False,False,False,True,False,False,False
214,Hemogramm viieosalise leukogrammiga,nan,B-CBC-5Diff,Mono%,%,4922,,False,False,False,False,False,False,False,True,False,False,False
216,Hematoloogilised uuringud,nan,1891,Ovalotsütoos,"1,2,3",1,,False,False,False,False,False,False,False,True,False,False,False
221,Valkude fraktsioonid seerumis,nan,S-Prot-Fr,G globuliin,g/l,105,,False,False,False,False,False,False,False,False,False,True,False
225,Gram-positiivsete bakterite DNA veres (real-time PCR-meetodil,nan,B-Gpos_DNA,E.gallinarum,-,45,,False,False,False,False,False,False,False,True,False,False,False
227,Hemogramm kolmeosalise leukogrammiga,nan,B-CBC-3Diff,Granulotsüütide arv,10E9/l,12,,False,False,False,False,False,False,False,True,False,False,False
228,Immuunmeetoditel uuringud,nan,S-TRAb/TüreotropiiniretseptorivastaneIgGseerumis,S-TRAb / Türeotropiini retseptori vastane IgG seerumis,,32,,False,False,False,False,False,False,False,False,False,True,False
230,Koe transglutaminaasi vastased IgA antikehad,nan,S-atTG-A,S-atTG-A,U/ml,1,,False,False,False,False,False,False,False,False,False,True,False
233,Erütrotsütaarsete antikehade sõeluuring kahe erütrotsüüdiga,nan,B-aRBC,B-aRBC,-,125,,False,False,False,False,False,False,False,True,False,False,False
235,Ferritiin seerumis,nan,S2-Ferritiin,S2-Ferritiin,µg/L,3,,False,False,False,False,False,False,False,False,False,True,False
236,Rh-fenotüübi määramine,nan,B-Rhfen,B-Rhfen,-,4,,False,False,False,False,False,False,False,True,False,False,False
237,Antikehad HBsAg vastu,nan,S-anti-HBc,nan,,2,,False,False,False,False,False,False,False,False,False,True,False
242,Aktiveeritud osalise tromboplastiini aeg,nan,P-APTT,P-APTT,sek.,399,,False,False,False,False,False,False,False,False,True,False,False
247,Autoimmuundiagnostika,nan,71709,S-AGA IgG(Deamideeritud gliadiini vastane IgG),RU/mL,17,,False,False,False,False,False,False,False,False,False,True,False
251,Hematoloogilised uuringud,nan,10,B-Hct(Hematokrit),%,7,,False,False,False,False,False,False,False,True,False,False,False
253,Gliadiinivastased IgA antikehad,nan,S-aGA-A,S-aGA-A,RU/mL,1,,False,False,False,False,False,False,False,False,False,True,False
255,Happe-alus tasakaal,täisveri,Naatrium,Naatrium,,184,,False,False,False,False,False,False,False,True,False,False,False
259,Laktoosi taluvuse test,nan,P-LTT,40 min pärast,mmol/l,13,,False,False,False,False,False,False,False,False,True,False,False
261,Välisanalüüsid,nan,10053,S- HBsA( B hepatiidi viiruse pinnaantigeen),,1,,False,False,False,False,False,False,False,False,False,True,False
265,Hematoloogilised uuringud,nan,5642,E-MCH(Keskmine hemoglobiinihulk erütrotsüüdis),pg,5,,False,False,False,False,False,False,False,True,False,False,False
267,Biokeemia labor,nan,10475,S2-Cre,umol/l,167,,False,False,False,False,False,False,False,False,False,True,False
270,Kliiniline vereanalüüs,nan,Plasmarakud,Plasmarakud,,51,,False,False,False,False,False,False,False,True,False,False,False
276,Hematoloogilised uuringud,nan,4587,MCH,g/l,1,,False,False,False,False,False,False,False,True,False,False,False
279,Protrombiini indeks,nan,P-PT ,P-PT,-,4,,False,False,False,False,False,False,False,False,True,False,False
283,Biokeemia analüüs,nan,S-LDH,S-LDH,,1,,False,False,False,False,False,False,False,False,False,True,False
286,Biokeemia labor,nan,10512,S1-fT,pmol/l,6,,False,False,False,False,False,False,False,False,False,True,False
293,Aldosteroon seerumis,nan,S-Aldo,S-Aldo,pmol/L,16,,False,False,False,False,False,False,False,False,False,True,False
295,Seente DNA veres,nan,B-Fungi_DNA,C.parapsilosis,-,6,,False,False,False,False,False,False,False,True,False,False,False
296,Hemogramm viieosalise leukogrammiga,nan,B-CBC-Diff,EO#,10^9/L,15,,False,False,False,False,False,False,False,True,False,False,False
298,Hematoloogilised uuringud,nan,2206,%G(Granulotsüütide protsent),%,22,,False,False,False,False,False,False,False,True,False,False,False
299,Angiotensiini konverteeriv ensüüm seerumis,nan,S2-ACE,S2-ACE,U/l,2,,False,False,False,False,False,False,False,False,False,True,False
300,Vere automaatuuring leukogrammita,nan,B-CBC,MCH pg,pg,246,,False,False,False,False,False,False,False,True,False,False,False
301,B hepatiidi viiruse pinnaantigeen,nan,S-HbsAg,nan,,4,,False,False,False,False,False,False,False,False,False,True,False
303,PSA Prostataspetsiifiline antigeen,nan,S-PSA,Prostataspetsiifiline antigeen,ng/mL,1,,False,False,False,False,False,False,False,False,False,True,False
304,Hemogramm leukotsüütide diferentsiaalloendusega (vere automaatuuring 5-osalise leukogrammiga) ja normoblastidega,nan,B-CBC+Diff+NRBC,LYMPH#,10^9/L,4,,False,False,False,False,False,False,False,True,False,False,False
305,LTKH allhanked,nan,1392,S-Cort(Kortisool),nmol/l,23,,False,False,False,False,False,False,False,False,False,True,False
308,Välisanalüüsid,nan,10631,B-HLAB2(Leukotsüütide pinnaretseptor HLA B27),,4,,False,False,False,False,False,False,False,True,False,False,False
313,P-BNP,nan,nan,P-BNP,ng/l,7,,False,False,False,False,False,False,False,False,True,False,False
315,Hematoloogilised uuringud,nan,1867,Basofiilid,%,1,,False,False,False,False,False,False,False,True,False,False,False
323,Automaatuuring,nan,M-Automaatuuring,PLT,10 9 /l,127,,False,False,False,False,False,False,False,True,False,False,False
324,Immuunuuringud,nan,10576,S-fT3(Vaba trijoodtüroniin),pmol/l,38,,False,False,False,False,False,False,False,False,False,True,False
327,Hematoloogilised uuringud,nan,620,7 B-Mono%(Monotsüütide suhtarv),%,1,,False,False,False,False,False,False,False,True,False,False,False
329,C-reaktiivne valk,nan,S-CRP,S-CRP,mg/l,3975,,False,False,False,False,False,False,False,False,False,True,False
336,Happe-alus tasakaal,täisveri,"cBase(Ecf,ox)","cBase(Ecf,ox)",,4,,False,False,False,False,False,False,False,True,False,False,False
337,Biokeemia analüüs,nan,fS-Crea,fS-Crea,,1,,False,False,False,False,False,False,False,False,False,True,False
338,Hematoloogilised uuringud,nan,629,7 B-Mono#(Monotsüütide arv),/nL,1,,False,False,False,False,False,False,False,True,False,False,False
339,Veritsusaeg,nan,B-Veritsusaeg,Veritsusaeg <ANONYM> järgi,min,36,,False,False,False,False,False,False,False,True,False,False,False
344,Biokeemilised uuringud,nan,1879,S-AST(Aspartaadi aminotransferaas seerumis),U/l,3,,False,False,False,False,False,False,False,False,False,True,False
348,Hemostasiogramm,nan,P-PT-INR-Protrombiiniaeg-rahvusvahelinenormitudsuhe,P-PT-INR - Protrombiini aeg- rahvusvaheline normitud suhe,,2181,,False,False,False,False,False,False,False,False,True,False,False
349,Apelsinivastane IgE,nan,S-f33_IgE,S-f33 IgE,kU/L,1,,False,False,False,False,False,False,False,False,False,True,False
353,Hematoloogilised uuringud,nan,393,Hemoglobiin,g/l,16,,False,False,False,False,False,False,False,True,False,False,False
354,Hemogramm,nan,B-CBC,PDW,fl,202,,False,False,False,False,False,False,False,True,False,False,False
355,Porgandi vastane IgE seerumis,nan,S-f31_IgE,S-f31 IgE,kU/l,5,,False,False,False,False,False,False,False,False,False,True,False
356,Kliiniline vereanalüüs,nan,WBC(leukotsüüdid),WBC (leukotsüüdid),,1341,,False,False,False,False,False,False,False,True,False,False,False
359,Kliiniline vere ja glükohemoglobiini analüüs,nan,nan,B-RET#,,2,,False,False,False,False,False,False,False,True,False,False,False
360,Kliinilise keemia uuringud,nan,110,fS-Crea(Kreatiniin),�mol/l,2,,False,False,False,False,False,False,False,False,False,True,False
361,Immuunmeetoditel uuringud,seerum,SmAbSmvastaneIgGseerumis,SmAb Sm vastane IgG seerumis,,22,,False,False,False,False,False,False,False,False,False,True,False
362,"Spetsiifiline IgE toiduallergeenide paneeli suhtes(munavalge,piim,kala,nisu-jahu,maapähkel,sojauba) seerumis",nan,S-fx5E,S-fx5E,-,2,,False,False,False,False,False,False,False,False,False,True,False
367,immunoglobuliin G,nan,S-_IgG,S- IgG,g/l,5,,False,False,False,False,False,False,False,False,False,True,False
368,Kliinilise keemia uuringud,nan,1097,S-CRP 3(C-reaktiivne valk),mg/l,3,,False,False,False,False,False,False,False,False,False,True,False
370,Varicella Zosteri vastased IgM-antikehad seerumis,nan,S-VZV/HZV_IgM,S-VZV/HZV IgM,,2,,False,False,False,False,False,False,False,False,False,True,False
371,Immuunmeetoditel põhinevad uuringud,nan,146303,S-DHEAS(Dehüdroepiandrosteroon-sulfaat),µmol/l,19,,False,False,False,False,False,False,False,False,False,True,False
372,Immuunmeetoditel uuringud,seerum,S-TGAb/TüreoglobuliinivastaneIgGseerumis,S-TGAb / Türeoglobuliini vastane IgG seerumis,,40,,False,False,False,False,False,False,False,False,False,True,False
382,Triglütseriidid,nan,S-Trigl,nan,mmol/L,23,,False,False,False,False,False,False,False,False,False,True,False
384,Immuunuuringud,nan,10580,S-CE(kartsioembrionaalne antigeen),U/ml,20,,False,False,False,False,False,False,False,False,False,True,False
385,Laboratoorne hematoloogia,nan,72,MCH,pg,35,,False,False,False,False,False,False,False,True,False,False,False
388,Kliinilise keemia uuringud,nan,110,fS-Cre(Kreatiniin),µmol/l,837,,False,False,False,False,False,False,False,False,False,True,False
389,Hemogramm (mikroskoopia),nan,B-Hemo-p,Kepptuumsed neutrofiilid veres %,%,105,,False,False,False,False,False,False,False,True,False,False,False
394,Hemogramm (mikroskoopia),nan,B-Hemo-p,Metamüelotsüüdid veres %,%,4,,False,False,False,False,False,False,False,True,False,False,False
396,Kliiniline vereanalüüs,nan,Metamüelotsüüdid,Metamüelotsüüdid,,4,,False,False,False,False,False,False,False,True,False,False,False
400,Hematoloogilised uuringud,nan,618,4 B-Neut%(Neutrofiilide suhtarv),%,2,,False,False,False,False,False,False,False,True,False,False,False
401,Kliinilise keemia uuringud,nan,118,S-LD(Laktaadi dehüdrogenaas),U/l,57,,False,False,False,False,False,False,False,False,False,True,False
402,Biokeemilised uuringud,nan,669,S-Cl(Kloriid seerumis),mmol/l,1,,False,False,False,False,False,False,False,False,False,True,False
404,ANCA paneel,nan,S1-ANCA,Laktoferriini vastased antikehad,-,1,,False,False,False,False,False,False,False,False,False,True,False
405,S-aCh.trach. IgA(Q),nan,nan,S-aCh.trach. IgA(Q),S/CO,1,,False,False,False,False,False,False,False,False,False,True,False
407,Ekstraheeritavate tuumaantigeenide vastane IgI seerumis (paneel),nan,66707_S-ENA-paneel,RNP antikehad,<ANONYM> unit,1,,False,False,False,False,False,False,False,False,False,True,False
411,Hematoloogilised uuringud,nan,743,Monotsüüdi,%,124,,False,False,False,False,False,False,False,True,False,False,False
413,nan,nan,S-Liver_IgAMG,Sp100 vastane IgG seerumis,-,1,,False,False,False,False,False,False,False,False,False,True,False
414,kaltsium,nan,S-CA,S-CA,mmol/l,22,,False,False,False,False,False,False,False,False,False,True,False
417,Bilirubiin seerumis,nan,nan,nan,,12,,False,False,False,False,False,False,False,False,False,True,False
421,kreatiinkinaasi MB isoensüümi aktiivsus,nan,S-CK-MB,S-CK-MB,U/l,2,,False,False,False,False,False,False,False,False,False,True,False
422,Hematoloogilised uuringud,nan,627,#EOS(Eosinofiilid absoluutarv),10 U/l,657,,False,False,False,False,False,False,False,True,False,False,False
423,Vere automaatuuring leukogrammita,nan,B-CBC,Hematokritt %,%,246,,False,False,False,False,False,False,False,True,False,False,False
424,protrombiini akt. ja INR,nan,P-PT,Protrombiini aktiivsus ja INR,-,7,,False,False,False,False,False,False,False,False,True,False,False
425,Immuunmeetoditel põhinevad uuringud,nan,146303,S-DHEA(Dehüdroepiandrosteroon-sulfaat),µmol/l,2,,False,False,False,False,False,False,False,False,False,True,False
428,Raud seerumis,nan,nan,nan,,2,,False,False,False,False,False,False,False,False,False,True,False
429,Kliiniline vereanalüüs,nan,Lümfotsüütideatüpism,Lümfotsüütide atüpism,,2,,False,False,False,False,False,False,False,True,False,False,False
430,Koorioni gonadotropiin,nan,S-hCG,S-hCG,IU/L,110,,False,False,False,False,False,False,False,False,False,True,False
432,Immuunmeetoditel uuringud,seerum,S-BorG-WB/BorreliaburgdorferivastIgGseerumis(kinnitav),S-BorG-WB /Borrelia burgdorferi vast IgG seerumis (kinnitav),,17,,False,False,False,False,False,False,False,False,False,True,False
435,Hematoloogilised uuringud,nan,622,8 B-Baso%(Basofiilide suhtarv),%,1,,False,False,False,False,False,False,False,True,False,False,False
436,Chlamydia trachomatis'e vastased IgM antikehad,nan,nan,S-aCh.trach. IgM(Q),,1,,False,False,False,False,False,False,False,False,False,True,False
437,Põletikulise soolehaiguse autoantikehad seerumist,nan,S-aColon-IF,pANCA,-,3,,False,False,False,False,False,False,False,False,False,True,False
438,Riisivastane IgE,nan,S-f9_IgE,S-f9 IgE,kU/L,1,,False,False,False,False,False,False,False,False,False,True,False
440,Hemogramm viieosalise leukogrammiga ja normoblastidega,nan,B-CBC-Diff-NRBC,IG#,10^9/L,2,,False,False,False,False,False,False,False,True,False,False,False
443,CBC-5Diff Hemogramm viieosalise leukogrammiga,nan,B1-CBC-5Diff,EO#,10*3 µl,4,,False,False,False,False,False,False,False,True,False,False,False
445,B-hepatiidi viiruse pinna antigeeni vastane antikeha,nan,S-HBs_Ab,S-HBs Ab,IU/L,35,,False,False,False,False,False,False,False,False,False,True,False
446,Soja vastane IgE seerumis,nan,S-f14_IgE,S-f31 IgE,kU/l,1,,False,False,False,False,False,False,False,False,False,True,False
453,Biokeemia labor (haigla),nan,10470,S2-,mmol/l,26,,False,False,False,False,False,False,False,False,False,True,False
454,"Toiduallergeenide (paneel 1: maa-, sarapuu-, para-, kookospähkel, mandel) vastane IgE",nan,S-fp1_IgE,S-fp1 IgE,kU/L,16,,False,False,False,False,False,False,False,False,False,True,False
457,Doonorvere sobivusproov geeltehnikaga,nan,B-XmB-g,5.Sobivus,-,3,,False,False,False,False,False,False,False,True,False,False,False
463,fS-HDL-Chol,nan,nan,nan,,23,,False,False,False,False,False,False,False,False,False,True,False
464,Chlamydophila pneumoniae vastased IgA antikehad,nan,S-Chpn.IgA,S-Chpn.IgA,-,20,,False,False,False,False,False,False,False,False,False,True,False
466,Vere automaatuuring 5-osalise leukogrammiga,nan,B1-Vereanalüüs-Sysmex,PDW,f/L,1,,False,False,False,False,False,False,False,True,False,False,False
