,analysis_name,analysis_substrate,parameter_code,parameter_name,unit,count,System,Pleural,Pericardial,SerPla,VenoseBlood,CapillaryBlood,ArterialBlood,CSF,Blood,Plasma,Serum,Urine
317,Uriini analüüs,nan,nan,U-Bil Bilirubiin,,11,,False,False,False,False,False,False,False,False,False,False,True
319,Uriini uuringud,nan,1220,Pärmirakud,,82,,False,False,False,False,False,False,False,False,False,False,True
325,Uriini sademe mikroskoopia,nan,U-Sedim,Amorfsed uraadid (U),,17,,False,False,False,False,False,False,False,False,False,False,True
332,Uriini uuringud,nan,708,U-p(Uriini pH),pH,39,,False,False,False,False,False,False,False,False,False,False,True
358,Uriini uuringud,nan,712,värvus,,108,,False,False,False,False,False,False,False,False,False,False,True
364,Uriini sademe mikroskoopia,nan,U-Sedim,Granulotsütaarsed leukotsüüdid (ur. sademes),-,100,,False,False,False,False,False,False,False,False,False,False,True
379,Uriini analüüs,nan,U-ProtValkkvantitatiivselt,U-Prot Valk kvantitatiivselt,,388,,False,False,False,False,False,False,False,False,False,False,True
391,Uriini uuringud,nan,1502,Erütrotsüüdid,,8,,False,False,False,False,False,False,False,False,False,False,True
399,Uriini analüüs,ööpäevane uriin,U-Alb/U-CreaAlbumiinijakreatiniinisuheuriinis,U-Alb/U-Crea Albumiini ja kreatiniini suhe uriinis,,3,,False,False,False,False,False,False,False,False,False,False,True
406,Uriini uuringud,nan,621,Uriini külv,,3,,False,False,False,False,False,False,False,False,False,False,True
410,Hematoloogilised ja uriini uuringud,nan,10703,U-Prot(Valk uriinis),g/l,8,,False,False,False,False,False,False,False,False,False,False,True
426,Uriini uuringud,nan,119,"U-Ery(Erütrotsüüdid uriinis, üks parameeter 10 parameetrilisel terstribal)",,4,,False,False,False,False,False,False,False,False,False,False,True
439,Uriini uuringud,nan,6,"U-Nit(Nitritid uriinis, üks parameeter 10 parameetrilisel testribal)",,62,,False,False,False,False,False,False,False,False,False,False,True
447,Uriini uuringud,nan,2683,Leukotsüüdid (mikrosk.),,39,,False,False,False,False,False,False,False,False,False,False,True
451,Albumiini ja kreatiniini suhe uriinis,nan,U-Alb/U-Crea,Kreatiniin uriinis,mmol/l,114,,False,False,False,False,False,False,False,False,False,False,True
459,Uriini analüüs 10-param. testribaga,nan,U-Strip,Erikaal SG,-,168,,False,False,False,False,False,False,False,False,False,False,True
462,uriini suhkur,nan,U-_uriini_suhkur,uriini suhkur (üle 56 mmol/l),mmol/l,2,,False,False,False,False,False,False,False,False,False,False,True
465,Uriini uuringud,nan,517,U-UBG(Urobilinogeen),µmol/l,206,,False,False,False,False,False,False,False,False,False,False,True
471,Uriini sademe mikroskoopia,nan,U-Sed-m,PH,-,33,,False,False,False,False,False,False,False,False,False,False,True
476,Biokeemia analüüs,1.hommikune uriin,fS-Trigl(triglütseriidid),fS-Trigl (triglütseriidid),,1,,False,False,False,False,False,False,False,False,False,False,True
487,U-Albumiin,nan,nan,nan,,18,,False,False,False,False,False,False,False,False,False,False,True
498,Uriini uuringud,nan,1166,Leukotsüüdi,,1,,False,False,False,False,False,False,False,False,False,False,True
540,Kreatiniin 24-tunni uriinis,nan,dU-Crea,dU-Crea,mmol/24t,1,,False,False,False,False,False,False,False,False,False,False,True
561,"Chlamydia trachomatis, PCR, uriinist",nan,U-Ctr-PCR,U-Ctr-PCR,-,2,,False,False,False,False,False,False,False,False,False,False,True
570,Uriini uuringud,nan,124,"U-pH(Uriini pH, üks parameeter 10 parameetrilisel testribal)",pH,4,,False,False,False,False,False,False,False,False,False,False,True
587,Uriini uuringud,nan,599,Lameepiteel,rakku / vaateväli,1,,False,False,False,False,False,False,False,False,False,False,True
590,Uriini ribaanalüüs,nan,U-Strip,Leukotsüüdid,/uL,6,,False,False,False,False,False,False,False,False,False,False,True
596,"Ureaplasma urealyticum, PCR, uriinist",nan,U-Uu-PCR,U-Uu-PCR,-,2,,False,False,False,False,False,False,False,False,False,False,True
600,Uriini uuringud,nan,3895,U-pH(Uriini pH),pH,18,,False,False,False,False,False,False,False,False,False,False,True
606,Uriini analüüs,juhuslik uriin,U-OsmolOsmolaalsusuriinis,U-Osmol Osmolaalsus uriinis,,1,,False,False,False,False,False,False,False,False,False,False,True
649,Uriini analüüs,nan,Valk,Valk,,21,,False,False,False,False,False,False,False,False,False,False,True
664,Uriini analüüs,nan,U-Kusih.kr.Kusihappekristallid,U-Kusih.kr. Kusihappe kristallid,,3,,False,False,False,False,False,False,False,False,False,False,True
672,Uriini analüüs,juhuslik uriin,U-WBCLeukotsüüdid,U-WBC Leukotsüüdid,,98,,False,False,False,False,False,False,False,False,False,False,True
699,Uriini uuringud,nan,2123,Bilirubii,,6,,False,False,False,False,False,False,False,False,False,False,True
721,Uriini analüüs,1.hommikune uriin,U-BilBilirubiin,U-Bil Bilirubiin,,442,,False,False,False,False,False,False,False,False,False,False,True
723,Uriini uuringud,nan,69578,U-Cre(Kreatiniin uriinis),mmol/l,2,,False,False,False,False,False,False,False,False,False,False,True
738,Uriini sademe mikroskoopia,nan,U-Sedim,Uriini sademe granulotsüüdid,r/vv,104,,False,False,False,False,False,False,False,False,False,False,True
766,Uriini uuringud,nan,1529,Mikroobi,,1,,False,False,False,False,False,False,False,False,False,False,True
768,Uriini analüüs,nan,Bilirubiin,Bilirubiin,,3,,False,False,False,False,False,False,False,False,False,False,True
775,Uriini analüüs,1.hommikune uriin,U-ColVärvus,U-Col Värvus,,442,,False,False,False,False,False,False,False,False,False,False,True
797,Uriini uuringud,nan,3511,Ketokehad,,1,,False,False,False,False,False,False,False,False,False,False,True
805,Uriini uuringud,nan,382,mikroalbumii,mg/l,19,,False,False,False,False,False,False,False,False,False,False,True
809,Uriini sademe mikroskoopia,nan,U-Sedim-m,Granulotsütaarsed leukotsüüdid (ur. sademes),-,2,,False,False,False,False,False,False,False,False,False,False,True
823,Uriini uuringud,nan,2234,Ketokeha,,4,,False,False,False,False,False,False,False,False,False,False,True
843,Uriini analüüs,1.hommikune uriin,Hüaliinsilindrid,Hüaliinsilindrid,,3,,False,False,False,False,False,False,False,False,False,False,True
846,Mikrobioloogia labor (haigla),nan,10229,U-Aer(Aeroobide uuring uriinist (keskjoa)),,99,,False,False,False,False,False,False,False,False,False,False,True
850,Uriini uuringud,nan,779,p,pH,1,,False,False,False,False,False,False,False,False,False,False,True
854,Uriini analüüs,uriin,Uriiniribaanalüüs,Uriini ribaanalüüs,,3,,False,False,False,False,False,False,False,False,False,False,True
872,Uriini analüüs,nan,nan,U-WBC Leukotsüüdid,,11,,False,False,False,False,False,False,False,False,False,False,True
880,Uriini analüüs,1.hommikune uriin,Lameepiteelirakud,Lameepiteeli rakud,,185,,False,False,False,False,False,False,False,False,False,False,True
928,Uriini analüüs,nan,Düsmorfseiderütrotsüüdid,Düsmorfseid erütrotsüüdid,,14,,False,False,False,False,False,False,False,False,False,False,True
936,Albumiin uriinis ( mikroalbumiin),nan,U-Alb-2,U-Alb-2,mg/l,7,,False,False,False,False,False,False,False,False,False,False,True
941,Uriini analüüs,nan,dU-Prot-FrUriinivalkudeelektroforees,dU-Prot-Fr Uriini valkude elektroforees,,5,,False,False,False,False,False,False,False,False,False,False,True
959,"Ureaplasma parvum, PCR, uriinist",nan,U-Up-PCR,U-Up-PCR,-,2,,False,False,False,False,False,False,False,False,False,False,True
965,Uriini analüüs 10-parameetrilise testribaga,nan,U-Strip,Bilirubiin uriinis,-,107,,False,False,False,False,False,False,False,False,False,False,True
991,Kappa ja lambda vabad kergahelad uriinis,nan,U-f-kappa/lambda,suhe U-f-kappa/f-lambda,-,5,,False,False,False,False,False,False,False,False,False,False,True
1000,LTKH allhanked,nan,1565,U-Pro(Valk uriinis),g/l,1,,False,False,False,False,False,False,False,False,False,False,True
1004,Uriini uuringud,nan,3897,U-S(Uriini erikaal),g/cm³,4,,False,False,False,False,False,False,False,False,False,False,True
1033,Uriini uuringud,nan,778,Erütrotsüüdid,,1,,False,False,False,False,False,False,False,False,False,False,True
1042,Uriini analüüs,1.hommikune uriin,U-ProValk,U-Pro Valk,,442,,False,False,False,False,False,False,False,False,False,False,True
1049,Uriini uuringud,nan,777,Uriini kogus(ööpäevase uriini kogus),l,5,,False,False,False,False,False,False,False,False,False,False,True
1053,Uriini analüüs,nan,U-Mopopiaadiduriinis,U-Mop opiaadid uriinis,,2,,False,False,False,False,False,False,False,False,False,False,True
1055,Uriini uuringud,nan,3876,U-Bil(Bilirubiin uriinis),µmol/l,5,,False,False,False,False,False,False,False,False,False,False,True
1061,uriini ribaanalüüs,nan,U-Strip,uriini värv,-,365,,False,False,False,False,False,False,False,False,False,False,True
1063,Uriini sademe mikroskoopia,nan,U-Sedim,Tuubusepiteelid,-,212,,False,False,False,False,False,False,False,False,False,False,True
1091,Uriini sademe mikroskoopia,nan,U-Sedim,düsmorfne erütrotsüüt,-,3,,False,False,False,False,False,False,False,False,False,False,True
1108,Uriini uuringud,nan,761,gran.,,829,,False,False,False,False,False,False,False,False,False,False,True
1110,Uriini analüüs,nan,dU-PFosfaatööpäevasesuriinis,dU-P Fosfaat ööpäevases uriinis,,2,,False,False,False,False,False,False,False,False,False,False,True
1134,Uriini sademe mikroskoopia,nan,U-Sedim,Transitoorne epiteel,r/vv,43,,False,False,False,False,False,False,False,False,False,False,True
1142,Uriini uuringud,nan,1125,AAV1 1 U-pH(Uriini pH),pH,1,,False,False,False,False,False,False,False,False,False,False,True
1145,Uriini sademe mikroskoopia,nan,U-Sedi-m,Lima,-,1,,False,False,False,False,False,False,False,False,False,False,True
1159,Uriini uuringud,nan,3521,Lameepitee,,2,,False,False,False,False,False,False,False,False,False,False,True
1171,Biokeemia analüüs,nan,dU-CreatKreatiniinööpäevasesuriinis,dU-Creat Kreatiniin ööpäevases uriinis,,7,,False,False,False,False,False,False,False,False,False,False,True
1176,Uriini analüüs,nan,Erütrotsüüdidmikroskoopilisel,Erütrotsüüdid mikroskoopilisel,,26,,False,False,False,False,False,False,False,False,False,False,True
1195,Uriini analüüs,1.hommikune uriin,ColVärvus,Col Värvus,,13,,False,False,False,False,False,False,False,False,False,False,True
1203,LTKH allhanked,nan,69655,dU-Normet(Normetanefriin ööpäevauriinis),mkg/24h,1,,False,False,False,False,False,False,False,False,False,False,True
1206,Mikrobioloogilised uuringud,nan,2010,U-MhUu(M.hominis´e ja U.urealyticum´i külv (keskjoauriinist)),,6,,False,False,False,False,False,False,False,False,False,False,True
1208,Uriini uuringud,nan,2152,Uriini aeroobne kül,,1,,False,False,False,False,False,False,False,False,False,False,True
1210,Uriini uuringud,nan,4883,Erütrots. silindrid,,7,,False,False,False,False,False,False,False,False,False,False,True
1231,Narkootikumide kvalitatiivne uuring,nan,U-Narco,BAR barbituraadid,-,2,,False,False,False,False,False,False,False,False,False,False,True
1233,Delta-aminolevuliinhape ööpäevauriinis,nan,dU-DALA,dU-DALA,-,2,,False,False,False,False,False,False,False,False,False,False,True
1234,Uriini sademe mikroskoopia,nan,U-Sed-m.,Amorfsed uraadi kristallid,-,29,,False,False,False,False,False,False,False,False,False,False,True
1236,Uriini analüüs,nan,dU-MgMagneesiumööpäevasesuriinis,dU-Mg Magneesium ööpäevases uriinis,,1,,False,False,False,False,False,False,False,False,False,False,True
1241,Narkootikumide kvalitatiivne uuring uriinist,nan,U-Narco,Metadoon (U),,2,,False,False,False,False,False,False,False,False,False,False,True
1243,Uriini uuringud,nan,1029,Bakteri,,27,,False,False,False,False,False,False,False,False,False,False,True
1254,Mikrobioloogilised uuringud,nan,2120,U-Myc(Seente kvantitatiivne külv (keskjoauriinist)),,12,,False,False,False,False,False,False,False,False,False,False,True
1259,Uriini sademe mikroskoopia,nan,U-Sed-m,Atüüpilised epiteelirakud,r/vv,3,,False,False,False,False,False,False,False,False,False,False,True
1262,Uriini sademe mikroskoopia,nan,U-Sed-m,Transitoorse epiteeli rakud,r/vv,206,,False,False,False,False,False,False,False,False,False,False,True
1266,Uriini uuringud,nan,2115,Glükoos,,35,,False,False,False,False,False,False,False,False,False,False,True
1272,Uriini uuringud,nan,5,2 U-Leu,rakku/µl,1,,False,False,False,False,False,False,False,False,False,False,True
1277,Hematoloogilised ja uriini uuringud,nan,10688,U-Al(Albumiin uriinis),,1,,False,False,False,False,False,False,False,False,False,False,True
1302,Uriini analüüs,nan,Lameepiteelirakud,Lameepiteeli rakud,,21,,False,False,False,False,False,False,False,False,False,False,True
1304,Uriini ribaanalüüs,nan,U-Strip,Glükoos (U),mmol/L,591,,False,False,False,False,False,False,False,False,False,False,True
1309,Uriini sademe mikroskoopia,nan,nan,Atüüpiline epiteel,-,1,,False,False,False,False,False,False,False,False,False,False,True
1320,Uriini analüüs,1.hommikune uriin,Leukotsütaarsilindrid,Leukotsütaarsilindrid,,1,,False,False,False,False,False,False,False,False,False,False,True
1338,Uriini analüüs,nan,U-UbgUrobilinogeen,U-Ubg Urobilinogeen,,50,,False,False,False,False,False,False,False,False,False,False,True
1361,Uriin,nan,nan,SG,,135,,False,False,False,False,False,False,False,False,False,False,True
1369,Uriini uuringud,nan,2169,U-Glu(Glükoos uriinis),mmol/l,141,,False,False,False,False,False,False,False,False,False,False,True
1382,Uriini ribaanalüüs,nan,U-Strip,pH (U),-,591,,False,False,False,False,False,False,False,False,False,False,True
1386,Uriini analüüs,nan,nan,U-Prot/Cre valgu ja kreatiniini suhe,,9,,False,False,False,False,False,False,False,False,False,False,True
1387,Uriini uuringud,nan,4861,Glükoos,,3,,False,False,False,False,False,False,False,False,False,False,True
1393,Albumiini-kreatiniini suhe uriinis,nan,U-Alb/Crea,Albumiin (U),mg/L,11,,False,False,False,False,False,False,False,False,False,False,True
1407,Uriini sademe mikroskoopia,nan,U-Sedim,Erütrotsüüdid (U),r/vv,294,,False,False,False,False,False,False,False,False,False,False,True
1449,Uriini analüüs,nan,ColVärvus,Col Värvus,,37,,False,False,False,False,False,False,False,False,False,False,True
1463,Biokeemia analüüs,nan,U-CreaKreatiniin1.hommikusesuriinis,U-Crea Kreatiniin 1.hommikuses uriinis,,20,,False,False,False,False,False,False,False,False,False,False,True
1466,Uriini uuringud,nan,781,Nitritid,,2,,False,False,False,False,False,False,False,False,False,False,True
1479,amülaas uriinis,nan,U-Amyl,U-Amyl,U/l,12,,False,False,False,False,False,False,False,False,False,False,True
1486,Uriini uuringud,nan,7,"U-pH(Uriini pH, üks parameeter 10 parameetrilisel testribal)",,62,,False,False,False,False,False,False,False,False,False,False,True
1488,Uriini analüüs 10-parameetrilise testribaga,nan,U-Strip,<ANONYM> (U),g/L,327,,False,False,False,False,False,False,False,False,False,False,True
1505,Uriini uuringud,nan,2167,U-Bi(Bilirubiin uriinis),µmol/l,11,,False,False,False,False,False,False,False,False,False,False,True
1508,Mikrobioloogia labor (haigla),nan,10267,U-MycQ(Seente kvantitatiivne uuring uriinist (keskjoa)),,1,,False,False,False,False,False,False,False,False,False,False,True
1510,Uriini uuringud,nan,4,U-p,pH,246,,False,False,False,False,False,False,False,False,False,False,True
1538,Uriini sademe mikroskoopia,nan,U-Sed-m,Oksalaadid,-,11,,False,False,False,False,False,False,False,False,False,False,True
1549,Kliiniline labor,nan,10186,S,,129,,False,False,False,False,False,False,False,False,False,False,True
1553,Uriini sademe mikroskoopia,nan,nan,Bakterid,-,1,,False,False,False,False,False,False,False,False,False,False,True
1554,Uriini uuringud,nan,769,põie ep.,,746,,False,False,False,False,False,False,False,False,False,False,True
1567,Mycoplasma hominis DNA uriinis,nan,U-Mh-PCR,Mycoplasma hominis DNA,-,10,,False,False,False,False,False,False,False,False,False,False,True
1583,Uriini uuringud,nan,120,"U-Glu(Uriini glükoos, üks parameeter 10 parameetrilisel testribal)",mmol/l,4,,False,False,False,False,False,False,False,False,False,False,True
1610,uriini autom. sademega,nan,U-uriini_autom._sademega,ketoonid,-,23,,False,False,False,False,False,False,False,False,False,False,True
1618,Uriini uuringud,nan,1197,U-Alb(Albumiin uriinis (mikroalbuminuuria)),mg/l,1,,False,False,False,False,False,False,False,False,False,False,True
1652,Uriini ribaanalüüs,nan,U-Strip,Bilirubiin (U),-,7,,False,False,False,False,False,False,False,False,False,False,True
1677,Uriini uuringud,nan,601,Oksalaatkristallid,,1,,False,False,False,False,False,False,False,False,False,False,True
1684,Uriini sademe mikroskoopia,nan,U-sedim-suprav,LEUKOTSÜÜDID,-,1,,False,False,False,False,False,False,False,False,False,False,True
1690,Uriini uuringud,nan,69656,U-Prot(Valk uriinis),g/l,58,,False,False,False,False,False,False,False,False,False,False,True
1700,Uriini analüüs 10-parameetrilise testribaga,nan,U-Strip,Ketoonid,mg/dL,3,,False,False,False,False,False,False,False,False,False,False,True
1721,Toksikoloogilised uuringud,nan,1082,U-Bz(Bensodiasepiinid uriinis),10 ng/ml,1,,False,False,False,False,False,False,False,False,False,False,True
1722,Uriini analüüs,nan,granuleeritudsilindrid,granuleeritud silindrid,,4,,False,False,False,False,False,False,False,False,False,False,True
1724,Uriini ribaanalüüs,nan,U-Strip,Ketokehad,mmol/l,1741,,False,False,False,False,False,False,False,False,False,False,True
1729,Uriini uuringud,nan,3519,Urobilinogeen,,1,,False,False,False,False,False,False,False,False,False,False,True
1734,Uriini sademe mikroskoopia,nan,U-Sedim,Lameepiteel (U),r/vv,195,,False,False,False,False,False,False,False,False,False,False,True
1742,uriini automaat uriinivalguga,nan,U-uriini_automaat_uriinivalguga,bilirubiin,-,6,,False,False,False,False,False,False,False,False,False,False,True
1750,Uriini ribaanalüüs,nan,U-Strip,Nitritid (U),-,589,,False,False,False,False,False,False,False,False,False,False,True
1752,Uriini analüüs,juhuslik uriin,Bakteriaalsilindrid,Bakteriaalsilindrid,,1,,False,False,False,False,False,False,False,False,False,False,True
1757,Uriini sademe mikroskoopia,nan,U-Sedim_,Lima,-,1,,False,False,False,False,False,False,False,False,False,False,True
1761,LTKH allhanked,nan,69654,dU-Met(Metanefriin ööpäevauriinis),mkg/24h,1,,False,False,False,False,False,False,False,False,False,False,True
1766,Vask ööpäevases uriinis,nan,dU-Cu,dU-Cu,umol/24 h,1,,False,False,False,False,False,False,False,False,False,False,True
1778,Uriini sademe mikroskoopia,nan,U-sedim-suprav,<ANONYM> - oksalatid,.,22,,False,False,False,False,False,False,False,False,False,False,True
1787,Uriini uuringud,nan,1005,AAV1 1 U-UBG(Urobilinogeen),µmol/l,1,,False,False,False,False,False,False,False,False,False,False,True
1794,Uriini uuringud,nan,1508,Urobilinogee,,12,,False,False,False,False,False,False,False,False,False,False,True
1820,Uriini sademe mikroskoopia,nan,nan,Tubulaarepiteeli rakud,rakku/vv,1,,False,False,False,False,False,False,False,False,False,False,True
1834,Uriini uuringud,nan,1159,Bilirubii,,1,,False,False,False,False,False,False,False,False,False,False,True
1835,Uriini ribaanalüüs,nan,U-Strip,Urobilinogeen,µmol/l,681,,False,False,False,False,False,False,False,False,False,False,True
1851,Uriini sademe mikroskoopia,nan,U-Sedim_,Erütrotsüüdid,r/vv,4,,False,False,False,False,False,False,False,False,False,False,True
1857,"Neisseria gonorrhoeae uriinist, PCR-meetodil",nan,U-Ngo-PCR,U-Ngo-PCR,-,2,,False,False,False,False,False,False,False,False,False,False,True
1862,Uriini analüüs,nan,U-THCkannabinoididuriinis,U-THC kannabinoidid uriinis,,18,,False,False,False,False,False,False,False,False,False,False,True
1867,Uriini uuringud,nan,3881,U-Nit(Nitritid uriinis),,5,,False,False,False,False,False,False,False,False,False,False,True
1871,Narkootilised ained uriinis,nan,U-Narco,Met,-,2,,False,False,False,False,False,False,False,False,False,False,True
1885,Uriini analüüs,nan,U-Metmetamfetamiinuriinis,U-Met metamfetamiin uriinis,,5,,False,False,False,False,False,False,False,False,False,False,True
1899,Uriini ribaanalüüs,nan,U-Strip,Erütrotsüüdid,mikroliitris,36,,False,False,False,False,False,False,False,False,False,False,True
1902,Uriini uuringud,nan,2134,Hüaliinsilindri,,1,,False,False,False,False,False,False,False,False,False,False,True
1911,Uriini analüüs,nan,U-Ampnegamfetamiinjatemaderivaadiduriinis,U-Amp neg amfetamiin ja tema derivaadid uriinis,,18,,False,False,False,False,False,False,False,False,False,False,True
1914,Uriini uuringud,nan,709,Leukotsüüdid,,4,,False,False,False,False,False,False,False,False,False,False,True
1948,Uriini uuringud,nan,782,Leukotsüüdid,,1,,False,False,False,False,False,False,False,False,False,False,True
1968,Uriini uuringud,nan,3890,U-Er(Erütrotsüüdid uriinis),µl,4,,False,False,False,False,False,False,False,False,False,False,True
1984,Uriini sademe mikroskoopia,nan,U-Sed-m.,<ANONYM>,-,58,,False,False,False,False,False,False,False,False,False,False,True
1985,Uriini analüüs 10-parameetrilise testribaga,nan,U-Strip,Urobilinogeen,µmol/L,3,,False,False,False,False,False,False,False,False,False,False,True
1986,Uriini analüüs 10-parameetrilise testribaga,nan,U-Strip,Leukotsüüdid,lk/ul,1,,False,False,False,False,False,False,False,False,False,False,True
2007,Uriini analüüs 10-parameetrilise testribaga,nan,U-Strip,Uriini glükoos,mmol/l,350,,False,False,False,False,False,False,False,False,False,False,True
2012,Uriini uuringud,nan,2240,Leukotsüüdi,,4,,False,False,False,False,False,False,False,False,False,False,True
2021,Uriini uuringud,nan,1157,Düsmorfsed erütrotsüüdid,rakku / vaateväli,146,,False,False,False,False,False,False,False,False,False,False,True
2049,Uriini analüüs,nan,dU-UreaUureaööpäevasesuriinis,dU-Urea Uurea ööpäevases uriinis,,15,,False,False,False,False,False,False,False,False,False,False,True
2057,Uriini analüüs,nan,U-Ecsecstasyuriinis,U-Ecs ecstasy uriinis,,12,,False,False,False,False,False,False,False,False,False,False,True
2068,Uriini uuringud,nan,4,U-pH,pH,846,,False,False,False,False,False,False,False,False,False,False,True
2078,Uriini uuringud,nan,6,1 U-Nit,,1,,False,False,False,False,False,False,False,False,False,False,True
2088,Uriini sademe mikroskoopia,nan,U-Sedim,nan,g/l,3,,False,False,False,False,False,False,False,False,False,False,True
2092,Mikrobioloogilised uuringud,nan,560,U-Ae(Aeroobide uuring uriinist (keskjoa)),,4,,False,False,False,False,False,False,False,False,False,False,True
2096,Uriini sademe mikroskoopia,nan,U-Sed-m,Granulotsütaarsed leukotsüüdid (ur. sademes),-,579,,False,False,False,False,False,False,False,False,False,False,True
2100,Uriini uuringud,nan,5038,U-SG(Uriini erikaal),g/cm³,5,,False,False,False,False,False,False,False,False,False,False,True
2105,Uriini uuringud,nan,2130,Leukotsüüdi,,1,,False,False,False,False,False,False,False,False,False,False,True
2133,Uriini analüüs 10-parameetrilise testribaga,nan,U-Strip,nan,mmol/l,26,,False,False,False,False,False,False,False,False,False,False,True
2143,Uriini uuringud,nan,1005,AAV1 U-UBG(Urobilinogeen),µmol/l,12,,False,False,False,False,False,False,False,False,False,False,True
2145,Uriini uuringud,nan,114,Erütrotsüüdid,rakku / vaateväli,2,,False,False,False,False,False,False,False,False,False,False,True
2169,Uriini sademe mikroskoopia,nan,U-Sed-m,nan,g/l,4,,False,False,False,False,False,False,False,False,False,False,True
2179,Uriini uuringud,nan,764,2 makrof.,,1,,False,False,False,False,False,False,False,False,False,False,True
2200,Uriini uuringud,nan,3893,U-Le(Leukotsüüdid uriinis),µl,4,,False,False,False,False,False,False,False,False,False,False,True
2206,Uriini analüüs 10-parameetrilise testribaga,nan,U-Strip,Urobilinogeen,mkmol/L,85,,False,False,False,False,False,False,False,False,False,False,True
