text	y
Praktika näitab veel ka , et lootuse kaotanud inimese ja optimistlikult meelestatud inimese psühholoogilise mineviku ja tuleviku suhe ning psühholoogilise aja täitumus erinevad oluliselt .	0
Psühholoogiline vanus on seda suurem , mida vähem inimene loodab veel elada ja mida enam on realiseerunud tema psühholoogiline aeg .	0
Märkimist väärib fakt , et erinevates eluvaldkondades ( tööl , kodus , sõprade keskel jne . ) hindab inimene oma psühholoogilise aja täitumust erinevalt , seega on vastavalt tegutsemise sfäärile erinev ka tema psühholoogiline vanus .	0
Igal juhul on lootus ja h uvi oma tuleviku vastu isiksuse harmooniliseks psühholoogiliseks arenguks väga oluline .	0
Inimene , kellele tulevik ei tõota meeldivat tegevust ja eneseteostust , vananeb psühholoogiliselt enneaegselt .	0
LISA - Arvutage ise oma psühholoogiline vanus Kirjutage meile , mis tulemused saite !	0
Eesti lähemat minevikku mäletame kõik .	0
Üheselt ja täpselt on see siiski jäädvustatud paberil - dokumentides , lepingutes , kirjavahetustes , protokollides .	0
Kui hävivad paberid , kaob osa ajaloost …Et Eesti riigi lugu oleks kunagi taastatav , selle nimel tegutseb tänavu seitsmekümneviieseks saav Riigiarhiiv .	0
Eesti riiklikule arhiivindusele pandi alus <DATE> .	1
aastate alguses , alustab oma juttu Riigiarhiivi teadusdirektor Tiit Arumäe .	0
Ühelt poolt oli varasemast ajast säilinud palju “ pabereid ” , mille hoidmine tuli korraldada riiklik ult , teisest küljest aga nägi riik , et ka tema ise hakkab “ tootma ” dokumente , mis tuleb kunagi arhiivi anda .	0
Vanemate dokumentide hoidmiseks loodi Tartusse Riigi Keskarhiiv , Riigiarhiiv asutati samal aastal , käskkiri selle kohta k annab kuupäeva <INT> .	0
veebruar <DATE> .	1
Toompea südames <br> Riigiarhiiv asutati eeskätt ja ainult riigiasutuste dokumentide kogumiseks ja hoidmiseks .	0
Et riigivõim asus siis ja asub ka praegu Tallinnas , sai arhiivigi asukohaks Tallinn .	0
Seda , kuidas riik oma arhiivindust hindas , iseloomustab kujuk alt asjaolu , et <DATE> valmis Toompea lossis , riigivõimu keskuses , spetsiaalne arhiivihoone , millest enamus on Riigiarhiivi käsutuses siiani .	1
Oli arvestatud , et nendest ruumidest piisab mitmekümneks aastaks .	0
<DATE> .	1
aasta muutis olukorda ja arhiivindust tabas katastroof selleski mõttes , et kuna lõpetati Eesti Vabariigi riigiasutuste töö , lisandus arhiividesse tohutul hulgal dokumente .	0
Riigiarhiivi maja Toompeal sai ootamatult ruttu täis .	0
Riik ja ametnikud ei mõista <br> Kui rääkida Eesti arhiivindusest täna ja tervikuna , siis tuleb tõdeda , et riiklikul tasemel ei ole arhiivindusel praegu isegi seaduslikku tuge , kehtiv valitsusseadus ei näe ette sellist valdkonda kui arhiivindus .	0
Arhiive juhib üks Riigikantselei osakond .	0
Õnneks on viga mõistetud ja hakatud ette valmistama arhiiviseadust , mis taastaks omaette , kogu ülejäänud riigielu läbiva arhiivisüsteemi .	0
Miks riik arhiividega ikkagi nii üleolevalt käitub ?	0
Põhjus peitub selles , et ei teata , mis tähtsus arhiivindusel ühiskonnas on .	0
Kunagi oli arhiiv nii oluline , et see ehitati “ riigi keskele ” , Toompeale , rõhutab Tiit Arumäe .	0
Tänapäeval ei ole Eestis veel mõistetud , et demokraatlik ühiskond baseerub dokumendile , paberile , et dokumendi säilitamine ja hoidmine on oluline riigi järjepidevuse seisukohalt .	0
Kui <DATE> .	1
<DATE> .	1
aastate elu on praegu sageli võimalik detailselt jälgida , siis tulevikus jääb <DATE> .	1
aastate lõpp ja <DATE> .	1
aastate algus uurijatele küll mõistatuseks .	0
Arhiivis on väga lünklik materjal , mille alusel on raske mõista , mis toimus , rõhutab Aimar Altosaar .	0
Kui hinnata rahas ?	0
Väga raske on öelda , milline Riigiarhiivis säilitatav dokument on kõige tähtsam , kõige haruldasem .	0
Dokumendi väärtus sõltub suuresti kasutajast .	0
Ühe jaoks on väärtuslik Iseseisvusmanifest , teise jaoks esimese klaasi õpilaste nimekiri , kus on kirjas tema vanaisa .	0
Kui fantaseeriks ja kujutaks ette , et oleme oksjonil , näiteks Rios ?	0
Seal saaks kõige suuremat raha ehk mõne Hitleri allkirjaga pöördumise eest , sest see nimi on maailmakuulus , arvavad vestluskaaslased .	0
Tegelikult on arhivaali väärtust rahas pea võimatu väljendada , sest riigi omanduses olevaid dokumente ei müüda .	0
Ja arvatavasti ei annaks paljude paberite eest keegi sentigi .	0
Kuid näiteks Eesti riiklust puudutavad dokumendid on kahtlemata hin damatud .	0
Piisaks ühest halvast inimesest <br> Arhiivis säilitatav on väärtuslik .	0
Neid väärtusi tuleb kaitsta , kuid probleeme on klimaatilise turvamisega ning vahendeid nõuaks ka dokumentide kaitsmine pahatahtlike inimeste eest , aga rohkemaks pole praegu võ imalusi ( loe : raha ) .	0
Tuleb siiski loota , et kõigist raskustest hoolimata võimalikult palju Eesti ajalugu alles jääb !	0
Vahendas Kärt Jänes-Kapp <br> Riigiarhiivis kuuldust pikemalt <br> “ Horisondis ” nr. 3	0
TÕNU TUVIKENE <br> UNO VEISMANN <br> Meie poolt luubi alla võetud perioodist <DATE> - <DATE> jääb veidikene varasemasse aega üks tähtsündmusi , mida ei saa samuti siinkohal kuidagi kajastamata jätta .	1
Nimelt lähenes <DATE> .	1
aasta <INT> .	0
detsembril startinud Endeavour orbiidil tiirelnud Hubble'i kosmoseteleskoobile HST ja ülejärgmisel päeval tõmbas selle manipulaarhaaratsiga oma lastiruumi .	0
<INT> .	0
detsembril väljusid aga Story Musgrave ja Jeffrey Hoffman avakosmosesse ning remontisid HST-d ligi kaheksa tundi .	0
Seejärel töötasid avakosmoses veel Kathry n Thornton ja Thomas Akers .	0
Remondi käigus korrigeeriti kosmoseteleskoobi vigast optikasüsteemi kontaktläätse paigaldamisega , kinnitati uus päikesepatarei , parandati güroskoope , arvutisse lisati koprotsessor .	0
Nagu näitasid juba sama aasta detsembris saadu d uued pildid , läks Hubble'i teleskoobi parandamine korda .	0
Tõsi , remont oli NASA andmetel aukartustäratavalt kallis - ligi <INT> miljonit dollarit .	0
Planeetidevahelised automaatjaamad Ameerika automaatjaam Clementine oli mõeldud Kuu ja väikeplaneet Geographose uurimiseks .	0
Pärast väljasaatmist <INT> .	0
jaanuaril <DATE> kaardistas ta põhjalikult mitmes spektripiirkonnas Kuud .	1
Mai algul suunati Clementine orbiidile Geographose suunas , kuid a rvutirikke tõttu kulutas ta kogu kütuse , ning polnud enam võimeline oma ülesannet täitma .	0
Selle automaatjaama puhul on huvitav , et peale NASA osales ka “ Tähesõdade ” ettevalmistamiseks loodud ametkond .	0
<INT> .	0
oktoobril <DATE> lõpetas lennujuhtide korraldusel Veenuse atmosfääris oma eksistentsi selle planeedi pinna radarkaardistamiseks mõeldud USA automaatjaam Magellan .	1
Ta oli startinud kosmosesüstiku Atlantis pardalt <INT> .	0
mail <DATE> ja jõudis kaardistada <INT> protsenti Veenuse pinnast .	1
<INT> .	0
oktoobril <DATE> väljasaadetud Euroopa Kosmoseagentuuri ( ESA ) automaatjaam Ulysses ( Odüsseus ) tegi ka midagi , mida polnud varem tehtud - lendas üle Päikese lõuna- ja põhjapooluse .	1
Kõige huvitavam on kahtlemata USA automaatjaama Galileo ülesanne .	0
<INT> .	0
detsembril <DATE> sisenes temast juba juulis eraldunud sond Jupiteri atmosfääri , kust andis infot kuni atmosfäärirõhk temast jagu sai .	1
Automaatjaam ise hakkab aga tiirutama selle Päike sesüsteemi suurima planeedi ümber .	0
Veel enne Jupiteri juurde jõudmist on ta möödunud asteroididest Gaspra ( <DATE> ) ja Ida ( <DATE> ) ning edastanud nendest fotod .	1
Need olid üldse esimesed lähenemised asteroididele .	0
<INT> .	0
oktoobril <DATE> kosmosesüstiku pardalt startinud Galileol on o lnud oma pikal teel mitmeid probleeme , neist tõsiseim - avanemisel takerdunud paraboolantenn .	1
Seetõttu on andmete edastamise kiirus väike ja seatud eesmärke saab täita vaid <INT> protsendi ulatuses .	0
Fookuses maapind <INT> .	0
aprillil <DATE> saatis ESA orbiidile uue maapinna kaugsondeerimise satelliidi ERA-< INT > .	1
Kuigi ka neli aastat vana ERS-< INT > oli veel töökorras .	0
ERS-< INT > on tootnud enam kui miljon pilti <INT> x <INT> km , lahutusvõimega <INT> x <INT> m .	0
ERS-< INT > sondeerib maapinda raadiolainet ega aktiivselt , sest tema raadiolokaator kiirgab lühikesi impulsse ning registreerib nende peegeldusi maapinnalt .	0
Lahutusvõime on nii hea , et moodustuvad maapinna ( raadio ) pildid , nende saamist ei takista ka pilved .	0
Altimeetriga mõõdetakse ookeani pinna ta set mõnesentimeetrise täpsusega .	0
Piltide vahendamise keskusel on juba <INT> <INT> tellijat kõigist maailma paikadest .	0
ERS-< INT > kannab ka osoonikihi monitooringu seadet GOME .	0
Ümber maakera on kujunenud kolm tehisobjektide rõngast : kõrgustel <FLOAT> ja <INT> km .	0
Kokku tiirleb neil praegu <INT> tuhat <INT> … <INT> cm mõõtmetega ja kaheksa tuhat üle <INT> cm suurust objekti .	0
USA kosmilise ruumi jälgimisteenistus suudab viimastest enamikk u pidevalt jälgida , alates <DATE> .	1
aastast on jälgitavaid objekte olnud umbes <INT> <INT> .	0
Karta võib , et umbes <INT> aasta pärast tiirleb ümber Maa kuni <INT> miljonit eset .	0
Kasulikud tehiskaaslased hakkavad siis nendega katastroofiliselt põrkuma üks kord iga nelja a asta kohta .	0
<DATE> langetati USAs surmaotsus orbitaaljaamale Freedom .	1
Selle asemel orienteerus NASA koos AKAga ( Venemaa Kosmoseagentuur ) ühisprojektile Alpha , mille ettevalmistamise käigus külastavad USA astronaudid aastail <DATE> - <DATE> kümnel korral Venemaa orbitaalj aama Mir .	1
<DATE> - <DATE> ga tehakse koos <INT> starti Alpha monteerimisks .	1
Üks suurim kannataja Freedomi äralangemisel on ESA , kellel luhtuvad mitte ainult Freedom'ile kavandatud projektid ( Spacelab , Columbus ) , vaid ei jätku ka ruumi järgmistel süstikutel .	0
Oma v anuse tõttu on Mir küll juba üsna kahtlustäratav : täheldatakse suuri temperatuurikõikumisi siseruumis ja tundmatu päritoluga vibratsioone .	0
UNO VEISMANN ( <DATE> ) on Tartu Observatooriumi peateadur ja Tartu Ülikooli keskkonnafüüsika instituudi dotsent .	1
TÕNU TUVIKENE ( <DATE> ) on Tartu Observatooriumi insener .	1
Veebruarikuus sai ühtäkki meediastaariks sümpaatne valgenäoline utt Dolly .	0
Ta vaatas meile vastu pea kõikide tähtsamate väljaannete lehekülgedelt ning temaga seostati pöördelisi , lausa meie tsivilisatsiooni alustugesid kõigutavaid tulevikuväljavaateid .	0
Pöördusin Helsingi ülikooli Biotehnoloogia Instituudi direktori akadeemik Mart Saarma poole , et kuulda , mida kloonitud lamba sünd tähendab teadusele ja meile kõigile .	0
Eelkõige on tegu äärmiselt olulise teadussaavutusega , mille sisu mõistmisele aitab kaasa üks väike kõrvalepõige ajalukku .	0
Juba <DATE> .	1
aastal tegi inglane John Gurdon kloonimiskatseid , kuid mitte imetajate , vaid konnadega .	0
Ta võttis kannuskonna keharaku tuuma ja siirdas selle konna munarakku .	0
Nagu teame , on konna munarakud , ( konnakudu ) väga suured .	0
Paraku ei õnnestunud aga Gurdonil täiskasvanud konna saada , munarakk arenes vaid kulleseni .	0
<DATE> .	1
aastal avaldas sveitsi teadlane Karl Ilmensee koos ühe ameerika kolleegiga artikli väitega , et tal on õnnestanud kloonida hiir .	0
See oli tõeline sokk .	0
Kümned ja kümned laborid asusid Ilmensee katseid kordama , ( muide , nõnda kontrollibki teadus iseennast ! ) , see ei õnnestunud aga kellelgi .	0
Segadus kasvas , ning lõpuks väitsid sveitslase kaastöötajad , et nad pole näinud teda vastavaid katseid tegemas .	0
Ilmensee teatas , et tegi neid vabal ajal , puhkepäevadel .	0
Loomulikult kasvas skeptitsism veelgi ja peatselt tunnistati artikkel võltsinguks .	0
Ilmensee aga kaotas oma töökoha ja maine .	0
Wilmut ja Roslini Instituut - >	0
farmakoloog MARGAREETE OTTER <br> Uimastushullus on üsna uus sõna , mida on hakatud kasutama Tartu Ülikooli Arstiteaduskonnas rahvusvahelise sõna narkomaania eestikeelse vastena .	0
Pole veel teada , kuidas üldsus selle vastu võtab , kuid see tundub olevat õnnelik leid .	0
Narkootikumide tarvitamise lähiajaloos on olnud kõrgperioode , millele järgneb tavaliselt taandumine , tarbimine muutub seega rütmiliselt .	0
Nii olid kõrgperioodid <DATE> .	1
ja <DATE> .aastatel .	1
Viimase tõusulaine järelmõjud on jõudnud ka Eesti Vabariiki .	0
Võitlemisel uimastushulluse vastu on vägagi olulisel kohal täpse , nüüdisaegse ja selge info levitamine .	0
Sest ohtlik on just see , et narkootikume müüakse kontrollimatult käest kätte ning keegi ei tea täpselt , millist ainet ja millises annuses ta tegelikult saab .	0
Sageli pakutakse vähemohtlike LSD ja kanepisaaduste nime all heroiini ja inimene võib muutuda vastu tahtmist sõltuvaks ning edaspidi seega heaks ja püsivaks oopiumitoodete ostjaks .	0
Seetõttu toomegi siinkohal ära ülevaatliku tabeli narkootikumide kasutamise , toimete ning kõrvaltoimete kohta .	0
PEEP KALV <br> FOTO ALLKIRI <br> Tähekuninganna troon NASA Hubble'i kosmoseteleskoobi vahendusel .	0
Kolmest fotost koostatud kujutise värvusülekanne on loomulikule väga lähedane : punane valgus tuleb ühekordselt ioniseeritud väävli , roheline vesiniku aatomeist ; sinist kiirgavad kahekordselt ioniseeritud hapniku aatomid .	0
Parim maapeal tehtud foto Tähekuningannast ja udukogust ( David Malin , Anglo-Austraalia <FLOAT> meetrine teleskoop ) .	0
Tuntud tähetekke piirkonna Orioniga ( <INT> ) on jõuliselt konkureerimas Madu .	0
Sama jõuline on nimetatud paikkonnast ( nüüd tuntuks saanud rohkem Tähekuningannana ) Hubble'i kosmoseteleskoobiga hiljuti tehtud foto .	0
Tõeliste madude munakurnast võib järglasi tulla mõnikümmend .	0
Tundub , et oma nimekaimule ei jää alla ka taevane Madu - sealgi on tähtede sünd tormilisem kui mujal .	0
Esimesena kirjeldas Mao , Amburi ja Kilbi kokkupuutepunkti lähedal , peaaegu täiskuu näiva läbimõõduga kaunist hajusat täheparve šveitsi astronoom P . L . de Chesaux <INT> .	0
Charles Messier ' kataloogi s ( <INT> ) sai objekt nimeks M <INT> , märkusega “ tähed asuvad nõrgas valguses ” .	0
Arusaamatu , kuid pärast kuulsat prantslast ei näinud tähti ümbritsevat udukogu kogenuimadki vaatlejad ( näiteks sir William Her schel ise ) kuni esimese fotoni , mille tegi ameerika astronoom Edward Barnard <INT> .	0
Laialisirutatud tiibadega hiidlindu meenutava udukogu M <INT> tuntuim nimi on Kotkas , kuid USA astronoomi Robert Burnhamjun .	0
pakutud Tähekuninganna tundub õnnestunum .	0
<INT> .. <INT> valgusaasta kaugusel asuva pilve läbimõõt on <INT> valgusaastat , mass <INT> <INT> Päikese massi .	0
Pilves asuvate tähtede keskmine vanus on <INT> <INT> aastat , kuid noorimad , vaid <INT> <INT> aasta vanused on vastsündinud .	0
L eidub ka mitu T Tauri tüüpi muutlikku <INT> , alles prototähe lõppstaadiumis viibivat objekti .	0
Pilv koosneb peamiselt vesinikust , millesse on lõikunud tumedad ribad - molekule ja tolmu sisaldavad tihedamad pilved .	0
Need on inglise astronoomi ja publitsisti Fred Hoyle'i ( <INT> ) rohkem kui valgusaasta pikkused “ elevandi londid ” ( kuumem gaas paisub ja tungib jahedamasse nagu pomm ) ehk Burnhami Tähekuninganna troon .	0
Tähekuninganna udukogu kujutab endast hiiglaslikku inkubaatorit , milles umbes <INT> enneaegset tibu teevad palju pahandust : esimesena tekkinud suure massiga ülikuumade tähtede võimas ultraviolettkiirgus hajutab energiliselt pilve , s elle tihedus saab väiksemaks kriitilisest , ja sajad uued tähed jäävad sündimata .	0
Sellest hoolimata tähti siiski tekib ( Hubble'i teleskoobi fotol on üks niisugune “ loode ” rõngastatud ) , kuid uued on varase matest väiksemad , sest ultraviolettkiirgus hajutab ka alles kokkutõmbumist alustanud prototähtede väliskihte .	0
Neid looteid , molekulaarse elevandi londi sees ja sellest sõrmedena välja ulatuvaid tihendeid nimetavad astrono omid aurustuvateks gaasilisteks gloobuliteks .	0
Mõõtmetelt on nad Päikesesüsteemist pisut suuremad .	0
Hubble'i kosmoseteleskoobi fotode autorid , Arizona Ülikooli astronoomid Jeff Hester ja Paul Scowen jätkavad praegu maa peal infrapuna- ja millimeeter-raadiokiirguse lainetel .	0
Uued vaatlused kosmosest on kavas <DATE> .	1
aasta lõpul , kui Hubble'i teleskoobile on paigaldatud uus infrapunakaamera ja spektromeeter .	0
( <INT> ) “ Horisont ” nr. 7 <DATE> , lk .	1
<INT> - <INT> .	0
( <INT> ) Tema kuulus “ Must pilv ” on avaldatud “ Horisondis ” <DATE> - <DATE> ( tõlkija käesoleva loo autor Peep Kalv - toim . ) .	1
PEEP KALV ( <DATE> ) on Tallinna Tehnikaülikooli füüsika instituudi vanemteadur Tallinna Tähetornis .	1
Füüsika-matemaatikakandidaat .	0
REINO OHLAU <br> Mikroprotsessorid ja digitaaltehnika on vaikselt jõudnud pea igasse kodusse .	0
Nüüdisaegses olmeelektroonikas kasutatakse heli ja pildi töötlemisel üha sagedamini digitaaltehnikat .	0
Viimase areng on kaasa toonud pildi- ja eriti helikvaliteedi olulise paranemise koduses audio- ja videoaparatuuris ning loonud võimalused pakkuda teenuseid , mida analoogajastul võis lugeda ulmeromaanidest .	0
Numbriline signaaliedastus ja - töötlus on kodusesse telerissegi toonud NICAM-digitaalhääle , teleteksti ning mitmeid pildiefekte alates < INT >-hertsisest pildilaotusest , stoppkaadrist ja pilt-pildis funktsioonidest , kuni võimalusteni , mida ka nõudliku tarbija rahakott enam välja ei kannataks .	0
Esimese täisdigitaalse teenusena jõudis teleri vahendusel kodudesse teletekst .	0
See on ühesuunaline infoedastussüsteem , mis võimaldab tavalisel telekanalil lisaks pildile ja helile üle kanda teksti ja lihtsamat graafikat .	0
Vastu võtta suudavad seda eranditult kõik telerid .	0
Teleteksti saab vaadata ainult teleritega , millel on teleteksti lisaplokk ehk dekooder .	0
Tavalist telepildi vastuvõttu teletekst ei häiri , kuna seda saadetakse sel ajal , mil parasjagu pilti ei edastata .	0
Euroopas kasutusel olevas televisioonistandardis laotatakse pilti teleri ekraanile <INT> korda sekundis .	0
Pildi moodustab muutuva intensiivsusega elektronkiir , mis <INT> / <INT> sekundi jooksul teleri ekraanil <INT> korda vasakust äärest paremasse äärde kallutatakse .	0
Pilt laotatakse ekraanile kahe poolkaadri kaupa , rida rea järel ülevalt alla .	0
Elektronkiire jõudmisel ekraani alla paremasse nurka , suunatakse see taas üles vasakusse nurka järgmist poolkaadrit moodustama .	0
Esimeses poolkaadris laotatakse ekraanile pildi paaritud read ja teises poolkaadris pildi paarisread .	0
Teleri ekraanil tohib elektronkiire tee näha olla ainult liikumisel rida-realt ülevalt alla ( vasakult paremale ) .	0
Tagasiliikumise ajaks tuleb elektronkiir kustutada , kuna vastasel korral oleks näha kiire tee alt üles ehk diagonaalsed triibud ekraanil .	0
( Rikkis teleri puhul võivad need tõepoolest ka näha olla . ) <br> Aega , mille jooksul elektronkiir alt paremast nurgast üles vasakusse nurka jõuab , nimetatakse kiire tagasikäigu ajaks .	0
See protsess vältab ligikaudu <FLOAT> millisekundit ja pildi jaoks peale kaadri sünkroimpulsi mingit vajalikku informatsiooni ei sisalda ( PAL-värvistandardis ) .	0
Osa kaadri tagasikäigu ajast kasutataksegi ära teleteksti ülekandeks .	0
Tagasikäigu ajal saadetakse tihti ka testsignaale , mis on vajalikud ülekandetrakti kontrolliks .	0
Teleteksti saade on jagatud üksteise järel saadetavateks numereeritud lehekülgedeks ( <INT> - <INT> ) , millest igaüks sisaldab mingit teksti või pilte .	0
Palju teksti sisaldavad leheküljed on jaotatud omakorda alalehtedeks , mida saadetakse järjestikku .	0
Iga teletekstilehekülg koosneb päisest ja tekstiosast .	0
Teksti mahub ühele lehele kuni <INT> rida , igas reas võib olla kuni <INT> märki .	0
Lehe päises on üks rida teksti .	0
Seal on näha valitud lehekülje number , kellaaeg , kuupäev ja peaaegu eranditult teleteksti ( või seda saatva firma ) nimi .	0
Teleteksti põhilised tehnilised parameetrid on toodud tabelis .	0
Valides teleteksti mahuks <INT> lehekülge , saame valitud lehekülje ootamise ajaks halvimal juhul <INT> sekundit ( juhul , kui teleteksti kanda üle kahel real kummaski poolkaadris ) .	0
Tegelikult on teleteksti võimalik üle kanda kuni <INT> real poolkaadri kohta ( kaadrikustutuse ajal ) .	0
Esimeses poolkaadris ridadel <INT> - <INT> ja teises poolkaadris ridadel <INT> - <INT> .	0
Siinkohal tuleb ära mainida piirangud , mida teleteksti ülekandele seab SECAM värvistandard .	0
Nimelt saadetakse SECAM ülekandes kaadrikustutuse ajal värvisünkroimpulsse ( esimeses poolkaadris ridadel <INT> - <INT> ja teises poolkaadris ridadel <INT> - <INT> ) .	0
Teleteksti võib saata potensiaalselt ainult viiel real , kui videosignaalile ei ole lisatud testsignaale <INT> - <INT> real .	0
Aeglase teleteksti näitena võib tuua Eesti Televisiooni poolt kasutatavat varianti .	0
Teletekst saadetakse kolmel vabal real kummaski poolkaadris , kuigi tehnika võimaldaks kasutada kõiki teletekstile lubatud ridu .	0
Seoses sellega venib ka valitud lehekülje ootamise aeg võrreldes mõne teise kanali , näiteks Soome televisiooni kanalitega , kus teleteksti saadetakse kaheksal real .	0
Teletekstilehekülgede süsteem on reeglina üles ehitatud nii , et lehekülg <INT> on teleteksti pealeht .	0
Pealeht sisaldab tavaliselt infot kogu teleteksti ja selle alajaotuste kohta .	0
Alajaotused on enamasti jagatud sadade lehekülgede kaupa ja leht X <INT> ( <FLOAT> <FLOAT> , jne . ) on selle saja sisukorraleheküljeks .	0
Nii on näiteks laialt levinud telekavade , saatetutvustuste , filmikommentaaride , jne üle kandmine tekstilehekülgedel <INT> - <INT> XX ( sisukord leheküljel <INT> ) .	0
Uuemad teletekstidekoodrid võimaldavad vastu võtta Euroopas järjest enam levivat TOPTEXT-süsteemis saadetavat teleteksti .	0
Täiuslikuma tekstidekoodriga varustatud telerite kaugjuhtimispultidel on muuhulgas värvilised nupud , millele TOPTEXT'is on antud omaette funktsioon .	0
Sinise nupuga valitakse alajaotus , kollasega teema ja rohelise nupuga lehekülg ( nimi ) .	0
( Näit .	0
uudised · majandusuudised · valuutakursid .	0
) <br> Eelmise lehekülje valimine toimub punase nupuga .	0
Alajaotused ja teemad võivad olla esitatud ka tabelina , milles valimine toimub teleri kaugjuhtimispuldi kursorinuppudega .	0
TOPTEXT-teleteksti ülekanded on Eestis jälgitavad satelliidi vahendusel põhiliselt Saksa telekanalite teletekstides .	0
Esimesena Euroopas alustas teleteksti ülekandmist BBC ( B ritish B roadcasting C ompany ) juba paarkümmend aastat tagasi .	0
Seda sama teleteksti , millele inglased andsid nime CEEFAX , oleks võimalik vaadata iga tänapäevase teletekstidekoodriga varustatud teleriga .	0
Seega saatestandardis muutust toimunud ei ole .	0
Alternatiivne Prantsusmaal välja töötatud teletekstisüsteem Antiope on tänaseks konkurendi poolt välja tõrjutud ka viimase sünnimaalt .	0
Teleteksti areng ei ole siiski seisma jäänud .	0
Berliini messil IFA ' <INT> esitleti uut teleteksti laiendatud võimalustega varianti HiText .	0
( teletekst level <FLOAT> ) .	0
HiText on allapoole ühilduv praegu laialdaselt kasutusel oleva ( level <INT> ) teleteksti variandiga ja on tavalise dekoodriga varustatud teleri ekraanil näha nagu tavaline teletekst .	0
Nägemata jäävad vaid osa graafikat ja teksti see osa , mis jääb väljapoole level <INT> poolt kasutatavat ekraanipiirkonda .	0
HiText võimaldab lisaks tavalisele teletekstile : <br> <INT> .	0
üle kanda igal real <INT> märki , <br> <INT> .	0
keerulisemaid ja parema resolutsiooniga graafilisi kujundeid , <br> <INT> .	0
liikuvaid objekte , <br> <INT> .	0
teksti ja graafikat on võimalik ekraanile esitada <INT> erineva värviga .	0
Igat värvi taas <INT> erineva intensiivsusega , mis annab kokku <INT> kombinatsiooni .	0
<INT> .	0
ekraanile kuvada logosid jne .	0
<INT> .	0
kasutaja poolt valida spetsiaalseid sümboleid ( erilisi tähemärke ) ja värve ( <INT> x <INT> ) .	0
Mõned teleritootjad on andnud oma teleri teletekstile juba praegu nime MEGATEKST .	0
