-ei esine vōi kerge käitumish,35
"Preproliferatiivne,osaliselt laserdatud",35
Vasak õlg,34
"Seksuaalse suhtumise, käitumise ja sättumuse e orienteeritusega seotud nõuandmine [seksuaalnõustamine], muu seksuaalnõustamine",34
I pk,34
Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta; Riskiaste 3,34
Tänav ja [maan]tee,34
"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta,II",33
"Täpsustamata paik, puhke- ja vaba aja tegevus",33
"Vililasestressiga [-distressiga] tüsistunud sünnitamine ja sünnitus, vililase südamelöögisageduse anomaaliaga tüsistunud sünnitamine ja sünnitus",32
Ebastabiilne isiksus,32
"Kool, muu asutus ja avalik administratiivpiirkond, töötamine tasu eest, teenistus",32
Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega II,31
"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega I aste (organkahjustus II, kõrge kardiovaskulaarne risk)",31
Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega; Riskiaste 3,31
Anaemia gravidarum,31
Trepil(t) või astmetel(t) kukkumine kodus puhke- või vabaaja tegevuse juures,31
"Kodu, töötamine tasu eest, teenistus",31
E pahaloomuline kasvaja,30
Põlveõndla limapaunatsüst [baker],30
Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega III,30
Muus või täpsustatud kohas puhke- või vabaaja tegevuse juures,30
Vasak pool,29
Bakteriaalne vaginoos,29
F70.1   olulise käitumishäirega,28
"Orgaanilised meeleoluhäired, orgaaniline de",28
"Trepil(t) või astmetel(t) kukkumine, kodu",28
Peopesa sidekirme fibromatoos [dupuytreni kontraktuur],27
A pahaloomuline kasvaja,27
Vasaku põlveliigese artroos.,27
"Vitrektoomiajärgne, vesivedelik klaaskeharuumis",27
"Kodu, muu täpsustamata tegevus",27
Liiklusvälises õnnetuses vigastatud juht,27
Patsiendi ebaloomuliku reaktsiooni või hilisema tüsistuse põhjusena menetluseaegset äpardust mainimata,27
"Küünarluu üla- [proksimaalse] otsa murd, kinnine",26
NYHA III,26
I healoomuline kasvaja,26
Rauaainevahetuse häired.  (homosügoot C282Y),26
. Hemokromatoos (homosügoot C282Y),26
Ovulatsiooniaegne valu {mittelschmerz},26
Krooniline migreen,26
"Oc. utr.
oc. utr.",25
Vasaku põlveliigese endoprotees,25
"Kahtlus
kahtlus",25
Parem õlg,25
"Muud ja täpsustatud kohad, töötamine tasu eest, teenistus",25
"Krooniline sinu[s]iit e ninakõrvalurkepõletik, muu krooniline sinu[s]iit",24
Täpsustamata reuma,24
Rinnaosa piirkond,24
Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta  II,24
"Emaka (v.a emakakael) põletikuline haigus, emaka äge põletikuline haigus",24
Parem pool,24
Parema põlveliigese artroos.,24
Mõõdukas depressioon,24
Glomeerulite haigusseisundid melliitdiabeedi korral (e10-e14 ühise neljanda tärgiga.2),24
Status post arthroplasticam coxae bilateralis,24
Muud ja täpsustatud kohad,24
Kergekujuline rasedusaegne iiigoksendamine,23
"Reieluukaela-murd, kinnine",23
"Äge suulae- e kurgumandlipõletik e tonsilliit [angiin], täpsustamata äge suulaemandlipõletik",23
Kanna- [ahilleuse]kõõluse vigastus,23
Rinnaosa-nimme piirkond,23
"Tür[e]oidiit e kilpnäärmepõletik, krooniline tür[e]oidiit mööduva tür[e]otoksikoosiga",23
Parem põlv,23
Parem põlveliiges,23
"Spordi- ja kehakultuuriväljakud [asutused], puhke- ja vaba aja tegevus",23
"Rangluumurd, kinnine",22
"Emaka (v.a emakakael) põletikuline haigus, emaka krooniline põletikuline haigus",22
"Sõltuvus, käesolevalt kaine",22
A marrastus võõrkeha mainimata,22
"Diffuusne
diffuusne",22
Oc. dex,22
"Kaubanduse ja teeninduse piirkond, töötamine tasu eest, teenistus",22
"Crohni tõbi [regionaalne e segmentaarne peensoolepõletik], peensoole crohni tõbi",21
Küünar- ja kodarluu distaalsete otsade murd,21
"Sääre hulgimurd, kinnine",21
Gonarthrosis sin.,21
Keskmine raskusaste,21
II st.,21
NYHA II staadium,21
I11.9  Südamekahjustusega hüpertooniatõbi. Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta,21
Spordi- või kehakultuuriväljakul [asutuses] sportliku tegevuse juures,21
"Sääre muude osade murrud, kinnine",20
Vasak põlveliiges,20
Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta Risk-2,20
"Aurata migreen [tavaline migreen]
sagedaste hoogudega.",20
"Emaka (v.a emakakael) muud põletikuta haigusseisundid, emaka väärasend",20
Parem põlveliiges endoproteesitud.,20
Kirurgiline operatsioon või muud kirurgilised menetlused patsiendi ebaloomuliku reaktsiooni või hilisema tüsistuse põhjusena menetluseaegset äpardust mainimata.,20
Jälgimine muude kahtlustatud haiguste ja seisundite,19
- paroksüsmaalne,19
Gonarthrosis dex.,19
"Tür[e]otoksikoos [hüpertüreoos], tür[e]otoksikoos üksiku toksilise kilpnäärmesõlmega",19
"Oc.utr.
oc.utr.",19
"Raskekujuline, kasutab CPAP aparaati
raskekujuline, kasutab CPAP aparaati",19
"Kokkupuude muude ajamiga [mootoriga] tööriistade ja majapidamisseadmetega, kodu, puhke- ja vaba aja tegevus",19
Täpsustamata paik,19
Mõõdukas korduv depressioon,18
"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega
II aste, organkahjustus II, kõrge risk",18
In suspectu,18
Ilma olulise käitumishäireta,18
Vasak põlv,18
"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta
II aste, organkahjustus II, keskmine risk",18
"Od , silmasisese e intraokulaarse läätse olemasolu",18
Ja kaelavalu,18
"Näol
näol",18
Täpsustamata paigas muul täpsustamata tegevusel,18
"Trepil(t) või astmetel(t) kukkumine, kodu, muu täpsustatud tegevusega",18
Hulgipaikmed lülisambas,17
"Mittetäielik, hilise või rohke verejooksuga tüsistunud",17
Sil. õli vas. silmas,17
Wegeneri granulomatoos,17
L5 radikulopaatia paremal,17
"Herpesviirusnakkused [herpes simplex], herpesviiruslik villiline dermatiit",17
Äge kõripõletik,17
Kerge korduv depressioon,17
Krooniline lihtlihhen,17
Riskiaste 3,17
Ruptura perinei II,17
Ühe silma pimedus,17
II  st.,17
Esineb hüperlipideemia,17
"Muud ja täpsustatud kohad, sportlik tegevus",17
Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta III,16
Silikoonõli tamponaad paremal silmal,16
Roiete hulgimurd,16
Insuff renum chr,16
"Ainult pindluumurd, kinnine",16
"Akt.f I , liigesfn  puud. I-II",16
Riskiaste 1,16
"Autoimmuunne tür[e]oidiit; hüpotüreoos
hüpotüreoos",16
"Püsivate sümptomidega, mõõduka raskusega
püsivate sümptomidega, mõõduka raskusega",16
Pärilik motoorne ja sensoorne neuropaatia,16
Täpsustamata vaskulaarne dementsus,16
Parem õlaliiges,16
"Tür[e]otoksikoos [hüpertüreoos], täpsustamata tür[e]otoksikoos",16
"Pingutusstenokardia, stenokardia",16
"Kokkupuude muude ajamiga [mootoriga] tööriistade ja majapidamisseadmetega, kodu, muu töö ja tegevus",16
"Torakaal- [rinna]lülimurd, kinnine",15
"Crohni tõbi [regionaalne e segmentaarne peensoolepõletik], muu crohni tõbi",15
"Põlvekedramurd [patellafraktuur], kinnine",15
Parem puusaliiges,15
II st,15
Rinna pahaloomuline kasvaja,15
Veresugulase nõustamine,15
"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta
II aste, organkahjustus II, kõrge  risk",15
Vahetult pärast sünnitust,15
"A marrastus võõrkeha mainimata
oc.dex.",15
"Preprol. oc. utr., laserdatud",15
Osteoporoosi skriining,15
"Keskmise raskusega
keskmise raskusega",15
Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega  II  st.,15
Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta; Riskiaste 1,15
Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega I aste,15
Mitraal(klapi) puudulikkus ( mõõdukas ),15
"Kodu, tegevus, mis on seotud muude eluavaldustega, nagu puhkamine, magamine, söömine jms",15
"Kool, muu asutus ja avalik administratiivpiirkond, puhke- ja vaba aja tegevus",15
"Tänav ja [maan]tee, muu töö ja tegevus",15
III st. NYHA,14
Lymei tõbi,14
IV st,14
-muu käitumishäire,14
Prol. oc. utr.,14
III st,14
"Raskekujuline
raskekujuline",14
"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta
II aste, organkahjustus II, kõrge risk",14
Magna ou,14
"Status post arthroplasticam genu dex.
Status post arthroplasticam genu dex.",14
Noorte reumatoidartriit,14
-> sanata,14
Parema põlveliigese endoprotees.,14
Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta  II  st.,14
"Uinumise ja une säilitamise häired [insomniad]
Vahetustega töö puhune unehäire",14
Fikseerunud kodade virvendusarütmia,14
"Tööstus- või ehituspiirkonnas tasu eest töötamisel, teenistusel",14
. Parema puusaliigese endoprotees ( 2005 ),14
G25.0  Muud ekstrapüramidaal- ja liigutushäired.,14
G25.0  . Essentsiaalne treemor,14
"Liiklusõnnetuses vigastatud juht, puhke- ja vaba aja tegevus",14
Redelile(-lilt) kukkumine kodus puhke- või vabaaja tegevuse juures,14
"Elamisasutus, sportlik tegevus",14
"Kesknärvisüsteemi muud demüelin[is]eerivad haigused, kesknärvisüsteemi täpsustamata demüelin[is]eeriv haigus",13
Parem hüppeliiges,13
"Kapsulaarne läätse pseudoeksfoliatsiooniga (esmane; residuaal- e) jääkglaukoom
oc. utr.",13
L5 radikulopaatia vasakul,13
Paige täpsustamata,13
"Sääreluu distaalse [ala]otsa murd, kinnine",13
"Krooniline lihtne (esmane; residuaal- e) jääkglaukoom
OU",13
Sünnitusjärgne kontroll,13
Vasaku puusaliigese artroos.,13
S1 sin,13
"Od  , silmasisese e intraokulaarse läätse olemasolu",13
Lihasevalu e müalgia õlavöötmes,13
Escherichia coli [e. coli] mujal klassifitseeritud haiguste tekitajana,13
Gonarthrosis bilateralis,13
Paikmega seotud (fokaalne; partsiaalne) sümptomaatiline epilepsia ja komplekssete osaliste hoogudega epi,13
"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta II aste (organkahjustus III, ülikõrge kardiovaskulaarne risk)",13
Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta I aste,13
"Uinumise ja une säilitamise häired [insomniad]; mittekosutav uni
mittekosutav uni",13
Kodade fibrillatsioon,12
"Emaka (v.a emakakael) muud põletikuta haigusseisundid, endomeetriumi adenomatooshüperplaasia",12
Asthma bronchiale,12
1b genotüüp,12
"Sääreluu proksimaalse [üla]otsa murd, kinnine",12
"Krooniline sinu[s]iit e ninakõrvalurkepõletik, krooniline sõelluu-urkepõletik e etmoidaalsinu[s]iit",12
"Suulae- [kurgu-] ja [nina-]neelumandlite kroonilised haigused, täpsustamata kurgu- ja neelumandli krooniline haigus",12
Algav preprol. oc. utr.,12
Parema puusaliigese artroos.,12
Mõlema põlveliigese artroos.,12
"Keskmise raskusega; CPAP-ravi
keskmise raskusega; CPAP-ravi",12
IVF. Gravid in hebd 6,12
Krooniline b-viirushepatiit delta-agensita,12
"Aurata migreen [tavaline migreen]; sagedaste hoogudega.
sagedaste hoogudega.",12
R  ou,12
"Os , algav seniilkatarakt",12
Ou .,12
- fikseerunud,12
Paroksüsmaalne kodade virvendusarütmia,12
"Redelile(-lilt) kukkumine, kodu, puhke- ja vaba aja tegevus",12
"Trepil(t) või astmetel(t) kukkumine, kodu, muu töö ja tegevus",12
"Kaubanduse ja teeninduse piirkond, puhke- ja vaba aja tegevus",12
"Elamisasutus, muu töö ja tegevus",12
"Kodus puhke- või vabaaja tegevuse juures
od",12
"Pertrohhanteerne [pöörlit läbiv] murd, kinnine",11
Täpsustamata dementsus,11
"Reieluukeha [-diafüüsi] murd, kinnine",11
"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta I aste (organkahjustus II, kõrge kardiovaskulaarne risk)",11
"Roidemurd, kinnine",11
Vasak hüppeliiges,11
"Hammaste ja näo arenguhäired [kaasa arvatud hambumushäired], temporomandibulaarse e oimuluu-alalõua liigese haigusseisundid",11
Vasak puusaliiges,11
-  myop.,11
E kolangio- e sapisoonekartsinoom,11
Haiguste somatisatsiooniga,11
"Alajäseme (v.a jalg) entesopaatiad e limapaunade-kõõluste-liigesekihnude (koosesinevad) haigustused, achilleuse kõõlusepõletik",11
Keskmine raskusaste a CPAP-ravi testimine,11
Od .,11
L5 vasakul,11
"PR  , presbüoopia e vanaeanägevus",11
Kodarluu tikkeljätke kõõlusetupepõletik [de quervain],11
Ühekordne või pikaajaline kontakt inimese immuunpuudulikkuse viirusega [hiv],11
Myopicus ou,11
"Ou , algav seniilkatarakt",11
Ruptura mucosae vaginae,11
L-thyroxin ravil,11
"Uinumise ja une säilitamise häired [insomniad]
rohked ärkamised öö jooksul",11
"Os  , algav seniilkatarakt",11
Kirurgiliste ja muude meditsiiniliste menetluste,11
"Trepil(t) või astmetel(t) kukkumine, muud ja täpsustatud kohad, puhke- ja vaba aja tegevus",11
"Kokkupuude ajamita [mootorita] tööriistaga, kodu, puhke- ja vaba aja tegevus",11
"Tänav ja [maan]tee, muu täpsustamata tegevus",11
"/täielik või täpsustamata,tüsistusteta/",10
Subkortikaalne vaskulaarne dementsus,10
Insuff c/v chr,10
"Th 6-11 paravertebraalne perifeerne primitiivne neuroektodermaalne tuumor/ekstraossaalne Ewingi sarkoom ; c T2 N0 M1B IVBst
Th 6-11 paravertebraalne perifeerne primitiivne neuroektodermaalne tuumor/ekstraossaalne Ewingi sarkoom",10
Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega; 3,10
IgG I A st.,10
Adenocarcinoma  prostatae GS 3+4=7,10
"Rasedust, sünnitust j",10
Allergia ei kinnitunud,10
Varem läbipõetud,10
Proliferatiivne ou,10
"Raskekujuline, kasutab CPAP aparaati",10
"Makula (atroofiline; eksudatiivne) seniildegeneratsioon
ou",10
"Köhavariantne
köhavariantne",10
Kaela ja õlavöötmes,10
In susp.,10
Krooniline superfitsiaal(ne) -gastriit e pindmine mao(limaskesta)põlet,10
"A marrastus võõrkeha mainimata
od",10
"Os , silmasisese e intraokulaarse läätse olemasolu",10
Druusid ou,10
F71.1   oluliste käitumishäiretega,10
"Sin.
sin.",10
-ei esine või kerge käitumish,10
"Emaka (v.a emakakael) muud põletikuta haigusseisundid, emaka täpsustamata põletikuta haigusseisund",10
Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega mikroalbum +,10
I aste,10
"D I-II st, s I st.",10
Kaela-rinnaosa piirkond,10
"Rauavaegusaneemia, (Krooniline) verekaotusjärgne teisene rauavaegusaneemia",10
II aste NYHA j.,10
Spordi- ja kehakultuuriväljakud [asutused],10
"Elamisasutus, töötamine tasu eest, teenistus",10
Spordi- või kehakultuuriväljakul [asutuses] puhke- või vabaaja tegevuse juures,10
"Kodus puhke- või vabaaja tegevuse juures
os",10
FA persistens,9
"Konkussioon, ilma lahtise koljusisese haavata",9
Raskekujuline müasteenia,9
Täpsustamata sapiteed,9
III NYHA,9
II staadium,9
Paremal käel,9
"Primaarne skleroseeriv kolangiit, maksatsirroos",9
"Mediaalse malleooli [keskmise pekse] murd, kinnine",9
"Aterosklerootiline kardiovaskulaarhaigus (nii kirjeldatud)
krooniline isheemiatõbi",9
Laesio menisci medialis genus dex.,9
Vasak õlaliiges,9
"Dermatofütoos e nahaseenhaigustu[mu]s, kere nahaseenhaigustus e tiinea",9
Funktsionaalne düspepsia,9
Kaela- ja nimmeosas,9
HPV 16,9
"Preprol., laserdatud oc. utr.",9
"HPV kõrge riski (31,33,35,39,45,51,52,56,58,59,66,68) DNA Positiivne",9
"Raskekujuline, aPAP ravi testimine",9
S1 vasakul,9
Tega agorafoobia,9
Ventrikulaarne ekstrasüstoolia,9
Sicca ?,9
Osteochondrosis et spondyloarthrosis reg. lumbalis.,9
IVF rasedus,9
"Äge suulae- e kurgumandlipõletik e tonsilliit [angiin], streptokokitekkene kurgumandlipõletik",9
Chondromalacia genus dex.,9
"Capitis et guttata et nummularis disseminata  in st.prog.
capitis et guttata et nummularis disseminata  in st.prog.",9
Jälgimine muu kahtlustatud kardiovaskulaarse haiguse,9
Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta II aste,9
"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega, 2 aste,keskmine risk",9
"Muud mükobakternakkused [mükobakterioosid], muud mükobakternakkused",9
Aordiklapi bioprotees,9
Parem käsi,9
Mõõdukas raskusaste,9
"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta I aste (organkahjustus I, keskmine kardiovaskulaarne risk)",9
- põlveliigesed,9
"Od  , algav seniilkatarakt",9
III staadium,9
"Fikseerunud, Marevanravil",9
II st. NYHA,9
Ruptura perinei I.,9
Mitraal(klapi) puudulikkus-mõõdukas,9
Kitsad hammaskaared,9
"Kitsas kõvasuulae kaar
kitsas kõvasuulae kaar",9
Düstür[e]oidne eksoftalm e punnsilmsus (E05.-+),9
"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta II aste, OK IV",9
"Viirustüükad [soolatüükad]; man dex.
man dex.",9
. Muud kirurgilised menetlused,9
"Abordi-, emakavälise raseduse ja",8
"Vililasestressiga [-distressiga] tüsistunud sünnitamine ja sünnitus, vililase südamelöögisageduse an",8
- ägenemine,8
Põlvekedramurd [patellafraktuur],8
III aste NYHA j.,8
NYHA I-II staadium,8
"Mõlema põlveliigese artroos, paremal enam kui vasakul.",8
I/v L3-L4,8
"Ägenemiste ja remissioonidega kulg, ägenemine",8
I/v L4-L5,8
Takistatud defekatsioon,8
Vasak käsi,8
Infertilitas primaria,8
II f.kl.,8
Parem jalg,8
Olulise käitumishäirega,8
L4 radikulopaatia paremal,8
Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega.,8
I CCS,8
"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega III, (OK2, kõrge risk)",8
Algav taustaretinopaatia mõl. silmas,8
Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega Risk -3,8
I_II aste,8
"Polüartriit seropos.,act. f II,liigesfunktsioon puudulik II,rö. st.I",8
Taustaretinopaatia mõlemas silmas,8
"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega,2 aste,riskiaste 2",8
"Raske, soovitav CPAP ravi
raske, soovitav CPAP ravi",8
"A marrastus võõrkeha mainimata
oc. sin.",8
Osteoporoosi suhtes,8
"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega
II aste, organkahjustus  II,keskmine  risk",8
Lyme`i tõbi,8
Korduv depressiivne häire e korduv depressioon.,8
"Emaka (v.a emakakael) põletikuline haigus, emaka täpsustamata põletikuline haigus",8
Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta II  st.,8
PR  myop.,8
Bursitis subacromialis dex,8
"Pk ( 2006.a. gastrektoomia , koletsüstektoomia )",8
Valikuline immunoglobuliin g [igg] alaklasside vaegus,8
Bursitis subacromialis sinistra,8
"Opereeritud
opereeritud",8
"A marrastus võõrkeha mainimata
os",8
"Püsivate sümptomitega, keskmine raskus, ägenemine
püsivate sümptomitega, keskmine raskus, ägenemine",8
"Tür[e]otoksikoos [hüpertüreoos], tehislik tür[e]otoksikoos",8
R od,8
"Äge sinu[s]iit e ninakõrvalurkepõletik, äge otsmikuurkepõletik",8
Venoosne ekseem,8
"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta II aste (organkahjustus II, kõrge kardiovaskulaarne risk)",8
Pk st IV,8
Cicatrix uteri N 1,8
"Pk ( 2006 gastrektoomia , koletsüstektoomia )",8
L5 dex,8
"Ägenemiste ja remissioonidega kulg
Ägenemiste ja remissioonidega kulg",8
Arthrosis art. AC dex.,8
NYHA II-III,8
"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega,II",8
Bilat. IIst.,8
Os  ?,8
"Südamekahjustusega hüpertooniatõbi (kongestiivse) südamepuudulikkusega II aste (organkahjustus II, kõrge kardiovaskulaarne risk)",8
. PTCA + stent ( 2011 ),8
V os,8
Inf. bilat.,8
I staadium,8
Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta; 2,8
"Uinumise ja une säilitamise häired [insomniad]
korduvad ärkamised",8
Parema puusaliigese endoprotees,8
"Kliiniliselt kahtlus
kliiniliselt kahtlus",8
Compos. myop. ou.,8
Muu hüpotüreoos.,8
. Muu täpsustatud hüpotüreoos,8
. Implantaadi või kunstliku sisemise seadise paigaldamisega seotud kirurgiline operatsioon,8
"Liiklusõnnetuses vigastatud sõitja, puhke- ja vaba aja tegevus",8
". Muud ja täpsustatud kohad, muu täpsustatud tegevusega",8
"Tänav ja [maan]tee, töötamine tasu eest, teenistus",8
"Redelile(-lilt) kukkumine, kodu, muu töö ja tegevus",8
Liiklusvälises õnnetuses vigastatud erikonstruktsioonig,8
"Trepil(t) või astmetel(t) kukkumine, elamisasutus, puhke- ja vaba aja tegevus",8
"Trepil(t) või astmetel(t) kukkumine, kaubanduse ja teeninduse piirkond, töötamine tasu eest, teenistus",8
"Emaka (v.a emakakael) muud põletikuta haigusseisundid, emaka muud täpsustatud põletikuta haigusseisundid",7
Funktsionaalne klass II-III,7
Hilise algusega dementsus alzheimeri tõvest,7
"Sääreluu keha [-diafüüsi] murd, kinnine",7
Kolangio- e spisoonekartsinoom 2c0c1 IV   2,7
"Oc. dex.
oc. dex.",7
Subduraalne traumaatiline hemorraagia,7
Oc. utr. meditsiiniline näidustus,7
Keskmine raskus,7
- paremal,7
"CHA2DS2-VASc 5, HAS BLED 2",7
Parem puus,7
Vasak puus,7
Parem ranne,7
"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta I aste (organkahjustus II, keskmine kardiovaskulaarne risk)",7
Se pahaloomuline kasvaja; III vatsakese ja thalamuse piirkonna maligniseerunud epidermoidt,7
"Remissioonis
remissioonis",7
Artroskoopia järgne seisund,7
Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta III aste kõrga lisarisk,7
- remissioonis,7
Seniilne nukleaarkatarakt e tuumakae od,7
"Algav preproliferatiivne,osaliselt laserdatud",7
"Kapsulaarne läätse pseudoeksfoliatsiooniga (esmane; residuaal- e) jääkglaukoom
od",7
Preprol+ makulopaatia oc. utr,7
"Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südamepuudulikkuseta OK 2, kõrge risk",7
"Muude tarsaal- [kanna]luude murd, kinnine",7
