,analysis_name,analysis_substrate,parameter_code,parameter_name,unit,count,System,Pleural,Pericardial,SerPla,VenoseBlood,CapillaryBlood,ArterialBlood,CSF,Blood,Plasma,Serum,Urine
7665,Hematoloogilised uuringud,nan,CSF-aVZVM,PLCR,,1,,False,False,False,False,False,False,True,False,False,False,False
7761,Hematoloogilised uuringud,nan,CSF-B_burgdorferi_IgG,RDW%,,13,,False,False,False,False,False,False,True,False,False,False,False
7825,Hematoloogilised uuringud,nan,CSF-aBorrG,PLCR,,10,,False,False,False,False,False,False,True,False,False,False,False
7904,Histoloogia,nan,CSF-IgGinImmuunglobuliinGindeks,Arhiivi number,,1,,False,False,False,False,False,False,True,False,False,False,False
7909,Histoloogia,nan,CSF-MN,Diagnoos 1,,62,,False,False,False,False,False,False,True,False,False,False,False
8051,Histoloogia,nan,CSF-Enterovirus_RNA,Lokatsioon,,1,,False,False,False,False,False,False,True,False,False,False,False
8053,Histoloogia,nan,"CSF-HSV1-IgG,_IgM",Diagnoos 1,,4,,False,False,False,False,False,False,True,False,False,False,False
8127,Histoloogia,nan,CSF-Neutrofiilid,Lokatsioon,,13,,False,False,False,False,False,False,True,False,False,False,False
8242,Histoloogia,nan,CSF-Ig-oligoImmuunglobuliinid(oligoklonaalsed)liikvoris,Kirjeldus,,2,,False,False,False,False,False,False,True,False,False,False,False
8426,Histoloogia,nan,CSF-Bac-PCR,Diagnoos 1,,10,,False,False,False,False,False,False,True,False,False,False,False
8446,Histoloogia,nan,CSF-B.burgdorferi_IgG,Arhiivi number,,1,,False,False,False,False,False,False,True,False,False,False,False
8488,Hematoloogilised uuringud,nan,CSF-Borr-G,RDW%,,1,,False,False,False,False,False,False,True,False,False,False,False
8500,Histoloogia,nan,"CSF-HSV1-IgG,_IgM",Kirjeldus,,4,,False,False,False,False,False,False,True,False,False,False,False
8673,Hematoloogilised uuringud,nan,CSF-Enterovirus_RNA,RDW%,,1,,False,False,False,False,False,False,True,False,False,False,False
8823,Hematoloogilised uuringud,nan,CSF-B.burgdorferi_IgM,PLCR,,1,,False,False,False,False,False,False,True,False,False,False,False
8903,Histoloogia,nan,CSF-aBorrG,Arhiivi number,,10,,False,False,False,False,False,False,True,False,False,False,False
9047,Histoloogia,nan,CSF-aHSV2G,Lokatsioon,,2,,False,False,False,False,False,False,True,False,False,False,False
9089,Histoloogia,nan,CSF-Borr-PCR,Arhiivi number,,2,,False,False,False,False,False,False,True,False,False,False,False
9265,Histoloogia,nan,CSF-VZV_IgG,Arhiivi number,,2,,False,False,False,False,False,False,True,False,False,False,False
9371,Hematoloogilised uuringud,nan,CSF-Mycob,RDW%,,1,,False,False,False,False,False,False,True,False,False,False,False
9376,Histoloogia,nan,CSF/S-B_burgdorferi_IgG,Arhiivi number,,5,,False,False,False,False,False,False,True,False,False,False,False
9440,Histoloogia,nan,CSF-PMN%,Kirjeldus,,56,,False,False,False,False,False,False,True,False,False,False,False
9456,Hematoloogilised uuringud,nan,CSF-IgGImmuunglobuliinGliikvoris,PLCR,,2,,False,False,False,False,False,False,True,False,False,False,False
9471,Hematoloogilised uuringud,nan,CSF-VZV_IgM,PLCR,,2,,False,False,False,False,False,False,True,False,False,False,False
9491,Histoloogia,nan,CSF-aHSV1M,Kirjeldus,,2,,False,False,False,False,False,False,True,False,False,False,False
9601,Histoloogia,nan,CSF-TBEVIgM/PuukentsefaliidiviirusevastaneIgMliikvoris,Kirjeldus,,7,,False,False,False,False,False,False,True,False,False,False,False
9792,Histoloogia,nan,CSFWBCLeukotsüüdidliikvoris,Arhiivi number,,1,,False,False,False,False,False,False,True,False,False,False,False
9809,Hematoloogilised uuringud,nan,CSF-Lümfotsüüdid,PLCR,,12,,False,False,False,False,False,False,True,False,False,False,False
9837,Histoloogia,nan,CSF-Borr-G,Lokatsioon,,1,,False,False,False,False,False,False,True,False,False,False,False
9848,Histoloogia,nan,CSF-PMN,Kirjeldus,,62,,False,False,False,False,False,False,True,False,False,False,False
9870,Histoloogia,nan,"CSF-HSV1-IgG,_IgM",Arhiivi number,,4,,False,False,False,False,False,False,True,False,False,False,False
9874,Histoloogia,nan,CSF-B_burgdorferi_IgG,Arhiivi number,,13,,False,False,False,False,False,False,True,False,False,False,False
9878,Hematoloogilised uuringud,nan,CSF-Mycob-CM,PLCR,,1,,False,False,False,False,False,False,True,False,False,False,False
9880,Histoloogia,nan,CSF-RBC,Diagnoos 1,,68,,False,False,False,False,False,False,True,False,False,False,False
9976,Hematoloogilised uuringud,nan,CSF-IgGImmuunoglobuliinGliikvoris,RDW%,,1,,False,False,False,False,False,False,True,False,False,False,False
10269,Histoloogia,nan,CSF-Mycob-BD,Lokatsioon,,1,,False,False,False,False,False,False,True,False,False,False,False
10409,Histoloogia,nan,CSFRBCErütrotsüüdidliikvoris,Kirjeldus,,1,,False,False,False,False,False,False,True,False,False,False,False
10456,Histoloogia,nan,CSFWBCLeukotsüüdidliikvoris,Diagnoos 1,,1,,False,False,False,False,False,False,True,False,False,False,False
10609,Histoloogia,nan,CSF-Mycob-BD,Arhiivi number,,1,,False,False,False,False,False,False,True,False,False,False,False
10666,Histoloogia,nan,CSF/S-B_burgdorferi_IgG,Kirjeldus,,5,,False,False,False,False,False,False,True,False,False,False,False
10675,Hematoloogilised uuringud,nan,CSF-monotsüüdid,RDW%,,13,,False,False,False,False,False,False,True,False,False,False,False
10719,Hematoloogilised uuringud,nan,CSF-aTBEG-IgM,PLCR,,1,,False,False,False,False,False,False,True,False,False,False,False
10757,Histoloogia,nan,CSF-Enterovirus_RNA,Kirjeldus,,1,,False,False,False,False,False,False,True,False,False,False,False
10816,Hematoloogilised uuringud,nan,CSF-VZV_IgM,RDW%,,2,,False,False,False,False,False,False,True,False,False,False,False
10840,Hematoloogilised uuringud,nan,CSF-RBC,PLCR,,68,,False,False,False,False,False,False,True,False,False,False,False
11085,Histoloogia,nan,CSF-Diff,Diagnoos 1,,65,,False,False,False,False,False,False,True,False,False,False,False
11138,Hematoloogilised uuringud,nan,CSF-Ag,PLCR,,10,,False,False,False,False,False,False,True,False,False,False,False
11168,Histoloogia,nan,CSF-aTBE-G,Diagnoos 1,,3,,False,False,False,False,False,False,True,False,False,False,False
11220,Histoloogia,nan,CSF-Mycob-CM,Kirjeldus,,1,,False,False,False,False,False,False,True,False,False,False,False
11334,Histoloogia,nan,CSF-Bac-PCR,Kirjeldus,,10,,False,False,False,False,False,False,True,False,False,False,False
11435,Histoloogia,nan,CSF-IgG-ind,Kirjeldus,,63,,False,False,False,False,False,False,True,False,False,False,False
11612,Hematoloogilised uuringud,nan,CSF-aTBE-M,RDW%,,3,,False,False,False,False,False,False,True,False,False,False,False
11685,Histoloogia,nan,CSF_B_burgdorferi_IgG,Lokatsioon,,2,,False,False,False,False,False,False,True,False,False,False,False
11723,Histoloogia,nan,CSF-Gluk,Diagnoos 1,,4,,False,False,False,False,False,False,True,False,False,False,False
11739,Histoloogia,nan,CSF-Prot,Kirjeldus,,83,,False,False,False,False,False,False,True,False,False,False,False
11841,Hematoloogilised uuringud,nan,CSF-muudrakud,RDW%,,7,,False,False,False,False,False,False,True,False,False,False,False
11870,Histoloogia,nan,CSF-B_burgdorferi_IgG,Kirjeldus,,13,,False,False,False,False,False,False,True,False,False,False,False
11895,Hematoloogilised uuringud,nan,CSF-WBC,PLCR,,170,,False,False,False,False,False,False,True,False,False,False,False
11967,Hematoloogilised uuringud,nan,CSF-TBEV_IgM,RDW%,,2,,False,False,False,False,False,False,True,False,False,False,False
11969,Histoloogia,nan,"CSF-HSV2-IgG,IgM",Kirjeldus,,4,,False,False,False,False,False,False,True,False,False,False,False
12015,Histoloogia,nan,CSF-Xan,Diagnoos 1,,11,,False,False,False,False,False,False,True,False,False,False,False
12097,Hematoloogilised uuringud,nan,CSF-aHSV1M,RDW%,,2,,False,False,False,False,False,False,True,False,False,False,False
12371,Histoloogia,nan,CSF-aTBEG-IgM,Arhiivi number,,1,,False,False,False,False,False,False,True,False,False,False,False
12588,Histoloogia,nan,CSF-IgGImmuunoglobuliinGliikvoris,Kirjeldus,,1,,False,False,False,False,False,False,True,False,False,False,False
12812,Histoloogia,nan,CSF-Borrelia_PCR,Lokatsioon,,2,,False,False,False,False,False,False,True,False,False,False,False
12841,Histoloogia,nan,CSF-TPHA,Kirjeldus,,1,,False,False,False,False,False,False,True,False,False,False,False
13067,Histoloogia,nan,CSF-MN%,Arhiivi number,,56,,False,False,False,False,False,False,True,False,False,False,False
13070,Histoloogia,nan,CSF-TBEV_IgM,Arhiivi number,,2,,False,False,False,False,False,False,True,False,False,False,False
13092,Histoloogia,nan,CSF-LacLaktaatliikvoris,Lokatsioon,,65,,False,False,False,False,False,False,True,False,False,False,False
13184,Histoloogia,nan,CSF-Borrelia_PCR,Diagnoos 1,,2,,False,False,False,False,False,False,True,False,False,False,False
13185,Histoloogia,nan,CSF-PMN%,Lokatsioon,,56,,False,False,False,False,False,False,True,False,False,False,False
13244,Hematoloogilised uuringud,nan,CSF-Enterovirus_RNA,PLCR,,1,,False,False,False,False,False,False,True,False,False,False,False
13394,Hematoloogilised uuringud,nan,CSF-LacLaktaatliikvoris,PLCR,,65,,False,False,False,False,False,False,True,False,False,False,False
13526,Hematoloogilised uuringud,nan,CSF-ProtValkliikvoris,PLCR,,34,,False,False,False,False,False,False,True,False,False,False,False
13575,Hematoloogilised uuringud,nan,CSF-aEntM,RDW%,,1,,False,False,False,False,False,False,True,False,False,False,False
13642,Histoloogia,nan,CSF-Neutrofiilid,Kirjeldus,,13,,False,False,False,False,False,False,True,False,False,False,False
13692,Histoloogia,nan,CSF-DiffALiikvoritsütoosiuuringanalüsaatoril,Kirjeldus,,60,,False,False,False,False,False,False,True,False,False,False,False
13888,Histoloogia,nan,CSF-MN%,Lokatsioon,,56,,False,False,False,False,False,False,True,False,False,False,False
13906,Hematoloogilised uuringud,nan,CSF-muudrakud,PLCR,,7,,False,False,False,False,False,False,True,False,False,False,False
13937,Histoloogia,nan,CSF-Xan,Lokatsioon,,11,,False,False,False,False,False,False,True,False,False,False,False
13944,Histoloogia,nan,CSF-Diff_,Kirjeldus,,2,,False,False,False,False,False,False,True,False,False,False,False
13990,Hematoloogilised uuringud,nan,CSF-PMN%,PLCR,,56,,False,False,False,False,False,False,True,False,False,False,False
14119,Histoloogia,nan,CSF-Ig-oligo,Kirjeldus,,12,,False,False,False,False,False,False,True,False,False,False,False
14123,Hematoloogilised uuringud,nan,CSF-RBC,RDW%,,68,,False,False,False,False,False,False,True,False,False,False,False
14126,Histoloogia,nan,CSF-aTBEG,Arhiivi number,,5,,False,False,False,False,False,False,True,False,False,False,False
14145,Hematoloogilised uuringud,nan,CSF-Ent-PCR,PLCR,,2,,False,False,False,False,False,False,True,False,False,False,False
14311,Histoloogia,nan,CSF-Ig-oligoImmuunglobuliinid(oligoklonaalsed)liikvoris,Diagnoos 1,,2,,False,False,False,False,False,False,True,False,False,False,False
14355,Histoloogia,nan,CSF-Alb,Lokatsioon,,6,,False,False,False,False,False,False,True,False,False,False,False
14454,Histoloogia,nan,CSF-muudrakud,Arhiivi number,,7,,False,False,False,False,False,False,True,False,False,False,False
14460,Histoloogia,nan,CSF-Borr-G,Arhiivi number,,1,,False,False,False,False,False,False,True,False,False,False,False
14491,Histoloogia,nan,CSF-Mycob-CM,Lokatsioon,,1,,False,False,False,False,False,False,True,False,False,False,False
14514,Histoloogia,nan,CSF-Ent-PCR,Lokatsioon,,2,,False,False,False,False,False,False,True,False,False,False,False
14583,Histoloogia,nan,CSF-Tbc-Bac,Arhiivi number,,1,,False,False,False,False,False,False,True,False,False,False,False
14658,Histoloogia,nan,CSFDiffLiikvoritsütogramm(mikroskoopia),Lokatsioon,,15,,False,False,False,False,False,False,True,False,False,False,False
14709,Histoloogia,nan,CSF-Borrelia_PCR,Kirjeldus,,2,,False,False,False,False,False,False,True,False,False,False,False
14722,Histoloogia,nan,CSF-aTBEG-IgM,Lokatsioon,,1,,False,False,False,False,False,False,True,False,False,False,False
14730,Histoloogia,nan,CSF-Ag,Arhiivi number,,10,,False,False,False,False,False,False,True,False,False,False,False
14935,Histoloogia,nan,CSF-Diff_,Diagnoos 1,,2,,False,False,False,False,False,False,True,False,False,False,False
14965,Histoloogia,nan,CSF-Ig-oligoImmuunglobuliinid(oligoklonaalsed)liikvoris,Lokatsioon,,2,,False,False,False,False,False,False,True,False,False,False,False
14968,Histoloogia,nan,CSF-aHSV2M,Arhiivi number,,2,,False,False,False,False,False,False,True,False,False,False,False
14984,Histoloogia,nan,CSF-TBEVIgG/PuukentsefaliidiviirusevastaneIgGliikvori,Diagnoos 1,,7,,False,False,False,False,False,False,True,False,False,False,False
15110,Histoloogia,nan,CSF-IgGinImmuunglobuliinGindeks,Lokatsioon,,1,,False,False,False,False,False,False,True,False,False,False,False
15152,Hematoloogilised uuringud,nan,CSFDiffLiikvoritsütogramm(mikroskoopia),PLCR,,15,,False,False,False,False,False,False,True,False,False,False,False
15155,Histoloogia,nan,"CSF-HSV1,2-PCR",Arhiivi number,,4,,False,False,False,False,False,False,True,False,False,False,False
15202,Hematoloogilised uuringud,nan,CSF-TBEVIgG/PuukentsefaliidiviirusevastaneIgGliikvori,PLCR,,7,,False,False,False,False,False,False,True,False,False,False,False
15431,Histoloogia,nan,CSF-aEntM,Lokatsioon,,1,,False,False,False,False,False,False,True,False,False,False,False
15515,Hematoloogilised uuringud,nan,CSF-Prot,PLCR,,67,,False,False,False,False,False,False,True,False,False,False,False
15652,Hematoloogilised uuringud,nan,CSF-aVZVM,RDW%,,1,,False,False,False,False,False,False,True,False,False,False,False
15740,Histoloogia,nan,CSF-B.burgdorferi_IgM,Diagnoos 1,,1,,False,False,False,False,False,False,True,False,False,False,False
15885,Hematoloogilised uuringud,nan,CSF-aBorrG,RDW%,,10,,False,False,False,False,False,False,True,False,False,False,False
15900,Histoloogia,nan,CSF-Borr-M,Kirjeldus,,1,,False,False,False,False,False,False,True,False,False,False,False
16050,Hematoloogilised uuringud,nan,CSF-IgGImmuunoglobuliinGliikvoris,PLCR,,1,,False,False,False,False,False,False,True,False,False,False,False
16128,Hematoloogilised uuringud,nan,"CSF-HSV2-IgG,IgM",RDW%,,4,,False,False,False,False,False,False,True,False,False,False,False
16159,Histoloogia,nan,CSFRBCErütrotsüüdidliikvoris,Lokatsioon,,1,,False,False,False,False,False,False,True,False,False,False,False
16185,Hematoloogilised uuringud,nan,CSF-TBEVIgM/PuukentsefaliidiviirusevastaneIgMliikvoris,RDW%,,7,,False,False,False,False,False,False,True,False,False,False,False
16233,Histoloogia,nan,CSF-IgGImmuunglobuliinGliikvoris,Diagnoos 1,,2,,False,False,False,False,False,False,True,False,False,False,False
16239,Histoloogia,nan,CSF-Tbc-Bac,Kirjeldus,,1,,False,False,False,False,False,False,True,False,False,False,False
16288,Histoloogia,nan,CSF-Ig-oligo,Diagnoos 1,,12,,False,False,False,False,False,False,True,False,False,False,False
16324,Histoloogia,nan,CSF-Vir-PCR,Lokatsioon,,21,,False,False,False,False,False,False,True,False,False,False,False
16326,Hematoloogilised uuringud,nan,"CSF-HSV1,2-PCR",PLCR,,4,,False,False,False,False,False,False,True,False,False,False,False
16373,Histoloogia,nan,CSF-GlucGlükoosliikvoris,Lokatsioon,,67,,False,False,False,False,False,False,True,False,False,False,False
16483,Histoloogia,nan,CSF/S-B_burgdorferi_IgG_ind,Arhiivi number,,11,,False,False,False,False,False,False,True,False,False,False,False
16513,Histoloogia,nan,CSF-RPR/Mittetreponemaalsereagiinivastantikehaliikvoris,Lokatsioon,,2,,False,False,False,False,False,False,True,False,False,False,False
16597,Hematoloogilised uuringud,nan,CSF-Alb,PLCR,,2,,False,False,False,False,False,False,True,False,False,False,False
16806,Histoloogia,nan,CSF-TBEV_IgM,Kirjeldus,,2,,False,False,False,False,False,False,True,False,False,False,False
16876,Hematoloogilised uuringud,nan,CSF-aHSV2G,RDW%,,2,,False,False,False,False,False,False,True,False,False,False,False
16884,Hematoloogilised uuringud,nan,CSF-PMN,PLCR,,62,,False,False,False,False,False,False,True,False,False,False,False
16956,Histoloogia,nan,"CSF-HSV2-IgG,IgM",Diagnoos 1,,4,,False,False,False,False,False,False,True,False,False,False,False
17126,Histoloogia,nan,CSF-S-IgG-ind,Arhiivi number,,78,,False,False,False,False,False,False,True,False,False,False,False
17155,Histoloogia,nan,CSF-TBE_IgM,Arhiivi number,,1,,False,False,False,False,False,False,True,False,False,False,False
17171,Histoloogia,nan,CSF-IgG-ind,Arhiivi number,,63,,False,False,False,False,False,False,True,False,False,False,False
17306,Hematoloogilised uuringud,nan,CSF-Lac_,RDW%,,7,,False,False,False,False,False,False,True,False,False,False,False
17320,Hematoloogilised uuringud,nan,CSF-Tbc-Bac,RDW%,,1,,False,False,False,False,False,False,True,False,False,False,False
17498,Histoloogia,nan,CSF-PMN%,Diagnoos 1,,56,,False,False,False,False,False,False,True,False,False,False,False
17521,Histoloogia,nan,CSFa-EntG,Arhiivi number,,1,,False,False,False,False,False,False,True,False,False,False,False
