(aeg teadmata),2
(kolme soone koronaarhaigus),2
(müokardiinfarkti järgne vasaku vatsakese dilatatsioon),2
1 soone koronaarhaigus,2
Mõlemal jalasäärel,2
Siinusrütm taastus elektrilise kardioversiooniga,2
"(<ANONYM id=""1"" type=""per"" morph=""_Y_ ?""/>)",2
Occlusio a iliaca sin.,2
Taastus siinusrütm,2
KATE,2
Supraventrikulaarne ekstrasüstoolia,2
Parem jalg,2
Paremal frontaalsagaras,2
Täpne tekkeaeg teadmata,2
(siinusbradükardia),2
"Vasakus poolkeras, teadvushäire, parema kehapoole pleegia, sensomotoorne afaasia",2
"/<ANONYM id=""0"" type=""per"" morph=""_H_ sg ab""/>/",2
Taastatud siinusrütm elektrilise kardioversiooniga,2
( persitentne),2
Aneurysma a. iliaca communis dextri,2
- lühikese PQ sindroom,2
(AAIR-tüüpi EKS baasageduseks 65),2
"PQ 0,23''",2
??,2
V.poplitea süvaveenitromboos paremal.,2
X3,2
(türeotoksikoos),2
Sekundaarne pulmonaarhüpertensioon,2
"(SVES, VES)",2
"Varem läbipõetud müokardiit
Varem läbipõetud müokardiit",2
? Tu?,2
2 aste,2
Peaajuinfarkt.,2
(E85.-Ć),2
Troofiline haavand parema kanna alaosas.,2
Haemorrhoides int,2
(vasaku vatsakese dilatatsioon (võimaliku isheemilise ja alkohoolse geneesi kombiantsioon)),2
(x2),2
Varem  põetud  korduvad  müokardiidid,2
?????????,2
- vaskulaarne entsefalopaatia,2
Aeg teadmata,2
(isheemiline dilatatiivne müokardioskleroos),2
Läbipõetud reumokardiit,2
Polümorfne ventrikulaarne ekstrasüstoolia,2
????,2
Antikoagulantravil,2
Vitio cordis aterosc?,2
CCS 2,2
Parempoolne hamiparees,2
SVES.,2
(dex),2
Parema jala süvaveenitromboos,2
- fixata,2
"CH2DS2-VASc -2,HAS- BLED",2
(möödukas),2
. Tachycardia ventricularis,2
IIIst.,2
(dateerimata),2
Vasaku pindmise reiearteri trombemboolia,2
. Cardiomegalia.,2
"Keskmise raskusega sekundaarne pulmonaalhüpertensioon
keskmise raskusega sekundaarne pulmonaalhüpertensioon",2
Mõõdukas kuni raske,2
. Cardiosclerosis atherosclerotica.,2
Encephalopathia vascularis,2
--siinusrütm,2
( dateerimata).,2
Inf myoc pristinus,2
Kerges astmes,2
(amputeeritud alajäsemed säärest),2
(alkohoolne),2
"Episoodid <ANONYM id=""2"" type=""per"" morph=""_H_ sg n""/> monitooringu andmetel.",2
(parempoolne homonüümne hemianopsia),2
Kaelaarterite ateroskleroos,2
Hetkel siinusrütm,2
Välised ja sisemised põletikuvabad hemorroidid.,2
(siinustahhükardia),2
"Inferioorne, aeg teadmata",2
"SVES, VES",2
3 st.,2
"Postoperatiivne, haiglast lahkumisel siinusrütm",2
Elektrilise kardioversiooni järgselt,2
Aordi bulbuse keskmine ja üleneva osa keskmine kuni raske dilatatsioon,2
Sage ventrikulaarne ekstrasüstoolia,2
Hooti tekkiv kõrge RR,2
Koormusel,2
Holter-monitooringul 1 kodade virvenduse episood,2
Pindmiste  reiearterite oklusioon,2
Algstaaadiumis CT angiograafia alusel,2
( kerge-mõõdukas),2
"Sage VES, bigeminia",2
(ravitud),2
Episoodid Holter-monitooringu andmetel,2
"EKG ning ehhoKG alusel, täpne aeg teadmata",2
I09,2
Südamehaiguse komplikatsioonid e tüsistused ja ebapiisavalt kirjeldatud haigusjuhud.,2
. Täpsustamata müokardiit,2
"Anamneesis KATE, praegu haigustunnusteta",2
"R/T, LOWN V",2
"Sisemised, välimised",2
Kahjustuse tase säärearterite kahjustus,2
Bulbaarpuudulikkus,2
Episoodid Holter-monitooringul,2
( paranenud),2
Thoracic outlet syndrome,2
"Degeneratiivne, raske",2
Iastme a-v blokaad,2
Varices cruris sin.,2
- ES ventr .,2
Väheväljendunud,2
Kliiniliselt mitteoluline,2
(VES-d),2
(Polypus recti. Diverticulosis sigma.),2
-kerge,2
-KERGE,2
"Alaägeda  kuluga, retsidiividega kulgev müokardiit",2
I48,2
Supraventrikulaarne ja ventrikulaarne,2
Ajuinfarkt vasakul keskmise 0,2
Terminaalse,1
Vasemal ACM varustusalal (korduv),1
. Cum insuff cordis chr.,1
Extrasystolia,1
( Fa persist),1
2 soone koronaarhaigus,1
M hypertensivus card,1
(alajäsemed),1
( aneurüsmi ruptuur),1
Paroküsmalis,1
(vasaku väikeaju infarkt),1
Aphasia motorica partialis.,1
/ persisteertiv/,1
"G46.3 Ajutüve infarkt. Bulbaarparalüüs, ataksia,  vasakul",1
(vasaku vatsakese dilatatsioon; genees ebaselge),1
. Afaasia.,1
. Cardiomyopathia dilatativa,1
"A.cerebri anterior sin varustusalal, totaalse afaasia ja parempoolse hemipleegiaga.",1
"G46.3 Ajutüveinfarkt. , kehatüve ataksia",1
Ajuinfarkt parema keskmise ajuarteri varustusalal,1
-- siinusrütm taastus 11.06,1
Vasakus hemisfääris.,1
(vasak sisemine unearter),1
(ventrikulaarne ekstrasüstoolia),1
(tahhüfrekventne kodade laperdusarütmia),1
"( parempoolne hemipleegia, bulbaarparalüüs)",1
Bil,1
Vasema keskmise ajuarteri varustusalal 9.12.10,1
. Thrombosis sinus venosi?,1
(tagasein),1
(26.11 edukas elektriline kardioversioon),1
"(bradükardiline, fr 35-40 x')",1
(bradyfrekventne)?,1
Infarctus cerebri in reg ACM dex,1
(vasakul temporaal piirkond),1
.Cardiomyopathia dilatans iscaemica,1
(vasemal),1
(astsiit),1
- Bradüarütmia,1
. Inf myocardii pristinus,1
(bigeminia),1
Mõlemas hemisfääris ja ajuvatsakestes.,1
(vasaku vatsakese dilatatsioon; etioloogia ebaselge),1
"Ajuinfarkt vasaku keskmise ajurteri varustusalal, sensomotoorne afaasia.",1
.Äge hüdrotsefaalia.,1
.  Äge vertebrobasilaarne puudulikkus.,1
Vasakul keskmise ajuarteri varustusalal(kardioembooliline),1
Parema  keskmise  ajuarteri varustusalal. Vasakpoolne hemihüpesteesia.,1
Aterosklerootiline kardiovaskulaarhaigus,1
G46.4,1
"Tahhüfrekventne, siinusrütm taastus elektrilise kardioversiooniga.",1
"Anterioorne, hilinenud hospitaliseerimine",1
( de novo),1
Aterosklerootiline südamehaigus (kahe soone koronaartõbi),1
Mõlemad sääred,1
"Parema eemise ajuarteri piirkonnas.Psühhosündroom, sünkoop.",1
Elektrilise kardioversiooniga ei taastunud siinusrütm,1
El. kardioversiooniga taastunud siinusrütm,1
Ravitud kateeterablatsioonil,1
Muude täpsustatud veenide emboolia ja tromboos; v.jugularis dex.,1
"Ulatuslik ajutüve hemoraagia, kooma.",1
Paremas ajupoolkeras.,1
Parema keskmise ajuarteri varustusalal.Totaalne sensomotoorne afaasia.,1
"Ajuinfarkt parema keskmise ajuarteri varustusalal, vasaku käe kerge distaalse pareesiga.",1
(parem jalg),1
Occlusio a. femoralis superficialis dex.,1
"Paremal <ANONYM id=""1"" type=""per"" morph=""_Y_ sg ad""/>",1
(müokardiidijärgne??),1
Keskmise raskusega pulmonaalne hüpertensioon,1
"Äge subendokardiaalne müokardiinfarkt,septaaklne",1
Bradükardia (ravimitest tingitud),1
". ajutüve inferkt.
Kooma bulbaarparalüüs.Spastiline tetrapaerrs.",1
Korduv kahepoolne KATE,1
Basilaararteri tipu oklusioon: ajutüve infarkt.,1
"Korduv müokardi eesseina infarkt,(anterosept,transmur, mai alguspäevad)",1
Ühe soone koronaarhaigus,1
Intermiteeruv,1
Isheemiline kardio(müo)paatia(ühe soone koronaartõbi),1
2. aste,1
? Ventrikulaarne bigeminus,1
Äge ja alaäge nakkuslik aordiklapi endokardiit,1
Cardiomyopathia dilatativa,1
"Peaajuinfarkt peaajuarterite tromboosi tõttu
g46.0 .",1
"Aordi [mistahes osa] lõhustav aneurüsm e aordidissektsioon
de Bakey 2.",1
2-4:1 ülejuhtega,1
Infarctus cerebri,1
"( 3-soone koronaarhaigus, mitte vasak peatüvi)",1
Siinusrütm taastatud kardioversiooniga,1
Korduv,1
Siinusrütm taastatud elektrilise kardioversiooniga,1
(paremal ACM),1
Vasaku käe süvaveenid,1
Occlusio explantatis femoro-poplitealis sinistri,1
Aneurysma a. poplitea dex.,1
"Korduv, siinusrütm ei taastunud",1
Korduv episood,1
Aterosklerootiline südamehaigus8 ühe soone koronaartõbi),1
"Intratserebraalne hemorraagia vasakus hemisfääris, osaline raske sensomotoorne afaasia ja parempoolne hemipleegia",1
Vasaku jala gangreen,1
. Thrombembolia a. femoralis superficialis et a. poplitea dex.,1
Intratserebraalne hemorraagia vasakus hemisfääris läbimurdega vatsakeste süsteemi. Kooma.,1
Aterosklerootiline südamehaigus (difuusne koronaaride kahjustus),1
F-P shundi tromboos paremal?,1
S/v ekstrasüstoolia.,1
Vasaku ACM varustusalal,1
(vasak femoraalarter),1
"Kõnehäire, kerge hempiparees",1
"(aeg teadmata, ehhokardiograafia alusel ACD varustusala infarkt)",1
VZV vaskulopaatia.,1
Thrombosis a. poplitea dextra.,1
Vasakpoolse keskmise ajuarteri varustusalal.,1
( mõlemapoolne  fluidothoraks),1
. aJUSISENE VEREVALUM VASAKUS HEMISFÄÄRIS.,1
Embolia a.poplitea dextri,1
1 soone haigus,1
"Vasakus poolkeras. Teadvusshäire, parempoolne hemipleegia, sensomotoorne afaasia.",1
Vegetatsioon trikuspidaalklapil,1
Parema SFA oklusioon.,1
PMT,1
Dementsussündroom,1
(hüpertensiivne kriis -> lahenenud),1
Cruris sinistri,1
Varustusalal ACM vasak.,1
Siinusrütm taastunud,1
Occlusio aFs dex,1
Thrombembolia a. brachialis sin.,1
"Vasakus poolkeras. Parema kehapoole pleegia, sensomotoorne afaasia.",1
(mitteaneurüsmaatiline),1
"Intratserebraalne hemorraagia vasakus hemisfääris. Totaalne sensomotoorne afaasia, tsentraalset tüüpi näonärvi parees , parempoolne hemipleegia.",1
2:1,1
Vasakus hemisfääris,1
(4),1
"PKI C242->222, SPL 4->2",1
Occlusio aCI sinistri. Status post endarterectomiam aCI dextri.,1
Parema reie ja sääre piirkond,1
Vasakul kubemes.,1
(SR taastus spontaanselt),1
(siinusbradükardia: antiarütmikumid + hüperkaleemia + hüpotüreoos),1
---fix,1
Varices membrorum infriorum cum ulcere cruris,1
. Vasaku labajala gangreen.,1
(bigeminustüüpi supraventrikulaarne ekstrasüstoolia),1
G46.3 Ajutüve infarkt. . Vertiigo.,1
Vasakul jalal.,1
Kaela piirkonnas(paremal),1
(tahhüfrekventne),1
/ SV ja VE ekstrasüstoolia/,1
ES   in  suspectum,1
(kodade laperdus vatsakeste fr 108),1
Mitraal(klapi) prolaps( osalised hõlmade prolapsid kerge regurgitatsiooniga),1
( CCSIII),1
Sensomotoorse afaasiaga.,1
/ angioma stellatum,1
Aneurysma a. iliaca communis sinistri,1
"Hetkel siinusrütm
hetkel siinusrütm",1
Muude paikmete flebiit ja tromboflebiit vas küünarvars,1
(vasakpoolse püramidaalpuudulikkuse- ja tasakaalutusega),1
Arteriaalse geneesiga säärehaavandid.,1
Vasakus jala a. tromb?,1
-.kerge,1
Postinfektsioosne,1
SVES+VES,1
Parempoolse hemianopsiaga,1
- peaaju mikroangiopaatia,1
Muu täpsustamata enneaegne depolarisatsioon.?,1
Ägenemine.,1
Antikoagulantravi fooni paranenud,1
/ VE ja SVE/,1
/kerge/,1
Õõnesveeni emboolia ja tromboos; jugulaarveen,1
Thrombosis explantatis F-P dex.,1
Üksikud SVES-d holteris,1
(ESMANE),1
Ped. sin.,1
-sanata,1
Aordi(klapi)puudulikkus (mõõdukas),1
( kiiritusjärgne),1
"/ VES, SVE/",1
/VES/,1
"Parema sääre süvaveenide tromboos
parema sääre süvaveenide tromboos",1
Paremal reiel kapillaarset tüüpi.,1
- SVES,1
"Üksikud, väga harva",1
Jälgimisel,1
/t,1
/kondüloom?,1
Intermitteeruv,1
DDDR KARDIOSTIMULAATOR,1
"Aneurysma aCI dextri
Aneurysma aCI dextri",1
Vent  es,1
-sin,1
( ekstrasüstoolia),1
Ajuinfarkt vasakul keskmise ajuarteri varustusalal.,1
Harva supraventrikulaarsed,1
Ekstrasüstoolia,1
Op. järgne vas.l,1
Ninal,1
Rohke VES,1
(hetkel siinusrütm),1
- hemorragia,1
"Võimalik varasem <ANONYM id=""0"" type=""per"" morph=""_Y_ ?""/>?",1
M. Hypertensivus cardial,1
- paremal,1
- tromemboolia ?,1
Sündroom,1
Kapillaarset tüüpi mõlemal reiel,1
"/ v.fem.superfic ja v.poplitea dex,veenikl.puudulikkus/",1
- jalad,1
Korduv KATE,1
/ persiteeriv/.,1
Embolia a. poplitea dextri,1
(bioprotees),1
"(VES, SVES, kodade tahhükardia ülejuhtega 2:1)",1
X4,1
( süstoolne hüpertensioon),1
Parkinsonistliku sündroomiga,1
VES-id.,1
Vasak,1
3soone koronaarhaigus,1
"Läbipõetud
läbipõetud",1
- vasak säär.,1
VES-d,1
- ventrik  ekstras saged.,1
Thrombosis sinus venosi?,1
Muud täpsustatud südamerütmitused - üksikud SVES ja VES,1
Jala sekundaarne lümfiturse,1
Kopsuarteri emboolia ägedat kopssüdant mainimata (ravitud),1
. M. Hypertensivus cardia,1
(vasakul),1
(de Novo),1
( läbi põetud),1
(mikroangiopaatia),1
Varasem müokardiinfarktz,1
(VES-üksikud),1
"( vasak reis, säär)",1
Sfinkter ani lõtvus,1
Varices cruris et femoris bilateralis.,1
VRS-d anamneesis.,1
"(<ANONYM id=""1"" type=""per"" morph=""_H_ sg n""/>)",1
- vasak jalg,1
(paranenud),1
<br />CHADS 3,1
D<S,1
(üksikud VES ja bigeeminus),1
"(polümorfne VES, vähene SVES)",1
Kerge neerupuudulikkus,1
- claudicatio intermittens dx .,1
"Perinataalse peaajuinfarkti jääknähud
perinataalse peaajuinfarkti jääknähud",1
Occlusio a. iliaca sin.,1
Monomorfne ventrikulaarne ekstrasüstoolia.,1
Harvad ventrikulaarsed ja supraventrikulaarsed ekstrasüstolid,1
C6,1
X 3,1
Muu ja täpsustamata enneaegne depolarisatsioon SVT?,1
Vasaku ACM aneurüsm,1
"Raske pulmonaalhüpertensioon,CTEPH",1
Dx,1
Hüpofüüsi verdumise järgne seisund,1
(SVES ja VES),1
Ravitud,1
"Levis ,hemodünaamiliselt eba oluline",1
"(ehhokardiograafia alusel, aeg teadmata)",1
- lühike PQ sündroom,1
X5,1
- lühikese PÕ sündroom,1
( VES),1
Esmane,1
"Kapillaarset tüüpi
Kapillaarset tüüpi",1
SVES-d.,1
Harvad SVES,1
Sagedased supraventr ES,1
(ventrikulaarsed ja suparventrikulaarsed ekstrasüstolid),1
Bifastsikulaarblokaad ( LAHB ja RBBB),1
-op dextra,1
Teleangiektaasiad,1
Verejooksuga.,1
1 aste,1
- sin,1
?????,1
( staasdermatiidiga),1
"( koormusel, valudeta)",1
(algava dementsusega),1
- AVNRT,1
Ventrikulaarne bigeminia,1
Monomorfsed VES-d.,1
?- veritsus,1
"Põhjuseks pärilik trombofiilia, FV <ANONYM id=""2"" type=""per"" morph=""_H_ sg g""/> mutatsioon
põhjuseks pärilik trombofiilia, FV <ANONYM id=""3"" type=""per"" morph=""_H_ sg g""/> mutatsioon",1
Vasemal: ajuinfarkt vasaku ke,1
Väga harva üksikuid kodadest pärit ekstrasüstoleid Holter-monitooringul,1
Sinoaurikulaarne,1
Hypotensio,1
Puudulikkus,1
Pingutus,1
(polütoopsed ekstrasüstolid),1
Aneurysma cordis chr,1
(pingutus),1
. Kopsuturse,1
--kopsupais.,1
---pingutus,1
(pingutustüüpi),1
IIIst,1
Cor pulm chr.Syndroma Pickwick,1
Ulcus trof.m.inf.utr,1
(Lymphadenitis et necrosis reg. glandulae parotidis sin.),1
(taastus siinusrütm),1
(varieeruva astmega-A-V dissotsiatsioon?).,1
Alajäsemete,1
Permanantne,1
"Muu kopsutekkene südamehaigus. 
keskmise raskusega pulmonaalhüprtensioon",1
Hüpertooniline kriis,1
"Anamneesis, korduvate verejooksude tõttu ligeeritud",1
Pulmokardiaalne puudulikkus,1
(EHHOKG alusel akinees inferoseptaal- ja inferioorseina basaalses segmendis),1
( korduvad),1
Min,1
"Muu ja täpsustamata enneaegne depolarisatsioon, SVES, VES",1
Parem põsk,1
Parema vatsakese puudulikus,1
Säilunud süstoolse funktsiooniga,1
(vasaku vatsakese dilatatsioon),1
Süva intratserebraalne hemorraagia vasakus hemisfääris läbimurdega vatsakeste süsteemi,1
ROSC 45 min,1
(bradükardia/tahhükardia),1
"Äge kardiovaskulaarne puudulikkus, kopsuturse",1
Südamepuudulikkuse süvenemine seoses aneemiaga,1
.ex.supraventricularis et Ex. ventricularis,1
VESd,1
(pingutus tüüpi),1
Vasak jalg; haavanditega; lipodermatoskleroos,1
Episoodiline,1
"Muu ja täpsustamata enneaegne depolarisatsioon, VES",1
8 taga vahesein),1
Muu ja täpsustamata enneaegne depolarisatsioon ( VENTRIKULAARNE EKSTRASÜSTOOLIA),1
( SVES js VES),1
Muu ja täpsustamata enneaegne depolarisatsioon ( VENTRIKULAARNE EKSTRASÜSTOOLIA ),1
"<ANONYM id=""1"" type=""per"" morph=""_A_ sg in""/> ASTMES",1
( algus teadmata. ),1
Algus teadmata,1
(Fa fixata),1
--fix,1
Seq.inf.cerebri.,1
Haavanditega,1
"( VES, SVES,FA)",1
(isheemiline),1
(u 10 a tagasi; anterioorne),1
(FA fixata),1
(parem jalg amputeeritud),1
Kerge aste,1
( bradycardia ),1
(laperdusarütmia 4:1 ülejuhtega),1
Ataksia ja diplopiaga,1
(vasaku vatsakese raske hüpertroofia),1
(mitraalklapi ja aordiklapi proteesid),1
Alajäsemete arterite ateroskleroos,1
.  Ajuinfarkt vasospasmi alusel vasaku keskmise ajuarteri  alal.,1
Sekundaarne pulmonaalhüpertensioon.,1
. Cardisclerosis atherosclerotica.,1
Kopsuarteri emboolia ägedat kopssüdant mainimata (anamneesis),1
"(parempoolne hemipleegia, totaalne motoorne afaasia)",1
. Varasem müokardiinfarkt,1
Muud täpsustatud südamerütmitused- supraventrikulaarne ekstrasüstoolia,1
Minima,1
"(u 10 a tagasi, anterioorne)",1
? ( angio diagnoosi ei kinnitanud),1
(mõlemad jalad säärest amputeeritud),1
(vereeritusega),1
"(SVT, VES, anamneesis ka FA episood)",1
(sage ventrikulaarne ekstrasüstoolia),1
-ventrikulaarne eksatrasüstoolia,1
(vasak jalg amputeeritud säärest),1
(ei kinnitunud),1
--ekstrasystolia,1
(mõlemad alajäsemed amputeeritud),1
-dateerimata,1
---utriusqe,1
( oedema pulmonum),1
"(ajutüvi, väikeaju, hemisfäärides---mölemapoolselt)",1
Dex>sin,1
Tahhüfrekventne,1
Totaalne sensomotoorne afaasia,1
.Infarctus myocardii pristinus(5-6 X),1
(parem õndlaarter),1
. Ulcus trophicans  membri inf  dex,1
. Insuff v. chr membri inf utr ( dex > sin ),1
Varasem müokardiinfarkt(03.11),1
Kerge aterosklerootiline,1
Supraventrikulaarsed ekstrasüstolid,1
"(ehhokardiograafia alusel, <ANONYM id=""1"" type=""per"" morph=""_Y_ ?""/> varustusala, aeg teadmata)",1
Neerude põhjustatud hüpertensioon,1
(fix),1
( 5-6 ),1
(RBBB + LAFB ),1
Spastiline hemipleegia.,1
Anamneesis korduvad  parema jala süvaveenide tromboosid.,1
Ventrikuraarsed,1
.  Vaskulaarne entsefalopaatia.,1
( normofrekventne ),1
Vasaku sääre süvaveen,1
Bil reiest amputeeritud),1
( saneeritud),1
. Cardiomyopathia dilatans.,1
. Thrombophlebitis cruris dex. et reg. genu sin.,1
. Varices femoralis et cruris bil.,1
. Infarctus myocardii pristinus.,1
. Effusio perecardii gr.levis.,1
. Syndroma postthrombotica membri inf. sin.,1
. Thrombophlebitis femoris et cruris sin.,1
(sage SVES),1
(rekurrentne),1
Ulcus trof. m.inf.dex,1
Mõlemad jalad amputeeritud reiest,1
V. saphena magna dex,1
.Bradycardia,1
Vasaku jala süvaveenitromboos,1
Siinusbradükardia.,1
Kaelaarterite ateroskleroos.,1
"Anamneesi alusel, lokaliseerimata",1
Vererõhk on kõikuv,1
/ pesrsisteeriv/,1
"Periprotseduraalne, kardiomarkerite alusel.",1
"Esmaselt dgn-tud, jälgimisel",1
( SVES-d + VES-d,1
(toimumise aeg teadmata),1
Oblitereeriv tromboangiit [buerger],1
"Ravitud, püsib SR",1
Kardioversiooni järgselt siinusrütm,1
"Vas. <ANONYM id=""0"" type=""per"" morph=""_Y_ sg abl""/>(dateerimata)",1
C6s,1
( ACI sin ~30%) (+),1
LVAD-st indutseeritud,1
(Takotsubo kardiomüopaatia?),1
(saneeritud),1
Hingamispuudulikkusega,1
"Mõlemal säärel
mõlemal säärel",1
Lakunaarse infarkti järgne kolle paremal basaalganglionide piirkonnas,1
Mõlemal säärel,1
Jääb sageduskontrollile,1
Parema jala v.poplitea ja vv.tib.,1
. Siinusrütmis,1
Aeg teadamata,1
Incompl. RBBB,1
"Ebaefektiivne süstol, elustamise aeg 8 minutit",1
"VES, bigeminus",1
(raske pulmonaalhüpertensioon),1
"/ <ANONYM id=""0"" type=""per"" morph=""_S_ sg g""/> ja M- klapi bioprotees/",1
Südame kroonilise isheemiatõve muud vormid; 2 soone kahjustus A(232) D(6R),1
Täpsustamata intratserebraalne hemorraagia,1
Aterosklerootiline südamehaigus ( ühe soone koronaarhaigus).,1
Alajäsemete muude süvasoonte flebiit ja tromboflebiit. anamneesis korduvad süvaveenitromboosid.,1
VES ja SVES,1
Varasem müokardiinfarkt (teadmata aeg),1
FA,1
Keskmise raskusega diastoolse funktsiooni häire,1
"Inferioorne <ANONYM id=""0"" type=""per"" morph=""_Y_ ?""/>",1
Anamneesi alusel; lokaliseerimata,1
Ventrikulaarsed ekstrasüstolid.,1
"Pulmokardiaalne puudulikkus, raske PAH 103 mmHg",1
Operata.,1
Püsiv,1
"Postoperatiivne , taastunud siinusrütm",1
Parem jalg reiest amputeeritud,1
Ath obl m inf,1
"Ajutüve isheemiline infarkt, ponsis, vasakul",1
"EKG-Holteris sage VES, sh bigeminia, kuplettide ja triplettidena",1
(vaskulaarne entsefalopaatia),1
LOWN V,1
Vasaku seesmise unearteri asümptomaatiline dissektsioon,1
Osaline motoorne afaasia,1
"VES ,trigeminia",1
"(osaline sensoorne afaasia, keele kalle vasemale)",1
"Bilateralis operata
bilateralis operata",1
Korduvalt,1
LOWN IVB,1
Parema südamepoole puudulikkus,1
Aterosklerootiline südamehaigus(ühe soone koronaarhaigus),1
Motoorne kõnehäire,1
ACI  sin oklusioon,1
(supraventrikulaarne ekstrasüstoolia),1
Parema jala pleegia,1
Ananmneesis,1
( dateerimata),1
Vasaku labajala gantreen.,1
Üleneva aordi dilatatsioon 44mm,1
Osaline afaasia,1
Vasaku koja kõrvas,1
UH alusel mõlema jala VFS-s ja õndlaveenis rekanaliseerunud trombimassid,1
Mõlema alajäseme amputatsiooniga gangreenist,1
( bil amputatsioon reiest),1
Aterosklerootiline südamehaigus (mõõdukas astmes),1
3 st,1
R3 (-),1
26.08 keskaju hemorraagia paremal,1
"Keskmise raskusega pulmonaalhüpertensioon, kopsuringe rõhk 65 mmHg",1
Ülekaalukalt parema südamepoole puudulikkus,1
Insult 10 aastat tagasi,1
(teadmata aeg),1
( Vasaku vertebraalarteri tromboos proksimaalses osas) (-),1
"Üleneva aordi dilatatsioon kuni 6,6 cm",1
Alajäseme haavand dex,1
Tsüklosporiinravi,1
Välised  hemorroidid,1
Unearterid,1
A. carotis interna dex.,1
Postoperatiivne,1
(südamerütmur paigaldatud),1
Membr.infer,1
: algav ateroskleroos,1
Aordi(klapi)puudulikkus. Mõõdukas.,1
"Mõlemas kopsus alasagaras S10-s (paremal segmentaarse arteri harnemiskohal, vasemal subsegmentaarses harus)",1
Mõlema kopsu alasagaras,1
(lähianamneesis),1
(parema küünarvarre piirkonna flebiit),1
"( 94,96,97a)",1
In susp.,1
.  Siinustahhükardia.,1
. Seq inf cerebri,1
"(segmentaarse kontraktiilsuse häired ACD ja <ANONYM id=""1"" type=""per"" morph=""_Y_ ?""/> varustusaladel; ajad teadmata)",1
"(septum, tipp; täpne aeg teadmata)",1
. Cor pulmonale chr,1
Ekstrasüstoolia.,1
"(parema käe kerge parees, kerge motoorne afaasia)",1
Vaskulaarne entsefalopaatia.,1
(vasak jalg amputeeritud),1
. Ekstrasüstoolia.,1
Varasem müokardiinfarkt (EKG alusel),1
- supraventrikularne ekstrasüstoolia,1
UAC-neg,1
Peaajuinfarkti jääknähud lakunaarsed infarktid,1
( mõõdukas.),1
( kodade tahhükardia 2/1-le anamneesis),1
Vasakpoolse halvatuse ja emtsefalopaati,1
- dateerimata septalne,1
"Teadmata ajast
teadmata ajast",1
