Põhjendus: I11.9 Südamekahjustusega hüpertooniatõbi ilma (kongestiivse) südam,109,
"- LILL, HILLE - D06058 - E330 - pulmonoloogia",108,
-  Tuli perearsti suunamisel.,108,
- Suunatud kontrolli.,108,
Muud kirurgilised protseduurid,108,
66807 - Papanicolaou meetodil tehtud ja skriinija  poolt hinnatud günekotsütoloogiline uuring (1 lokalisatsioon): Güneko-tsütoloogiline uuring,107,
"- MAASING, MARGIT - Laborant",107,
"- RANDOJA, RAILI - D00881 - Laboriarst",106,
Kaebused: Järelkontroll.,106,
"- ADUSOO, VIRGO - N11574 - N500 - üldõendus",106,
KOPSUDE DIFUSIOONIVÕIME MÄÄRAMINE,106,
Tavakorrektsioon [OD] :   UCVA: 1.0  DSPH: +0.0  CYL: +0.0  AXIS: 0°  BCVA:   PIN BCVA:   ADD: +0.0,106,
"- LEEMET, MARET - Laborant",106,
UURINGUD JA PROTSEDUURID,106,
NKUH1 - ultraheli günekoloogiline vaginaalne: Naistekliiniku ultraheli,106,
hemogramm  B-CBC-3Diff,106,
-  Üldseisund hea.,105,
,104,
"- Szirko, Ferenc - D05167 - E370 - sünnitusabi ja günekoloogia",104,
ANALÜÜSIDE VASTUSED:,104,
Vahetu postop periood tüsistusteta,103,
ANALÜÜSIDE TELLIMUS,103,
GA1003 - Ösofagogastroduodenoskoopia: Ösofagogastroduodenoskoopia,103,
Healoomulise nahakasvaja eemaldamine,103,
-  teostatud  analüüsid  ja uuringud:,102,
: Lümfotsüütide abs arv 1.3 x 10 9/L [norm 1.30 - 3.60],102,
Koronaarangioplastika (järgnev stenoos),102,
7953 - Kõhu- ja vaagnapiirkonna ultraheliuuring,102,
"- ULP, SULEV - D04677 - E340 - radioloogia",102,
-  Günekoloogiline anamnees ja põetud haigused.,102,
Koormustest koormusrajal,101,
-  Vt. kokkuvõte,100,
-   VASTUSED:,100,
Tapa H. endoskoopias:,100,
Põhjendus:,100,
- KIRJELDUS,100,
Ultraheliuuring kõhu- ja vaagnapiirkonnast,100,
- ravi ei vaja,100,
"- KINGO, KÜLLI - D03565 - E110 - dermatoveneroloogia",100,
Pahaloomuliste nahakasvajate radikaalne kir.ravi,99,
"- KULL, KARIN - D05052 - E140 - gastroenteroloogia",99,
"- Obuhhov, Vladimir - D00629 - E370 - sünnitusabi ja günekoloogia",99,
"- VEREV, LIILIJA - Laborant",99,
Füsioteraapia ja ravivõimlemine,98,
Totaalne endoproteesimine põlveliigesel,98,
"- Makke, Vahur - D04448 - E340 - radioloogia",97,
Patsient tuli kontrollile.,97,
"1x7041 PROM harjutused jäsemetele, asendravi.",97,
"- TAFITŠUK, DIANA - Laborant",97,
"kõnnitest neljaharulise kepiga(paremal poolel) 1min54sekundit. Kõik siirdumised teostab iseseisvalt. Kõnnib järjest 26m. Käte koordinatsioonitest 9HP par 27,6 sekundit; vas 2min35sekundit. Riietub ja kasutab wc-d iseseisvalt.",97,
Pehmete kudede healoomuliste kasvajate operatsioonid,97,
RUH+ jääkuriin RUH+ jääkuriin,97,
"- AASMÄE, SOFIA - Laborant",96,
CT pea,96,
Põhjendus: ekg,96,
Põhjendus: EKG,96,
-  Tuli vaktsineerima.,96,
Põhjendus: Pneumonia?,95,
"- Elvre, Tiia - D03775 - E340 - radioloogia",95,
hemogramm viieosalise leukogrammiga,95,
: Lümfotsüütide abs arv 2.5 x 10 9/L [norm 1.30 - 3.60],94,
Sperma Sperma,94,
"- ARU, LY - D05449",94,
Kontrolliks.,94,
Diagnostiline emakaõõne abrasioon,94,
Põhjendus: M17.0 Esmane kahepoolne gonartroos,94,
Põhjendus: isheemia hindamiseks,94,
"- PAPKINA, JEKATERINA",92,
Kood ja nimetus: 7551 Ösofagogastroduodenoskoopia Põhjendus: . Kirjeldus:,92,
7953 Kõhu- ja vaagnapiirkonna ultraheliuuring,92,
-  Tagasi kutsutud.,92,
- Suunatud perearsti poolt.,92,
Biokeemia,92,
Tonomeetria,92,
Septoplastika,91,
- Edastatud,91,
"- VESKE, KARIN - D04454 - E340 - radioloogia",91,
hemogramm viieosalise leukogrammiga,91,
"- PALU, ERE - Laborant",91,
Naha allergeentestid:,91,
-  silmakontoll,91,
-  ANAMNEES,91,
Põhjendus: kontroll,90,
Hemogramm,89,
"EKS implanteerimine (atrioventrikulaarne, sekventsiaalne)",89,
Objektiivne leid:,89,
- T kontroll,89,
"- MÄGI, MAIRE - D04493 - Laboriarst",89,
KOKKUVÕTE:,89,
Emakaõõne abrasioon.,89,
: HDL kolesterool 1.4 mmol/l [norm 1.0 - ...],89,
Pöördus kopsutuberkuloosi välistamiseks.,88,
Põhjendus: astma,88,
Põhjendus: M51.1 Nimme ja muude lülivaheketaste haigussesundid radikulopaatia,88,
Koguöö digitaliseeritud pulssoksümeetriline uuring,88,
"- LEHT, MEELIS - D04445 - E340 - radioloogia",87,
-  Patsient pöördus loote anatoomiliseks skriininguks. I trimestri skriining olnud korras.,87,
"- KRIISA, ANNIKA - Laborant",87,
"- POOLAK, KADRI - Laborant",86,
"- Peetris, Ingrid-Liliana - D00374 - E130 - erakorraline meditsiin",86,
"- SAMOILOVA-BARKOVA, LJUBOV - D03782 - E340 - radioloogia",86,
"- KADASTIK, ÜLLE - D01708 - E370 - sünnitusabi ja günekoloogia",86,
DIAGNOOS: Röntgenoloogiliselt kopsud aktiivse infiltratiiv -koldelise leiuta.,86,
- Üldseisund rahuldav.,86,
"-  Soovitav regulaarne üldfüüsiline treening ja ujumine. Massaaž kaela-õlavöötme-kätele, seljale (10 korda 2 korda aastas).",85,
hemogramm  B-CBC-3Diff,85,
Konsulteeritud uuringud:,85,
"- Loigom, Tõnis - D05121 - E340 - radioloogia",85,
"- KÕLJALG, SIIRI - D05705 - Laboriarst",85,
: HDL kolesterool 1.2 mmol/l [norm 1.0 - ...],84,
"Tüsilike haavade ekstsisioon, kir.korrastus",84,
Kood ja nimetus: 66807 Papanicolaou meetodil tehtud ja skriinija  poolt hinnatud günekotsütoloogiline uuring (1 lokalisatsioon) Põhjendus: perh Kirjeldus: Kliinilised diagnoosid,84,
Põhjendus: 6A,84,
"- LEPP, MARIKA - Laborant",83,
-  Võib töötada. Otsus 3 aastat.,83,
6301 - SPIROGRAAFIA: SPIROMEETRIA,83,
"- Keskrand, Antti - D05120 - E340 - radioloogia",83,
"Artroskoopiline operatsioon (menisk,resektsioon)",83,
: Urobilinogeen Normi piires [norm ... - 17],82,
anamnees,82,
Põhjendus: PERH,82,
"- Kütt, Astrid",82,
"- KUUM, TIINA - D05481 - E340 - radioloogia",82,
"- PARV, INGA - Spetsialist",81,
- EMO arst:,81,
"- GORELASHVILI, GENADI - D04465 - E62 - radioloogia",81,
-  Kontroll 1x aastas või vajadusel.,80,
Informeeritud,80,
- Alustatud VEK'i lehe täitmist.,80,
Siinusrütm.,79,
Kopsudes vesikulaarne hingamiskahin,79,
"- KÕVASK, SIRJE - D05077 - E170 - kardioloogia",79,
"- KULL, INGRID - D04979 - E140 - gastroenteroloogia",79,
Paranenud.,79,
: Lümfotsüütide abs arv 2.0 x 10 9/L [norm 1.3 - 3.6],78,
Kood ja nimetus: 66800 Hematoksüliin-eosiin värvinguga biopsiamaterjali uuring (1 blokk) Põhjendus: histoloogiline uuring Kirjeldus:,78,
"- VASSILJEVA, OLGA",78,
7907 Röntgeniülesvõte lülisamba piirkonnast (kaks_ülesv,78,
Laparoskoopia,78,
Adekvaatne materjal.,78,
"- HEEK, VIVIAN",78,
0Q2101 – Naha ja nahaaluskoe kasvaja eemaldamine.,78,
"- VAIDE, MAARJA",78,
Kaebused:,78,
"- ESVALD, ELE-LIIS",78,
IRC1001 - KT peaajust: Kompuutertomograafia,77,
- UH:,77,
"- KURESOO, KRISTA - D04432 - E170 - kardioloogia",77,
"- RAAMAT, VILMA",77,
"-  pt. soovib teada  analüüside vastuseid,",77,
Visiit koju,77,
: Lümfotsüütide abs arv 2.1 x 10 9/L [norm 1.3 - 3.6],77,
"- Ora, Ene - D05448",77,
Põhjendus: FA,76,
- kontroll 1a pärast,76,
Nahaseente DNA paneel,76,
Radioloogiline uuring,76,
: IG 0.01 x 10 9/L [norm ... - 0.06],76,
TVL lõpetatud.,76,
"- PÜVI, EVE",76,
: Lümfotsüütide abs arv 1.6 x 10 9/L [norm 1.3 - 3.6],76,
-  Üldseisund: hea,76,
Kokkuvõte ja soovitused: Selgitatud sünnitusjärgset režiimi ja rindade hooldust.,76,
: Borrelia IgG <5.0 [norm ... - 10.0],76,
- Sotsiaaltöötaja konsultatsioon teostatud.,76,
-  Vaktsineerimine teostatud. Võimalike kõrvalnähtude ilmnemisel pöörduda perearstile.,76,
-  Korralisse kontrolli seoses glaukoomi haigusega,76,
"- Reinolt, Marin",76,
: ERY-erütrotsüüdid neg,76,
Kontrolli.,75,
Põhjendus: Struma nodosae,75,
EKG6323 - Elektrokardiograafia: Elektrokardiograafia,75,
Põhjendus: J45.8 Segatüüpi astma,75,
: Lümfotsüütide abs arv 2.6 x 10 9/L [norm 1.30 - 3.60],75,
KIRJELDUS,75,
TELLITUD UURINGUD,75,
: Lümfotsüütide abs arv 2.7 x 10 9/L [norm 1.30 - 3.60],75,
"Põhjendus: Palun anna vastus kätte, tuleb vastuvõtule tagasi.",75,
EKG-Holter-i monitooring polikliinikus,74,
Põhjendus: -,74,
Korduv kontroll.,74,
Kood ja nimetus: 66801 Operatsioonipreparaadi väljalõige koos makropreparaadi ja histoloogilise preparaadi kirjeldava diagnoosiga (kuni 3 blokki) Põhjendus: histoloogiline uuring Kirjeldus:,74,
Bronhoskoopia,74,
"- MELNICHUK, ALINA",74,
-  KUVARIGA TÖÖTAMISEL EI VAJA PRILLE,74,
-   Välissuguelundid -ii .,74,
Põhjendus: kõhuvalu,74,
"- Kalder, Kairi",73,
"- REIMAND, KATRIN - D04696 - Laboriarst",73,
"- OTS, SIRJE",73,
- Refraktsioon,73,
Aortokoronaarsunt 3 ja enamal arteril,73,
hemogramm  B-CBC-3Diff,73,
Bariaatriline laparoskoopiline maost möödajuhtiv operatsioon,73,
RUH RUH,73,
Põhjendus: Prof.,73,
"- TOIT, EVA - Laborant",73,
"- ORASON, KAARIN",73,
Põhjendus: CT uuring pea,73,
Muu kips- või kerglahase asetamine,73,
- Hemogramm,73,
: Kreatiniin 62 mkmol/l [norm 45 - 84],73,
"KLIINIKUMI, RADIOLOOG:",73,
Ehho 39-40 - Ehhokardiograafia: Ehhokardiograafia,73,
Põhjendus: E07.9 Kilpnäärme täpsustamata haigusseisund,72,
.,72,
Põhjendus: uuring.,72,
-,72,
- Nõustatud.,72,
: Kreatiniin 60 mkmol/l [norm 45 - 84],72,
"- RAAMAT, VILMA",72,
: HDL kolesterool 1.6 mmol/l [norm 1.0 - ...],72,
"Diagnoos on kinnitatud kaebuste, anamneesi, kliinilise pildi, uuringute, analüüside alusel",72,
-  .: Auskultatsioonil bilateraalselt vesikulaarne hingamiskahin,72,
"- NIELÄNDER, MAIRE",71,
EEG,71,
EKG-Holter'i monitooring,71,
: Basofiilide arv 0.03 x 10 9/L [norm 0 - 0.2],71,
Munajuhade ja munasarjade laparoskoopilised operatsioonid.,71,
"- NESTEROVA, YULIA - Laborant",71,
-  Võib töötada. Otsus     2  aastat,71,
- Suunatud AEK - i.,71,
"Operatsioonid ""kitsa"" selgrookanali laiendamiseks nimme osas",71,
"- ORAV, INGRID - Laborant",70,
Tuli kontrolli.,70,
Röntgenoskoopia,70,
Kaebused:prof.,70,
"- KANNISTE, KAREN",70,
Põhjendus: y,70,
"-  Nahk,limask puhtad, lümfisõlmi ei palpeeri,",70,
UURINGUD JA PROTSEDUURID,70,
Videolarüngoskoopia,70,
Kompuutertomograafia onkoloogilise patsiendi ravi planeerimine,69,
"- Murašova, Svetlana - D03778 - E340 - radioloogia",69,
analüüsid,69,
"- KIUDMA, GITANA - D04443 - E340 - radioloogia",69,
"- ŠREITOR, ŽANNA - D06400 - E330 - pulmonoloogia",69,
Haiguse kulg:,68,
-  vt. haiguse kulg,68,
"- UDU, IRINA - Laborant",68,
Kood ja nimetus: 66800 Hematoksüliin-eosiin värvinguga biopsiamaterjali uuring (1 blokk) Põhjendus: Histoloogiline uuring Kirjeldus:,68,
"- HÕLPUS, KAIE - Laborant",68,
Tonsillektoomia üldanesteesia tingimustes.,68,
: HDL kolesterool 1.3 mmol/l [norm 1.0 - ...],68,
"- TAUBE, AIRE - D04451 - E340 - radioloogia",68,
"- SARAP, PIRJA - D05842 - E340 - radioloogia",68,
7950 Kilpnäärme ultraheliuuring,68,
- LÄHITÖÖKS / KUVARIGA TÖÖTAMISEL EI  VAJA PRILLE,68,
IRC3003 - KT kõhust ja vaagnast: Kompuutertomograafia,68,
"- SITS, LEANA - D05853 - E140 - gastroenteroloogia",68,
-  Suitsetamisest loobuda.,68,
Hemogramm,68,
IRU1005 - UH kilpnäärmest: Ultraheli,67,
"-  Välisgenitaalid anatoomil. iseärasusteta, tupp vaba, limaskest põletikuta, fluor vaginalis norm.  koguse ja värvusega, KOHneg,  , portio limaskest terviklik, uterus keskjoonel norm. kuju,suuruse ja liikuvusega, adnexide piirkk. ii., tupevõlvid kõrged, Promtov neg.",67,
: Lümfotsüütide abs arv 1.9 x 10 9/L [norm 1.3 - 3.6],67,
vt kokkuvõte,67,
: Kreatiniin 61 mkmol/l [norm 45 - 84],67,
: Lümfotsüütide abs arv 1.8 x 10 9/L [norm 1.3 - 3.6],67,
: HDL kolesterool 1.1 mmol/l [norm 1.0 - ...],66,
Radioloogiline uuring,66,
: HDL kolesterool 1.5 mmol/l [norm 1.0 - ...],66,
"- POLETAJEVA, TATJANA - Laborant",66,
Rinnanäärme sektorresektsioon,66,
"- TALJA, IJA - Spetsialist",66,
"- MARANDI, MERIKE",66,
a.,66,
"- PLOOM, KADI - D00027 - E370 - sünnitusabi ja günekoloogia",66,
Kokkuvõte ja soovitused:,66,
Kood ja nimetus: 66801 Operatsioonipreparaadi väljalõige koos makropreparaadi ja histoloogilise preparaadi kirjeldava diagnoosiga (kuni 3 blokki) Põhjendus: Histoloogiline uuring. Kirjeldus:,66,
Põhjendus: T91.8 Kaela ja kere muude T vigastuste jääknähud,66,
"- REEDI, ELINA - D04449 - E340 - radioloogia",66,
7654 - KORONAROGRAAFIA: Angiograafia,66,
"- RAJASAAR, EVI-VIRVE - D04321 - Laboriarst",65,
: Basofiilide arv 0.02 x 10 9/L [norm 0 - 0.2],65,
Kaebused: Kaebusteta.,65,
Anamnees 05.01.2015:,65,
Emakakaela konisatsioon,65,
Vastus:,65,
- Tsütoloogilise uuringu vastus:,65,
-  Gün. kontroll  1 x aastas .,65,
-  Patsient soovib uuringu vastust.,65,
"- JUHANI, ANNELI - D06001 - Laboriarst",65,
Submukoosne konhotoomia,65,
-  Kaebusteta,64,
Anamnees,64,
Põhjendus: 6B,64,
"- NURK, ÜLLE - Laborant",64,
GASTROSKOOPIA,64,
- Pöördus ise.,64,
: Aeroobne külv - tulemus Aeroobsete mikroobide kasvu ei esine.,64,
"IRU3001 - UH rinnanäärmest, IRU3001 - UH rinnanäärmest: Ultraheli",64,
"- ORA, ENE - D05448",64,
Anamnees 12.01.2015:,64,
- tuli analüüside vastustele,64,
: Gün tsüto uuringu dgn M00120 (NILM /negative for intraepithelial lesion or malignancy/),64,
6320 Elektrokardiograafia,64,
Vastus:,64,
Ehhokardiograafia,64,
"- LEHTSALU-PAJU, INGRID - D03010 - E170 - kardioloogia",64,
ilma dünaamikata.,64,
: Kreatiniin 57 mkmol/l [norm 45 - 84],64,
"- VALGEPEA, TAIMI",64,
Otsus,64,
TAGASI KUTSUTUD,64,
"- MEOS, ÜLLE - Laborant",64,
"- Matjus, Svetlana - D01463 - E120 - endokrinoloogia",64,
"- KARU, KÜLLIKI - D04431 - E170 - kardioloogia",64,
TVL lõpetatud,64,
"- MEOS, ÜLLE",64,
: Kreatiniin 66 mkmol/l [norm 45 - 84],63,
: Neisseria gonorrhoeae DNA Negatiivne,63,
"- TORM, TANEL - D06130 - E250 - onkoloogia (kiiritus- ja keemiaravi tähenduses)",63,
a,63,
"- LAAS, ANNELY - D03124 - E280 - patoloogia",63,
"- SÕMER, KADRI - D07322 - E600 - üldarstiabi",63,
Kood ja nimetus: 66801 Operatsioonipreparaadi väljalõige koos makropreparaadi ja histoloogilise preparaadi kirjeldava diagnoosiga (kuni 3 blokki) Põhjendus: Histoloogiline uuring Kirjeldus:,63,
: Kreatiniin 67 mkmol/l [norm 45 - 84],63,
Põhjendus: valu,63,
-  Toitumissoovitused kõrge kolesteroolitaseme puhul veres!,63,
VASTUS:,63,
"Kood ja nimetus: 66802 Histoloogilise preparaadi 1 lisavärving (Giemsa, van Gieson) (1 klaas) Põhjendus: histoloogiline uuring Kirjeldus:",63,
Röntgenoloogiliselt aktiivset kopsutuberkuloosi ei avastatud. Järeldus perearstile.,62,
PAP II,62,
7551 - Ösofagogastroduodenoskoopia,62,
"- MÜÜRSEPP, ANNELI - Laborant",62,
- Üldseisund suhteliselt rahuldav.,62,
Naha ja nahaaluskoe kasvaja eemaldamine.,62,
Anamnees 11.03.2015:,62,
-  Nahk ja lim.kestad puhtad.,62,
"- ASSER, KARIN - D01314 - E340 - radioloogia",62,
ENMG,61,
"-  Nahk puhas, lümfisõlmi ei palpeeri.",61,
: Kreatiniin 58 mkmol/l [norm 45 - 84],61,
"- JUSTUS, INNA - D04354 - E340 - radioloogia",61,
*Hüübimissüsteemi uuringud,61,
"- VÕSU, VARJE - Laborant",61,
Pindmiste naha ja nahaaluskoe tuumorite eemaldamine,61,
Põhjendus: M51.1 Nimme ja muude lülivaheketaste haigussesundid radikulopaatia.,61,
"- Kelder, Larissa - D00518 - E280 - patoloogia",61,
: HDL kolesterool 1.0 mmol/l [norm 1.0 - ...],61,
",",61,
Tagasi kutsutud.,61,
: Lümfotsüütide abs arv 1.7 x 10 9/L [norm 1.3 - 3.6],61,
-   Hemogramm,61,
"-  Tupp puhas.Portio puhas.Emakas anteversios,norm.suurust,valutu. Adneksid bil.vabad.",61,
-,61,
Anuse operatsioon.,61,
Välisgenit.: norm,61,
RE0003 - GASTROSKOOPIA: Endoskoopilised,60,
"- MÜÜRSEPP, ANDREAS - D06537 - E340 - radioloogia",60,
: Lümfotsüütide abs arv 2.3 x 10 9/L [norm 1.3 - 3.6],60,
Hinnakoodid:,60,
: Lümfotsüütide abs arv 1.5 x 10 9/L [norm 1.3 - 3.6],60,
- Jätkab eelnevat ravi.,60,
"Laparoskoopiline väikese vaagna organite kontroll ja liidete vabastamine, steriliseerimine.",60,
Metakoliintest,60,
Anamnees 04.05.2015:,60,
"- LEHT, ANU - D04444 - E340 - radioloogia",59,
Põhjendus: op.raviks,59,
: Kreatiniin 63 mkmol/l [norm 45 - 84],59,
IRU6016 - UH doppleruuring jala süvaveenidest: Ultraheli,59,
7919 Röntgeniülesvõte alajäsemetest (kaks_ülesvõtet),59,
