,analysis_name,analysis_substrate,parameter_code,parameter_name,unit,count,System,Pleural,Pericardial,SerPla,VenoseBlood,CapillaryBlood,ArterialBlood,CSF,Blood,Plasma,Serum,Urine
126,Hematoloogilised uuringud,nan,S2-CreaC,PLCR,,34,,False,False,False,False,False,False,False,False,False,True,False
127,Hematoloogilised uuringud,nan,S-aBorrM,PLCR,,46,,False,False,False,False,False,False,False,False,False,True,False
128,Hematoloogilised uuringud,nan,2402,PLCR,,1,,False,False,False,False,False,False,False,True,False,False,False
131,Hematoloogilised uuringud,nan,4884,PLCR,,7,,False,False,False,False,False,False,False,True,False,False,False
133,Histoloogia,nan,fS-Crea,Kirjeldus,,1184,,False,False,False,False,False,False,False,False,False,True,False
135,Histoloogia,nan,S-ASO(antistreptolüsiinO),Lokatsioon,,278,,False,False,False,False,False,False,False,False,False,True,False
136,Hematoloogilised uuringud,nan,S-T_gondii_IgG,RDW%,,13,,False,False,False,False,False,False,False,False,False,True,False
137,Hematoloogilised uuringud,nan,Bx-Borrelia_PCR,RDW%,,1,,False,False,False,False,False,False,False,True,False,False,False
139,Hematoloogilised uuringud,nan,10013,RDW%,,3,,False,False,False,False,False,False,False,True,False,False,False
140,Hematoloogilised uuringud,nan,UreaplasmaurealyticumDNAemakakaelakanalikaapest,PLCR,,89,,False,False,False,False,False,False,False,True,False,False,False
142,Hematoloogilised uuringud,nan,11048,RDW%,,49,,False,False,False,False,False,False,False,True,False,False,False
146,Hematoloogilised uuringud,nan,1585,PLCR,,3,,False,False,False,False,False,False,False,True,False,False,False
147,Hematoloogilised uuringud,nan,F-Noro-Ag,PLCR,,1,,False,False,False,False,False,False,False,True,False,False,False
148,Hematoloogilised uuringud,nan,ViirusmeningiiditekitajatekompleksuuringPCRmeetodilliik,RDW%,,6,,False,False,False,False,False,False,False,True,False,False,False
152,Hematoloogilised uuringud,nan,132,PLCR,,68,,False,False,False,False,False,False,False,True,False,False,False
153,Hematoloogilised uuringud,nan,P-K,RDW%,,433,,False,False,False,False,False,False,False,False,True,False,False
154,Histoloogia,nan,"S,P-FSH",Kirjeldus,,4,,False,False,True,False,False,False,False,False,False,False,False
155,Hematoloogilised uuringud,nan,HantaviirusIgG,RDW%,,1,,False,False,False,False,False,False,False,True,False,False,False
156,Hematoloogilised uuringud,nan,11527,RDW%,,18,,False,False,False,False,False,False,False,True,False,False,False
160,Hematoloogilised uuringud,nan,201,PLCR,,64,,False,False,False,False,False,False,False,True,False,False,False
161,Hematoloogilised uuringud,nan,Cf-AerMyc,RDW%,,148,,False,False,False,False,False,False,False,True,False,False,False
162,Hematoloogilised uuringud,nan,5626,RDW%,,5,,False,False,False,False,False,False,False,True,False,False,False
164,Histoloogia,nan,S-cTnT_hs,Diagnoos 1,,33,,False,False,False,False,False,False,False,False,False,True,False
167,Hematoloogilised uuringud,nan,147102,RDW%,,9,,False,False,False,False,False,False,False,True,False,False,False
168,Hematoloogilised uuringud,nan,S2-HE4,RDW%,,14,,False,False,False,False,False,False,False,False,False,True,False
169,Hematoloogilised uuringud,nan,11925,PLCR,,1,,False,False,False,False,False,False,False,True,False,False,False
170,Hematoloogilised uuringud,nan,1014,PLCR,,1584,,False,False,False,False,False,False,False,True,False,False,False
171,Histoloogia,nan,S-CK-MBm,Arhiivi number,,499,,False,False,False,False,False,False,False,False,False,True,False
172,Hematoloogilised uuringud,nan,3592,PLCR,,1,,False,False,False,False,False,False,False,True,False,False,False
173,Hematoloogilised uuringud,nan,S-M_pneumoniae_IgA,PLCR,,196,,False,False,False,False,False,False,False,False,False,True,False
174,Hematoloogilised uuringud,nan,758,PLCR,,1,,False,False,False,False,False,False,False,True,False,False,False
178,Hematoloogilised uuringud,nan,44676,RDW%,,2,,False,False,False,False,False,False,False,True,False,False,False
180,Hematoloogilised uuringud,nan,S1-aToxoG,PLCR,,1,,False,False,False,False,False,False,False,False,False,True,False
181,Histoloogia,nan,"S,P-CK-MBm",Diagnoos 1,,56,,False,False,True,False,False,False,False,False,False,False,False
182,Histoloogia,nan,S-_Prol,Kirjeldus,,23,,False,False,False,False,False,False,False,False,False,True,False
183,Hematoloogilised uuringud,nan,Ea-Aer,RDW%,,24,,False,False,False,False,False,False,False,True,False,False,False
185,Hematoloogilised uuringud,nan,22,PLCR,,1243,,False,False,False,False,False,False,False,True,False,False,False
187,Hematoloogilised uuringud,nan,1325,PLCR,,148,,False,False,False,False,False,False,False,True,False,False,False
190,Histoloogia,nan,S-aCpn-M,Diagnoos 1,,1,,False,False,False,False,False,False,False,False,False,True,False
191,Hematoloogilised uuringud,nan,7344,RDW%,,1,,False,False,False,False,False,False,False,True,False,False,False
192,Hematoloogilised uuringud,nan,StreptococcuspneumoniaeDNA,PLCR,,15,,False,False,False,False,False,False,False,True,False,False,False
193,Hematoloogilised uuringud,nan,67903,PLCR,,1,,False,False,False,False,False,False,False,True,False,False,False
197,Hematoloogilised uuringud,nan,E2/Östradiool,RDW%,,21,,False,False,False,False,False,False,False,True,False,False,False
198,Hematoloogilised uuringud,nan,"S,P-CCP_IgG",RDW%,,28,,False,False,True,False,False,False,False,False,False,False,False
199,Hematoloogilised uuringud,nan,PrcF-PMN,RDW%,,1,,False,False,False,False,False,False,False,True,False,False,False
202,Hematoloogilised uuringud,nan,fP-apoA1(apolipoproteiinA),PLCR,,3,,False,False,False,False,False,False,False,False,True,False,False
204,Hematoloogilised uuringud,nan,koerakarv,RDW%,,5,,False,False,False,False,False,False,False,True,False,False,False
207,Histoloogia,nan,S-f352spIgEmaapähklikomponendirArah8PR-10(Betv1,Diagnoos 1,,2,,False,False,False,False,False,False,False,False,False,True,False
208,Hematoloogilised uuringud,nan,57808,PLCR,,1,,False,False,False,False,False,False,False,True,False,False,False
209,Histoloogia,nan,S-UA(kusihape),Kirjeldus,,1533,,False,False,False,False,False,False,False,False,False,True,False
213,Histoloogia,nan,fS-Transf(transferriin),Diagnoos 1,,325,,False,False,False,False,False,False,False,False,False,True,False
214,Hematoloogilised uuringud,nan,4285,PLCR,,1,,False,False,False,False,False,False,False,True,False,False,False
216,Histoloogia,nan,fS-Trigl(triglütseriidid),Arhiivi number,,2057,,False,False,False,False,False,False,False,False,False,True,False
218,Histoloogia,nan,S-p1_IgE,Lokatsioon,,39,,False,False,False,False,False,False,False,False,False,True,False
220,Hematoloogilised uuringud,nan,778,RDW%,,82,,False,False,False,False,False,False,False,True,False,False,False
221,Histoloogia,nan,S-Grav_I_trim,Diagnoos 1,,6,,False,False,False,False,False,False,False,False,False,True,False
222,Histoloogia,nan,S-EBV_VCA_IgG,Lokatsioon,,4,,False,False,False,False,False,False,False,False,False,True,False
224,Histoloogia,nan,S2-B_pertussis_IgG,Lokatsioon,,5,,False,False,False,False,False,False,False,False,False,True,False
230,Histoloogia,nan,S-Y.ent.O9,Arhiivi number,,4,,False,False,False,False,False,False,False,False,False,True,False
231,Hematoloogilised uuringud,nan,2486,RDW%,,19,,False,False,False,False,False,False,False,True,False,False,False
232,Hematoloogilised uuringud,nan,CK-MB,PLCR,,1,,False,False,False,False,False,False,False,True,False,False,False
233,Histoloogia,nan,"S,P-Myogl",Kirjeldus,,38,,False,False,True,False,False,False,False,False,False,False,False
235,Hematoloogilised uuringud,nan,GR,PLCR,,1,,False,False,False,False,False,False,False,True,False,False,False
237,Histoloogia,nan,S-25(OH)D,Lokatsioon,,2,,False,False,False,False,False,False,False,False,False,True,False
239,Histoloogia,nan,S-aHSV-1/2M-Blot,Lokatsioon,,2,,False,False,False,False,False,False,False,False,False,True,False
242,Hematoloogilised uuringud,nan,11115,RDW%,,403,,False,False,False,False,False,False,False,True,False,False,False
243,Histoloogia,nan,S2-IgE-K20,Lokatsioon,,13,,False,False,False,False,False,False,False,False,False,True,False
244,Hematoloogilised uuringud,nan,695,RDW%,,472,,False,False,False,False,False,False,False,True,False,False,False
246,Hematoloogilised uuringud,nan,mOsm,PLCR,,429,,False,False,False,False,False,False,False,True,False,False,False
250,Histoloogia,nan,S1-aToxoG,Diagnoos 1,,1,,False,False,False,False,False,False,False,False,False,True,False
251,Hematoloogilised uuringud,nan,10530,PLCR,,2,,False,False,False,False,False,False,False,True,False,False,False
253,Hematoloogilised uuringud,nan,1140,PLCR,,232,,False,False,False,False,False,False,False,True,False,False,False
255,Histoloogia,nan,S-CDT,Arhiivi number,,9,,False,False,False,False,False,False,False,False,False,True,False
257,Hematoloogilised uuringud,nan,10485,PLCR,,13,,False,False,False,False,False,False,False,True,False,False,False
258,Hematoloogilised uuringud,nan,510,RDW%,,260,,False,False,False,False,False,False,False,True,False,False,False
259,Histoloogia,nan,S-H_influenzae_B_IgG,Lokatsioon,,3,,False,False,False,False,False,False,False,False,False,True,False
260,Histoloogia,nan,P-FVII-FaktorVII,Lokatsioon,,2,,False,False,False,False,False,False,False,False,True,False,False
262,Hematoloogilised uuringud,nan,S-PTH,RDW%,,107,,False,False,False,False,False,False,False,False,False,True,False
264,Hematoloogilised uuringud,nan,71569,PLCR,,8,,False,False,False,False,False,False,False,True,False,False,False
268,Histoloogia,nan,S-HIV-1/2_Ag/Ab,Arhiivi number,,65,,False,False,False,False,False,False,False,False,False,True,False
272,Hematoloogilised uuringud,nan,Br-Aer,PLCR,,9,,False,False,False,False,False,False,False,True,False,False,False
274,Hematoloogilised uuringud,nan,4283,PLCR,,1,,False,False,False,False,False,False,False,True,False,False,False
275,Hematoloogilised uuringud,nan,Cx-M_hominis-PCR,RDW%,,14,,False,False,False,False,False,False,False,True,False,False,False
277,Hematoloogilised uuringud,nan,2472,RDW%,,21,,False,False,False,False,False,False,False,True,False,False,False
279,Hematoloogilised uuringud,nan,S-d3_IgE,PLCR,,49,,False,False,False,False,False,False,False,False,False,True,False
280,Hematoloogilised uuringud,nan,70358,PLCR,,115,,False,False,False,False,False,False,False,True,False,False,False
282,Hematoloogilised uuringud,nan,11049,PLCR,,39,,False,False,False,False,False,False,False,True,False,False,False
286,Histoloogia,nan,S-Pinf_IgM,Arhiivi number,,1,,False,False,False,False,False,False,False,False,False,True,False
287,Hematoloogilised uuringud,nan,43562,RDW%,,1,,False,False,False,False,False,False,False,True,False,False,False
289,Histoloogia,nan,S-_Rf,Lokatsioon,,31,,False,False,False,False,False,False,False,False,False,True,False
290,Hematoloogilised uuringud,nan,57677,RDW%,,1,,False,False,False,False,False,False,False,True,False,False,False
291,Hematoloogilised uuringud,nan,2408,PLCR,,1,,False,False,False,False,False,False,False,True,False,False,False
292,Hematoloogilised uuringud,nan,S-aNeu-IF,RDW%,,21,,False,False,False,False,False,False,False,False,False,True,False
295,Histoloogia,nan,S-Amyl-2,Diagnoos 1,,21,,False,False,False,False,False,False,False,False,False,True,False
296,Histoloogia,nan,S-IgE-F93,Diagnoos 1,,5,,False,False,False,False,False,False,False,False,False,True,False
298,Histoloogia,nan,S-Bil,Diagnoos 1,,4631,,False,False,False,False,False,False,False,False,False,True,False
299,Hematoloogilised uuringud,nan,70364,PLCR,,125,,False,False,False,False,False,False,False,True,False,False,False
300,Hematoloogilised uuringud,nan,10086,RDW%,,23,,False,False,False,False,False,False,False,True,False,False,False
307,Histoloogia,nan,S1-_HIV,Arhiivi number,,3,,False,False,False,False,False,False,False,False,False,True,False
311,Hematoloogilised uuringud,nan,alb,PLCR,,20,,False,False,False,False,False,False,False,True,False,False,False
312,Hematoloogilised uuringud,nan,S1-Digox,PLCR,,39,,False,False,False,False,False,False,False,False,False,True,False
318,Histoloogia,nan,P-PC,Lokatsioon,,23,,False,False,False,False,False,False,False,False,True,False,False
319,Hematoloogilised uuringud,nan,2148,PLCR,,19,,False,False,False,False,False,False,False,True,False,False,False
321,Hematoloogilised uuringud,nan,147215,RDW%,,1,,False,False,False,False,False,False,False,True,False,False,False
323,Histoloogia,nan,P1-APTT,Kirjeldus,,52,,False,False,False,False,False,False,False,False,True,False,False
324,Hematoloogilised uuringud,nan,Uf-PrepG,PLCR,,103,,False,False,False,False,False,False,False,True,False,False,False
325,Hematoloogilised uuringud,nan,PresensibilisatsioonHLAantig,RDW%,,3,,False,False,False,False,False,False,False,True,False,False,False
326,Histoloogia,nan,S2-HBsAg-test,Kirjeldus,,3,,False,False,False,False,False,False,False,False,False,True,False
327,Histoloogia,nan,S-Na_,Kirjeldus,,7,,False,False,False,False,False,False,False,False,False,True,False
328,Hematoloogilised uuringud,nan,S-AmylP(amülaasipankreasefraktsioon),PLCR,,71,,False,False,False,False,False,False,False,False,False,True,False
331,Hematoloogilised uuringud,nan,40074,RDW%,,3,,False,False,False,False,False,False,False,True,False,False,False
332,Hematoloogilised uuringud,nan,3339,PLCR,,1,,False,False,False,False,False,False,False,True,False,False,False
341,Hematoloogilised uuringud,nan,147215,PLCR,,1,,False,False,False,False,False,False,False,True,False,False,False
342,Hematoloogilised uuringud,nan,tärpetiinõli(Terpentinöl)10%,RDW%,,2,,False,False,False,False,False,False,False,True,False,False,False
343,Histoloogia,nan,S2-ProBNP,Diagnoos 1,,69,,False,False,False,False,False,False,False,False,False,True,False
345,Hematoloogilised uuringud,nan,B-Quantiferon-gamma,RDW%,,7,,False,False,False,False,False,False,False,True,False,False,False
347,Hematoloogilised uuringud,nan,10513,PLCR,,110,,False,False,False,False,False,False,False,True,False,False,False
350,Hematoloogilised uuringud,nan,3976,RDW%,,6,,False,False,False,False,False,False,False,True,False,False,False
352,Histoloogia,nan,B-hepatiidiviirusetuumaantig.vast.IgMjaIgGant,Kirjeldus,,3,,False,False,False,False,False,False,False,True,False,False,False
358,Hematoloogilised uuringud,nan,S-aHSV-1/2G-Blot,RDW%,,2,,False,False,False,False,False,False,False,False,False,True,False
363,Hematoloogilised uuringud,nan,1357,RDW%,,229,,False,False,False,False,False,False,False,True,False,False,False
364,Histoloogia,nan,"S-HIV1,2Ag+AB",Diagnoos 1,,18,,False,False,False,False,False,False,False,False,False,True,False
365,Hematoloogilised uuringud,nan,2131,RDW%,,12,,False,False,False,False,False,False,False,True,False,False,False
369,Hematoloogilised uuringud,nan,59489,RDW%,,1,,False,False,False,False,False,False,False,True,False,False,False
372,Hematoloogilised uuringud,nan,45023,PLCR,,2,,False,False,False,False,False,False,False,True,False,False,False
377,Histoloogia,nan,B-HCV_RNA-Q,Kirjeldus,,8,,False,False,False,False,False,False,False,True,False,False,False
381,Hematoloogilised uuringud,nan,S-Mg(magneesium),PLCR,,209,,False,False,False,False,False,False,False,False,False,True,False
383,Hematoloogilised uuringud,nan,B3-ABO+Rh(D),RDW%,,3,,False,False,False,False,False,False,False,True,False,False,False
384,Hematoloogilised uuringud,nan,PlrF-Tbc,RDW%,,5,,False,False,False,False,False,False,False,True,False,False,False
387,Hematoloogilised uuringud,nan,B-AB0d+Rh(D),PLCR,,12,,False,False,False,False,False,False,False,True,False,False,False
389,Hematoloogilised uuringud,nan,vili,RDW%,,5,,False,False,False,False,False,False,False,True,False,False,False
390,Hematoloogilised uuringud,nan,2410,RDW%,,1,,False,False,False,False,False,False,False,True,False,False,False
393,Histoloogia,nan,S-T_pallidum_IgM_conf,Lokatsioon,,4,,False,False,False,False,False,False,False,False,False,True,False
394,Hematoloogilised uuringud,nan,1560,RDW%,,45,,False,False,False,False,False,False,False,True,False,False,False
398,Hematoloogilised uuringud,nan,fS-C-pept,PLCR,,19,,False,False,False,False,False,False,False,False,False,True,False
403,Hematoloogilised uuringud,nan,3343,PLCR,,2,,False,False,False,False,False,False,False,True,False,False,False
408,Histoloogia,nan,S2-aTrepM-Blot,Arhiivi number,,8,,False,False,False,False,False,False,False,False,False,True,False
410,Histoloogia,nan,S-MPOAb/MüeloperoksüdaasivastaneIgGseerumis,Kirjeldus,,9,,False,False,False,False,False,False,False,False,False,True,False
412,Hematoloogilised uuringud,nan,S2-IgE-IP8,PLCR,,20,,False,False,False,False,False,False,False,False,False,True,False
413,Hematoloogilised uuringud,nan,66732,RDW%,,40,,False,False,False,False,False,False,False,True,False,False,False
414,Hematoloogilised uuringud,nan,Cx-N_gonorrh._DNA,PLCR,,41,,False,False,False,False,False,False,False,True,False,False,False
415,Hematoloogilised uuringud,nan,242,PLCR,,3,,False,False,False,False,False,False,False,True,False,False,False
416,Histoloogia,nan,"S2-HIV1,2Ag/Ab",Lokatsioon,,1,,False,False,False,False,False,False,False,False,False,True,False
417,Hematoloogilised uuringud,nan,3591,RDW%,,1,,False,False,False,False,False,False,False,True,False,False,False
419,Histoloogia,nan,S-Liver-IF,Kirjeldus,,52,,False,False,False,False,False,False,False,False,False,True,False
420,Histoloogia,nan,S-Vit_D_(25-OH),Lokatsioon,,9,,False,False,False,False,False,False,False,False,False,True,False
424,Hematoloogilised uuringud,nan,Cf-Bsk,RDW%,,75,,False,False,False,False,False,False,False,True,False,False,False
425,Histoloogia,nan,S-IgA,Lokatsioon,,312,,False,False,False,False,False,False,False,False,False,True,False
427,Hematoloogilised uuringud,nan,P4-cTnI,RDW%,,137,,False,False,False,False,False,False,False,True,False,False,False
428,Hematoloogilised uuringud,nan,TT,PLCR,,2,,False,False,False,False,False,False,False,True,False,False,False
433,Histoloogia,nan,S-Erlich_IgG,Lokatsioon,,8,,False,False,False,False,False,False,False,False,False,True,False
435,Histoloogia,nan,S-gam-glGammaglobuliinid,Kirjeldus,,181,,False,False,False,False,False,False,False,False,False,True,False
437,Hematoloogilised uuringud,nan,2345,PLCR,,3,,False,False,False,False,False,False,False,True,False,False,False
442,Hematoloogilised uuringud,nan,D-di,PLCR,,3,,False,False,False,False,False,False,False,True,False,False,False
444,Hematoloogilised uuringud,nan,S2-Salmonella_Ab,PLCR,,1,,False,False,False,False,False,False,False,False,False,True,False
446,Histoloogia,nan,S-DHES ,Diagnoos 1,,2,,False,False,False,False,False,False,False,False,False,True,False
451,Histoloogia,nan,S-Borr-IgG-immunoblot,Lokatsioon,,1,,False,False,False,False,False,False,False,False,False,True,False
452,Hematoloogilised uuringud,nan,4872,PLCR,,7,,False,False,False,False,False,False,False,True,False,False,False
456,Hematoloogilised uuringud,nan,P-RF,RDW%,,1,,False,False,False,False,False,False,False,False,True,False,False
457,Hematoloogilised uuringud,nan,S-Liver_(panel),PLCR,,423,,False,False,False,False,False,False,False,False,False,True,False
459,Hematoloogilised uuringud,nan,MPO_Ig_G,RDW%,,1,,False,False,False,False,False,False,False,True,False,False,False
464,Hematoloogilised uuringud,nan,S-Y_enterocolitica_03_Ab,RDW%,,5,,False,False,False,False,False,False,False,False,False,True,False
467,Histoloogia,nan,S-GTT-e,Kirjeldus,,7,,False,False,False,False,False,False,False,False,False,True,False
468,Hematoloogilised uuringud,nan,4316,RDW%,,4,,False,False,False,False,False,False,False,True,False,False,False
469,Hematoloogilised uuringud,nan,S-aHAV-M,PLCR,,1,,False,False,False,False,False,False,False,False,False,True,False
472,Hematoloogilised uuringud,nan,687,RDW%,,267,,False,False,False,False,False,False,False,True,False,False,False
473,Histoloogia,nan,S2-T_pallidum_IgM,Kirjeldus,,3,,False,False,False,False,False,False,False,False,False,True,False
475,Hematoloogilised uuringud,nan,S-fp5_IgE,PLCR,,31,,False,False,False,False,False,False,False,False,False,True,False
477,Hematoloogilised uuringud,nan,11263,PLCR,,1,,False,False,False,False,False,False,False,True,False,False,False
481,Hematoloogilised uuringud,nan,10162,RDW%,,3,,False,False,False,False,False,False,False,True,False,False,False
484,Histoloogia,nan,S-t2_IgE,Diagnoos 1,,127,,False,False,False,False,False,False,False,False,False,True,False
