_regex_pattern_,grammar_symbol,value,_group_,_priority_
polihexanide,DRUG_NAME,DRUG_NAME,0,0
naatriumatsediasulfoon\+tsinhokaiin\+oksümetuurea,DRUG_NAME,DRUG_NAME,0,0
vancomycin pharmaswiss,DRUG_NAME,DRUG_NAME,0,0
ae-iivatee ürt\+nurmenukujuur,DRUG_NAME,DRUG_NAME,0,0
jakavi,DRUG_NAME,DRUG_NAME,0,0
sulfadoxine\+pyrimethamine,DRUG_NAME,DRUG_NAME,0,0
tseftriaksoon\+sulbaktaam,DRUG_NAME,DRUG_NAME,0,0
oxyfedrine,DRUG_NAME,DRUG_NAME,0,0
algeldrate,DRUG_NAME,DRUG_NAME,0,0
lanvis,DRUG_NAME,DRUG_NAME,0,0
perindopril/indapamide teva,DRUG_NAME,DRUG_NAME,0,0
ceftazidime mip g,DRUG_NAME,DRUG_NAME,0,0
glucocorticoids,DRUG_NAME,DRUG_NAME,0,0
dulaglutide,DRUG_NAME,DRUG_NAME,0,0
meclozine,DRUG_NAME,DRUG_NAME,0,0
tehneetsium\(m tc\)kolloidreeniumsulfiid,DRUG_NAME,DRUG_NAME,0,0
diener,DRUG_NAME,DRUG_NAME,0,0
meningokokkvaktsiinid,DRUG_NAME,DRUG_NAME,0,0
narcan,DRUG_NAME,DRUG_NAME,0,0
ropinirole pharmaswiss ,DRUG_NAME,DRUG_NAME,0,0
insuman comb,DRUG_NAME,DRUG_NAME,0,0
atorvastatin zentiva ,DRUG_NAME,DRUG_NAME,0,0
nebivolol\+hydrochlorothiazide,DRUG_NAME,DRUG_NAME,0,0
tribenoside\+lidocaine,DRUG_NAME,DRUG_NAME,0,0
henle lingu diureetikumid ja kaaliumi säästvad diureetikumid,DRUG_NAME,DRUG_NAME,0,0
cloxacillin,DRUG_NAME,DRUG_NAME,0,0
actikerall,DRUG_NAME,DRUG_NAME,0,0
pulmicort turbuhaler,DRUG_NAME,DRUG_NAME,0,0
nefazodone,DRUG_NAME,DRUG_NAME,0,0
colony stimulating factors,DRUG_NAME,DRUG_NAME,0,0
gemcitabine actavis,DRUG_NAME,DRUG_NAME,0,0
canocord,DRUG_NAME,DRUG_NAME,0,0
isokit tin-olloid tc.s,DRUG_NAME,DRUG_NAME,0,0
marevani,DRUG_NAME,DRUG_NAME,0,0
ipecacuanha,DRUG_NAME,DRUG_NAME,0,0
somatostatiin ja selle analoogid,DRUG_NAME,DRUG_NAME,0,0
benziodarone,DRUG_NAME,DRUG_NAME,0,0
tripelennamiin,DRUG_NAME,DRUG_NAME,0,0
torasemid,DRUG_NAME,DRUG_NAME,0,0
lindynette,DRUG_NAME,DRUG_NAME,0,0
furosemid lannacher,DRUG_NAME,DRUG_NAME,0,0
malation,DRUG_NAME,DRUG_NAME,0,0
aminobutyric acid,DRUG_NAME,DRUG_NAME,0,0
imolamiin,DRUG_NAME,DRUG_NAME,0,0
other capillary stabilizing agents,DRUG_NAME,DRUG_NAME,0,0
cloprednol,DRUG_NAME,DRUG_NAME,0,0
phentermine,DRUG_NAME,DRUG_NAME,0,0
flavamed köhatilgad,DRUG_NAME,DRUG_NAME,0,0
mexolan,DRUG_NAME,DRUG_NAME,0,0
verospiron,DRUG_NAME,DRUG_NAME,0,0
influvac,DRUG_NAME,DRUG_NAME,0,0
tetabulin s/d,DRUG_NAME,DRUG_NAME,0,0
gordius,DRUG_NAME,DRUG_NAME,0,0
spasmed,DRUG_NAME,DRUG_NAME,0,0
dilrene s.r.,DRUG_NAME,DRUG_NAME,0,0
tiamiin\+nikotiinamiid\+riboflaviin\+kaltsiumpantotenaat\+püridoksiin\+tsüanokobalamiin\+biotiin,DRUG_NAME,DRUG_NAME,0,0
nifluril,DRUG_NAME,DRUG_NAME,0,0
spesimax,DRUG_NAME,DRUG_NAME,0,0
selektiivsed immunosupressandid,DRUG_NAME,DRUG_NAME,0,0
propafenone accord,DRUG_NAME,DRUG_NAME,0,0
efient,DRUG_NAME,DRUG_NAME,0,0
calciumfolinat ebewe,DRUG_NAME,DRUG_NAME,0,0
rasagiline mylan,DRUG_NAME,DRUG_NAME,0,0
femoden,DRUG_NAME,DRUG_NAME,0,0
insuman rapid,DRUG_NAME,DRUG_NAME,0,0
erlotinib teva,DRUG_NAME,DRUG_NAME,0,0
cipralex meltz ,DRUG_NAME,DRUG_NAME,0,0
rota virus diarrhea vaccines,DRUG_NAME,DRUG_NAME,0,0
galafold,DRUG_NAME,DRUG_NAME,0,0
telmisartan/hydrochlorothiazide teva pharma,DRUG_NAME,DRUG_NAME,0,0
lemilvo,DRUG_NAME,DRUG_NAME,0,0
loratadine actavis,DRUG_NAME,DRUG_NAME,0,0
thyrozol,DRUG_NAME,DRUG_NAME,0,0
antimalarials,DRUG_NAME,DRUG_NAME,0,0
aripsan,DRUG_NAME,DRUG_NAME,0,0
mittesteroidsed põletikuvastased ained paikseks kasutamiseks,DRUG_NAME,DRUG_NAME,0,0
"kortikosteroidide, infektsioonivastaste ainete ja müdriaatikumide kombinatsioonid",DRUG_NAME,DRUG_NAME,0,0
simvagamma ,DRUG_NAME,DRUG_NAME,0,0
wilzin,DRUG_NAME,DRUG_NAME,0,0
mitoguazone,DRUG_NAME,DRUG_NAME,0,0
astator,DRUG_NAME,DRUG_NAME,0,0
budesonide/formoterol teva,DRUG_NAME,DRUG_NAME,0,0
barii sulfas,DRUG_NAME,DRUG_NAME,0,0
"sulfonamides, plain",DRUG_NAME,DRUG_NAME,0,0
imprida hct,DRUG_NAME,DRUG_NAME,0,0
terbinafin actavis,DRUG_NAME,DRUG_NAME,0,0
iodine- labeled epidepride,DRUG_NAME,DRUG_NAME,0,0
essentiale n,DRUG_NAME,DRUG_NAME,0,0
aescin\+closantel,DRUG_NAME,DRUG_NAME,0,0
ornipressin,DRUG_NAME,DRUG_NAME,0,0
hyperhaes,DRUG_NAME,DRUG_NAME,0,0
mometasone cipla,DRUG_NAME,DRUG_NAME,0,0
thyroid preparations,DRUG_NAME,DRUG_NAME,0,0
eflornithine,DRUG_NAME,DRUG_NAME,0,0
aripiprazole accord,DRUG_NAME,DRUG_NAME,0,0
brevibloc,DRUG_NAME,DRUG_NAME,0,0
translarna,DRUG_NAME,DRUG_NAME,0,0
capd/dpca,DRUG_NAME,DRUG_NAME,0,0
difenoksiin,DRUG_NAME,DRUG_NAME,0,0
vasonit retard,DRUG_NAME,DRUG_NAME,0,0
benfotiamine,DRUG_NAME,DRUG_NAME,0,0
mk-,DRUG_NAME,DRUG_NAME,0,0
diclofinac,DRUG_NAME,DRUG_NAME,0,0
diphenhydramine methylbromide,DRUG_NAME,DRUG_NAME,0,0
prednülideen,DRUG_NAME,DRUG_NAME,0,0
tonocardin xl,DRUG_NAME,DRUG_NAME,0,0
yasminelle,DRUG_NAME,DRUG_NAME,0,0
dantrolene and derivatives,DRUG_NAME,DRUG_NAME,0,0
archangelica comp,DRUG_NAME,DRUG_NAME,0,0
bonviva,DRUG_NAME,DRUG_NAME,0,0
metrobac b n250,DRUG_NAME,DRUG_NAME,0,0
tamsuprost,DRUG_NAME,DRUG_NAME,0,0
noradren,DRUG_NAME,DRUG_NAME,0,0
talimogene laherparepvec,DRUG_NAME,DRUG_NAME,0,0
"watersoluble, hepatotropic -ay contrast media",DRUG_NAME,DRUG_NAME,0,0
isobromindioon,DRUG_NAME,DRUG_NAME,0,0
amlodipine sopharma,DRUG_NAME,DRUG_NAME,0,0
carboplatin,DRUG_NAME,DRUG_NAME,0,0
antimoniühendid,DRUG_NAME,DRUG_NAME,0,0
gangliosiidid ja nende derivaadid,DRUG_NAME,DRUG_NAME,0,0
spigelon,DRUG_NAME,DRUG_NAME,0,0
gentisone hc ear drops,DRUG_NAME,DRUG_NAME,0,0
dobutamine,DRUG_NAME,DRUG_NAME,0,0
metformin teva,DRUG_NAME,DRUG_NAME,0,0
helixor a,DRUG_NAME,DRUG_NAME,0,0
vinorelbine accord,DRUG_NAME,DRUG_NAME,0,0
ibandronic acid sandoz,DRUG_NAME,DRUG_NAME,0,0
olmedoxlata,DRUG_NAME,DRUG_NAME,0,0
broncophen thymia,DRUG_NAME,DRUG_NAME,0,0
abacavir,DRUG_NAME,DRUG_NAME,0,0
sofrel ,DRUG_NAME,DRUG_NAME,0,0
amülaas,DRUG_NAME,DRUG_NAME,0,0
-c/9-o generator,DRUG_NAME,DRUG_NAME,0,0
-aminonitrazepam,DRUG_NAME,DRUG_NAME,0,0
vasksulfaat,DRUG_NAME,DRUG_NAME,0,0
diclofena-atiopharm ,DRUG_NAME,DRUG_NAME,0,0
etynodiol,DRUG_NAME,DRUG_NAME,0,0
klebopriid,DRUG_NAME,DRUG_NAME,0,0
bilobil,DRUG_NAME,DRUG_NAME,0,0
lormetasepaam,DRUG_NAME,DRUG_NAME,0,0
vitamiin b ja selle kombinatsioonid vitamiiniga b6 ja/või vitamiiniga b12,DRUG_NAME,DRUG_NAME,0,0
felora,DRUG_NAME,DRUG_NAME,0,0
natrii calcii edetas,DRUG_NAME,DRUG_NAME,0,0
klorproman ,DRUG_NAME,DRUG_NAME,0,0
posaconazole,DRUG_NAME,DRUG_NAME,0,0
msi mundipharma,DRUG_NAME,DRUG_NAME,0,0
dexamethasone,DRUG_NAME,DRUG_NAME,0,0
tehneetsium\(okolloidalbumiin,DRUG_NAME,DRUG_NAME,0,0
fludiazepam,DRUG_NAME,DRUG_NAME,0,0
gutron tabl ,DRUG_NAME,DRUG_NAME,0,0
metrizamide,DRUG_NAME,DRUG_NAME,0,0
gliclazide gentian generics,DRUG_NAME,DRUG_NAME,0,0
antigout preparations,DRUG_NAME,DRUG_NAME,0,0
protaphane penfill,DRUG_NAME,DRUG_NAME,0,0
florbetapiir \(f\),DRUG_NAME,DRUG_NAME,0,0
metex,DRUG_NAME,DRUG_NAME,0,0
dibunate,DRUG_NAME,DRUG_NAME,0,0
hydrea,DRUG_NAME,DRUG_NAME,0,0
bentiromide,DRUG_NAME,DRUG_NAME,0,0
klorikromeen,DRUG_NAME,DRUG_NAME,0,0
iodine \(i\) compounds,DRUG_NAME,DRUG_NAME,0,0
vinpocetine,DRUG_NAME,DRUG_NAME,0,0
comtess,DRUG_NAME,DRUG_NAME,0,0
blood coagulation factors,DRUG_NAME,DRUG_NAME,0,0
paracetamol\+phenylephrine\+ascorbic acid,DRUG_NAME,DRUG_NAME,0,0
diacarb,DRUG_NAME,DRUG_NAME,0,0
ketocef,DRUG_NAME,DRUG_NAME,0,0
lamitrin tablets ,DRUG_NAME,DRUG_NAME,0,0
klacid / ml,DRUG_NAME,DRUG_NAME,0,0
idoksuridiin,DRUG_NAME,DRUG_NAME,0,0
valoran g,DRUG_NAME,DRUG_NAME,0,0
bisoprolol\+amlodipine,DRUG_NAME,DRUG_NAME,0,0
nukleosiidsed ja nukleotiidsed pöördtranskriptaasi inhibiitorid,DRUG_NAME,DRUG_NAME,0,0
bentiromiid,DRUG_NAME,DRUG_NAME,0,0
atsetüülsalitsüülhape\+fenatsetiin\+kofeiin,DRUG_NAME,DRUG_NAME,0,0
olopatadine,DRUG_NAME,DRUG_NAME,0,0
addaven,DRUG_NAME,DRUG_NAME,0,0
"diroton hct /,5 ",DRUG_NAME,DRUG_NAME,0,0
amantadi-atiopharm,DRUG_NAME,DRUG_NAME,0,0
lydasa,DRUG_NAME,DRUG_NAME,0,0
"sertralin ""genericon"" ",DRUG_NAME,DRUG_NAME,0,0
abilify maintena,DRUG_NAME,DRUG_NAME,0,0
clometocillin,DRUG_NAME,DRUG_NAME,0,0
pivagabiin,DRUG_NAME,DRUG_NAME,0,0
calcii levofolinas,DRUG_NAME,DRUG_NAME,0,0
pneumovax ii,DRUG_NAME,DRUG_NAME,0,0
oksütroopiumbromiid,DRUG_NAME,DRUG_NAME,0,0
riluzole stada ,DRUG_NAME,DRUG_NAME,0,0
no-vlon,DRUG_NAME,DRUG_NAME,0,0
senna glükosiidid,DRUG_NAME,DRUG_NAME,0,0
alisapriid,DRUG_NAME,DRUG_NAME,0,0
pikovit d,DRUG_NAME,DRUG_NAME,0,0
chlorhexidine\+tetracaine\+ascorbic acid,DRUG_NAME,DRUG_NAME,0,0
granupas,DRUG_NAME,DRUG_NAME,0,0
aufbaukalk,DRUG_NAME,DRUG_NAME,0,0
oxis turbuhaler,DRUG_NAME,DRUG_NAME,0,0
kofeiinipulbrid,DRUG_NAME,DRUG_NAME,0,0
ivabradine zentiva,DRUG_NAME,DRUG_NAME,0,0
zolsana,DRUG_NAME,DRUG_NAME,0,0
temazepam,DRUG_NAME,DRUG_NAME,0,0
teveten plus,DRUG_NAME,DRUG_NAME,0,0
teised raua kombinatsioonid,DRUG_NAME,DRUG_NAME,0,0
aminohapped\+süsivesikud\+rasvhapped\+vitamiinid\+mineraalained,DRUG_NAME,DRUG_NAME,0,0
nalorphine,DRUG_NAME,DRUG_NAME,0,0
epilepsiavastased ained,DRUG_NAME,DRUG_NAME,0,0
creatine,DRUG_NAME,DRUG_NAME,0,0
medikinet xl ,DRUG_NAME,DRUG_NAME,0,0
propofol fresenius /ml,DRUG_NAME,DRUG_NAME,0,0
cordarone /ml,DRUG_NAME,DRUG_NAME,0,0
tifol,DRUG_NAME,DRUG_NAME,0,0
joodi \(i-\) ühendid,DRUG_NAME,DRUG_NAME,0,0
tiadenol,DRUG_NAME,DRUG_NAME,0,0
"muscle relaxants, peripherally acting agents",DRUG_NAME,DRUG_NAME,0,0
mezym 000,DRUG_NAME,DRUG_NAME,0,0
pika toimeajaga sulfoonamiidid,DRUG_NAME,DRUG_NAME,0,0
oxprenolol,DRUG_NAME,DRUG_NAME,0,0
myfenax,DRUG_NAME,DRUG_NAME,0,0
acetylsalicylic acid \+chlorphenamine\+phenylpropanolamine,DRUG_NAME,DRUG_NAME,0,0
avandia,DRUG_NAME,DRUG_NAME,0,0
cryptaz,DRUG_NAME,DRUG_NAME,0,0
tacrolimus pharmaswiss ,DRUG_NAME,DRUG_NAME,0,0
fludara,DRUG_NAME,DRUG_NAME,0,0
iclusig,DRUG_NAME,DRUG_NAME,0,0
norethisterone\+estradiol,DRUG_NAME,DRUG_NAME,0,0
tetracycline hydrochloride ophthalmic ointment %,DRUG_NAME,DRUG_NAME,0,0
inositoolnikotinaat,DRUG_NAME,DRUG_NAME,0,0
coldrex,DRUG_NAME,DRUG_NAME,0,0
mildronats,DRUG_NAME,DRUG_NAME,0,0
myrin,DRUG_NAME,DRUG_NAME,0,0
perindopril bmm pharma,DRUG_NAME,DRUG_NAME,0,0
mannita %,DRUG_NAME,DRUG_NAME,0,0
intravenoossete lahuste lisandid,DRUG_NAME,DRUG_NAME,0,0
"romapal mg/1,",DRUG_NAME,DRUG_NAME,0,0
"antivirals for treatment of hiv infections, combinations",DRUG_NAME,DRUG_NAME,0,0
acetylsalicylic acid \+esomeprazole,DRUG_NAME,DRUG_NAME,0,0
ant-cne preparations,DRUG_NAME,DRUG_NAME,0,0
sibilla,DRUG_NAME,DRUG_NAME,0,0
ocaliva,DRUG_NAME,DRUG_NAME,0,0
"corticosteroids, weak, other combinations",DRUG_NAME,DRUG_NAME,0,0
quetiapine actavis ,DRUG_NAME,DRUG_NAME,0,0
topiramate,DRUG_NAME,DRUG_NAME,0,0
opioidid,DRUG_NAME,DRUG_NAME,0,0
salmeterol\+fluticasone,DRUG_NAME,DRUG_NAME,0,0
stygapon ,DRUG_NAME,DRUG_NAME,0,0
humulin m pen,DRUG_NAME,DRUG_NAME,0,0
domperidon actavis,DRUG_NAME,DRUG_NAME,0,0
azarga,DRUG_NAME,DRUG_NAME,0,0
paracetamol\+codeine\+caffeine,DRUG_NAME,DRUG_NAME,0,0
isozid,DRUG_NAME,DRUG_NAME,0,0
novoseven,DRUG_NAME,DRUG_NAME,0,0
xgeva,DRUG_NAME,DRUG_NAME,0,0
naropin,DRUG_NAME,DRUG_NAME,0,0
antidepressandid,DRUG_NAME,DRUG_NAME,0,0
glucomed,DRUG_NAME,DRUG_NAME,0,0
maninil 75,DRUG_NAME,DRUG_NAME,0,0
florbetapir \(f\),DRUG_NAME,DRUG_NAME,0,0
"haemophilus influenzae b, konjugeeritud, puhastatud antigeen\+hepatiit b viirus, puhastatud antigeen",DRUG_NAME,DRUG_NAME,0,0
"barbiturates, plain",DRUG_NAME,DRUG_NAME,0,0
quinapril/hct teva,DRUG_NAME,DRUG_NAME,0,0
natrii oxybutyras,DRUG_NAME,DRUG_NAME,0,0
diabrezide,DRUG_NAME,DRUG_NAME,0,0
papillomavirus vaccines,DRUG_NAME,DRUG_NAME,0,0
volmax,DRUG_NAME,DRUG_NAME,0,0
omep,DRUG_NAME,DRUG_NAME,0,0
türotritsiin\+lidokaiin\+tsetrimooniumbromiid,DRUG_NAME,DRUG_NAME,0,0
bephenii hydroxynaphthoas,DRUG_NAME,DRUG_NAME,0,0
naatriumraud\(iii\)edetaat,DRUG_NAME,DRUG_NAME,0,0
ratiograstim,DRUG_NAME,DRUG_NAME,0,0
furazolidone,DRUG_NAME,DRUG_NAME,0,0
spironolactone,DRUG_NAME,DRUG_NAME,0,0
ammoniaagi % lahus \(nuuskpiiritus\),DRUG_NAME,DRUG_NAME,0,0
paracetamol\+phenylephrine\+pheniramine,DRUG_NAME,DRUG_NAME,0,0
asparaginase,DRUG_NAME,DRUG_NAME,0,0
terbinafin hexal tabletid,DRUG_NAME,DRUG_NAME,0,0
torasemide hexal,DRUG_NAME,DRUG_NAME,0,0
insuman basal solostar,DRUG_NAME,DRUG_NAME,0,0
ethosuximide,DRUG_NAME,DRUG_NAME,0,0
xermelo,DRUG_NAME,DRUG_NAME,0,0
bextra,DRUG_NAME,DRUG_NAME,0,0
immunine baxter iu,DRUG_NAME,DRUG_NAME,0,0
mazindol,DRUG_NAME,DRUG_NAME,0,0
mofebutazone,DRUG_NAME,DRUG_NAME,0,0
epoetin theta,DRUG_NAME,DRUG_NAME,0,0
tamsulosin\+solifenacin,DRUG_NAME,DRUG_NAME,0,0
monkasta,DRUG_NAME,DRUG_NAME,0,0
gemcitabine stada,DRUG_NAME,DRUG_NAME,0,0
praziquantel,DRUG_NAME,DRUG_NAME,0,0
paromomycin,DRUG_NAME,DRUG_NAME,0,0
imurani,DRUG_NAME,DRUG_NAME,0,0
c-ortivan,DRUG_NAME,DRUG_NAME,0,0
kalcipo- forte / iu,DRUG_NAME,DRUG_NAME,0,0
jorveza,DRUG_NAME,DRUG_NAME,0,0
mazaticol,DRUG_NAME,DRUG_NAME,0,0
ammonaps,DRUG_NAME,DRUG_NAME,0,0
amoxicillin- ratiopharm,DRUG_NAME,DRUG_NAME,0,0
amsalyo,DRUG_NAME,DRUG_NAME,0,0
piribedil,DRUG_NAME,DRUG_NAME,0,0
dox--ratiopharm,DRUG_NAME,DRUG_NAME,0,0
"artemisiniin ja selle derivaadid, kombinatsioonid",DRUG_NAME,DRUG_NAME,0,0
tienilic acid,DRUG_NAME,DRUG_NAME,0,0
"iron, parenteral preparations",DRUG_NAME,DRUG_NAME,0,0
penicillamine,DRUG_NAME,DRUG_NAME,0,0
irbesartan\+hydrochlorothiazide,DRUG_NAME,DRUG_NAME,0,0
hydrocortisone aceponate,DRUG_NAME,DRUG_NAME,0,0
pediaven nn,DRUG_NAME,DRUG_NAME,0,0
glimepiride winthrop ,DRUG_NAME,DRUG_NAME,0,0
betamethasone,DRUG_NAME,DRUG_NAME,0,0
teised ümarusside vastased ained,DRUG_NAME,DRUG_NAME,0,0
islamel,DRUG_NAME,DRUG_NAME,0,0
ropivacaine,DRUG_NAME,DRUG_NAME,0,0
galsya sr,DRUG_NAME,DRUG_NAME,0,0
oopiumi alkaloidid ja nende derivaadid,DRUG_NAME,DRUG_NAME,0,0
technescan pyp,DRUG_NAME,DRUG_NAME,0,0
simvagamma ,DRUG_NAME,DRUG_NAME,0,0
obidoksiimkloriid,DRUG_NAME,DRUG_NAME,0,0
alexan,DRUG_NAME,DRUG_NAME,0,0
tetracyclin salv,DRUG_NAME,DRUG_NAME,0,0
convulex,DRUG_NAME,DRUG_NAME,0,0
melenor,DRUG_NAME,DRUG_NAME,0,0
toclase,DRUG_NAME,DRUG_NAME,0,0
angiotensiin ii antagonistid,DRUG_NAME,DRUG_NAME,0,0
ritalin,DRUG_NAME,DRUG_NAME,0,0
klofoktool,DRUG_NAME,DRUG_NAME,0,0
ifenprodiil,DRUG_NAME,DRUG_NAME,0,0
teised hm-o-eduktaasi inhibiitorite kombinatsioonid,DRUG_NAME,DRUG_NAME,0,0
morphinan derivatives,DRUG_NAME,DRUG_NAME,0,0
sorbisterit g,DRUG_NAME,DRUG_NAME,0,0
gamimune n,DRUG_NAME,DRUG_NAME,0,0
phlexy- drink mix,DRUG_NAME,DRUG_NAME,0,0
mifepristone,DRUG_NAME,DRUG_NAME,0,0
eur-ollins sol set-,DRUG_NAME,DRUG_NAME,0,0
sol-ortef,DRUG_NAME,DRUG_NAME,0,0
aluminii acetas,DRUG_NAME,DRUG_NAME,0,0
põletiku ja infektsiooni kindlakstegemine,DRUG_NAME,DRUG_NAME,0,0
halometasone\+triclosan,DRUG_NAME,DRUG_NAME,0,0
picato,DRUG_NAME,DRUG_NAME,0,0
entyvio,DRUG_NAME,DRUG_NAME,0,0
pku lophlex lq juicy berries,DRUG_NAME,DRUG_NAME,0,0
lidocaine\+chlorhexidine\+methyl parahydroxybenzoate\+propyl parahydroxybenzoate,DRUG_NAME,DRUG_NAME,0,0
tagrisso,DRUG_NAME,DRUG_NAME,0,0
lenvatinib,DRUG_NAME,DRUG_NAME,0,0
corsodyl mint,DRUG_NAME,DRUG_NAME,0,0
bendit,DRUG_NAME,DRUG_NAME,0,0
intermediat-cting sulfonamides,DRUG_NAME,DRUG_NAME,0,0
alcohol isopropylicus,DRUG_NAME,DRUG_NAME,0,0
dynepo,DRUG_NAME,DRUG_NAME,0,0
maxalt,DRUG_NAME,DRUG_NAME,0,0
seerumgonadotropiin,DRUG_NAME,DRUG_NAME,0,0
hüdrokortisoon\+polümüksiin b\+neomütsiin,DRUG_NAME,DRUG_NAME,0,0
avaglim,DRUG_NAME,DRUG_NAME,0,0
abacavir/lamivudine sandoz,DRUG_NAME,DRUG_NAME,0,0
diflucan mg/ml,DRUG_NAME,DRUG_NAME,0,0
quinapril polpharma,DRUG_NAME,DRUG_NAME,0,0
milupa basi-ad,DRUG_NAME,DRUG_NAME,0,0
"measles, live attunated",DRUG_NAME,DRUG_NAME,0,0
adamantane derivatives,DRUG_NAME,DRUG_NAME,0,0
indoramiin,DRUG_NAME,DRUG_NAME,0,0
cerebrolysine,DRUG_NAME,DRUG_NAME,0,0
ranomax,DRUG_NAME,DRUG_NAME,0,0
hydrocortisone butyrate,DRUG_NAME,DRUG_NAME,0,0
kilpnäärme hormoonid,DRUG_NAME,DRUG_NAME,0,0
tulobuterool,DRUG_NAME,DRUG_NAME,0,0
olmesartan medoxomil/amlodipine zentiva,DRUG_NAME,DRUG_NAME,0,0
"diphtheria toxoid\+poliomyelitis, trivalent, inactivated, whole virus\+pertussis, purified antigen\+haemophilus influenzae b, purified antigen conjugated\+hepatitis b, purified antigen\+tetanus toxoid",DRUG_NAME,DRUG_NAME,0,0
-itrulline,DRUG_NAME,DRUG_NAME,0,0
pipobromaan,DRUG_NAME,DRUG_NAME,0,0
amrap,DRUG_NAME,DRUG_NAME,0,0
dermestril,DRUG_NAME,DRUG_NAME,0,0
levocetirizin-atiopharm,DRUG_NAME,DRUG_NAME,0,0
mittesteroidsed põletiku- ja reumavastased ained,DRUG_NAME,DRUG_NAME,0,0
sustac forte,DRUG_NAME,DRUG_NAME,0,0
vit-,DRUG_NAME,DRUG_NAME,0,0
clarinase,DRUG_NAME,DRUG_NAME,0,0
panzilan,DRUG_NAME,DRUG_NAME,0,0
cisordinol,DRUG_NAME,DRUG_NAME,0,0
cetuximab,DRUG_NAME,DRUG_NAME,0,0
aliskiren\+amlodipine\+hydrochlorothiazide,DRUG_NAME,DRUG_NAME,0,0
gemcitabine csc,DRUG_NAME,DRUG_NAME,0,0
aprotinin,DRUG_NAME,DRUG_NAME,0,0
otsesed trombiini inhibiitorid,DRUG_NAME,DRUG_NAME,0,0
"meningokokk, tetravalentne puhastatud polüsahhariidantigeen",DRUG_NAME,DRUG_NAME,0,0
vitamins,DRUG_NAME,DRUG_NAME,0,0
